[2024-10-12T10:43:24.084+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:43:24.296+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 210.60ms, recent old gen allocation rate: 9958146.95B/s, recent marking phase length: 0.00ms
[2024-10-12T10:43:59.961+0800] GC(353) Adaptive IHOP information (value update), threshold: 107489090B (94.22), internal target occupancy: 114085068B, occupancy: 101464744B, additional buffer size: 6291456B, predicted old gen allocation rate: 916558.33B/s, predicted marking phase length: 332.25ms, prediction active: true
[2024-10-12T10:44:00.115+0800] GC(355) Basic information (value update), threshold: 113789700B (84.78), target occupancy: 134217728B, current occupancy: 103093928B, recent allocation size: 6192B, recent allocation duration: 151.55ms, recent old gen allocation rate: 40858.73B/s, recent marking phase length: 213.65ms
[2024-10-12T10:44:00.115+0800] GC(355) Adaptive IHOP information (value update), threshold: 113789700B (99.74), internal target occupancy: 114085068B, occupancy: 103093928B, additional buffer size: 0B, predicted old gen allocation rate: 889006.63B/s, predicted marking phase length: 332.25ms, prediction active: true
[2024-10-12T10:44:00.220+0800] GC(356) Basic information (value update), threshold: 113791896B (84.78), target occupancy: 134217728B, current occupancy: 100694192B, recent allocation size: 61920B, recent allocation duration: 151.55ms, recent old gen allocation rate: 408587.31B/s, recent marking phase length: 254.31ms
[2024-10-12T10:44:00.220+0800] GC(356) Adaptive IHOP information (value update), threshold: 113791896B (99.74), internal target occupancy: 114085068B, occupancy: 100694192B, additional buffer size: 0B, predicted old gen allocation rate: 889006.63B/s, predicted marking phase length: 329.78ms, prediction active: true
[2024-10-12T10:44:00.849+0800] GC(362) Basic information (value update), threshold: 107509221B (80.10), target occupancy: 134217728B, current occupancy: 109572480B, recent allocation size: 4128B, recent allocation duration: 102.60ms, recent old gen allocation rate: 40233.38B/s, recent marking phase length: 254.31ms
[2024-10-12T10:44:00.849+0800] GC(362) Adaptive IHOP information (value update), threshold: 107509221B (94.24), internal target occupancy: 114085068B, occupancy: 109572480B, additional buffer size: 6291456B, predicted old gen allocation rate: 862379.26B/s, predicted marking phase length: 329.78ms, prediction active: true
[2024-10-12T10:44:00.953+0800] GC(363) Basic information (value update), threshold: 107517391B (80.11), target occupancy: 134217728B, current occupancy: 113766784B, recent allocation size: 6192B, recent allocation duration: 102.18ms, recent old gen allocation rate: 60599.23B/s, recent marking phase length: 254.31ms
[2024-10-12T10:44:00.953+0800] GC(363) Adaptive IHOP information (value update), threshold: 107517391B (94.24), internal target occupancy: 114085068B, occupancy: 113766784B, additional buffer size: 6291456B, predicted old gen allocation rate: 837603.38B/s, predicted marking phase length: 329.78ms, prediction active: true
[2024-10-12T10:44:01.056+0800] GC(364) Basic information (value update), threshold: 107525592B (80.11), target occupancy: 134217728B, current occupancy: 117262208B, recent allocation size: 4128B, recent allocation duration: 102.54ms, recent old gen allocation rate: 40257.77B/s, recent marking phase length: 254.31ms
[2024-10-12T10:44:01.056+0800] GC(364) Adaptive IHOP information (value update), threshold: 107525592B (94.25), internal target occupancy: 114085068B, occupancy: 117262208B, additional buffer size: 6291456B, predicted old gen allocation rate: 812734.76B/s, predicted marking phase length: 329.78ms, prediction active: true
[2024-10-12T10:44:01.211+0800] GC(366) Basic information (value update), threshold: 113824960B (84.81), target occupancy: 134217728B, current occupancy: 121223552B, recent allocation size: 6192B, recent allocation duration: 151.64ms, recent old gen allocation rate: 40832.66B/s, recent marking phase length: 254.31ms
[2024-10-12T10:44:01.211+0800] GC(366) Adaptive IHOP information (value update), threshold: 113824960B (99.77), internal target occupancy: 114085068B, occupancy: 121223552B, additional buffer size: 0B, predicted old gen allocation rate: 788745.13B/s, predicted marking phase length: 329.78ms, prediction active: true
[2024-10-12T10:44:01.274+0800] GC(367) Basic information (value update), threshold: 113828158B (84.81), target occupancy: 134217728B, current occupancy: 112387120B, recent allocation size: 86688B, recent allocation duration: 151.64ms, recent old gen allocation rate: 571657.20B/s, recent marking phase length: 213.21ms
[2024-10-12T10:44:01.274+0800] GC(367) Adaptive IHOP information (value update), threshold: 113828158B (99.77), internal target occupancy: 114085068B, occupancy: 112387120B, additional buffer size: 0B, predicted old gen allocation rate: 788745.13B/s, predicted marking phase length: 325.72ms, prediction active: true
[2024-10-12T10:44:01.905+0800] GC(373) Basic information (value update), threshold: 107543952B (80.13), target occupancy: 134217728B, current occupancy: 110601216B, recent allocation size: 6192B, recent allocation duration: 102.23ms, recent old gen allocation rate: 60569.39B/s, recent marking phase length: 213.21ms
[2024-10-12T10:44:01.905+0800] GC(373) Adaptive IHOP information (value update), threshold: 107543952B (94.27), internal target occupancy: 114085068B, occupancy: 110601216B, additional buffer size: 6291456B, predicted old gen allocation rate: 766486.07B/s, predicted marking phase length: 325.72ms, prediction active: true
[2024-10-12T10:44:02.009+0800] GC(374) Basic information (value update), threshold: 107550962B (80.13), target occupancy: 134217728B, current occupancy: 115028480B, recent allocation size: 6192B, recent allocation duration: 102.61ms, recent old gen allocation rate: 60346.33B/s, recent marking phase length: 213.21ms
[2024-10-12T10:44:02.009+0800] GC(374) Adaptive IHOP information (value update), threshold: 107550962B (94.27), internal target occupancy: 114085068B, occupancy: 115028480B, additional buffer size: 6291456B, predicted old gen allocation rate: 744963.87B/s, predicted marking phase length: 325.72ms, prediction active: true
[2024-10-12T10:44:02.112+0800] GC(375) Basic information (value update), threshold: 107558039B (80.14), target occupancy: 134217728B, current occupancy: 118756864B, recent allocation size: 4128B, recent allocation duration: 102.18ms, recent old gen allocation rate: 40399.80B/s, recent marking phase length: 213.21ms
[2024-10-12T10:44:02.112+0800] GC(375) Adaptive IHOP information (value update), threshold: 107558039B (94.28), internal target occupancy: 114085068B, occupancy: 118756864B, additional buffer size: 6291456B, predicted old gen allocation rate: 723237.81B/s, predicted marking phase length: 325.72ms, prediction active: true
[2024-10-12T10:44:02.267+0800] GC(377) Basic information (value update), threshold: 113856531B (84.83), target occupancy: 134217728B, current occupancy: 122485248B, recent allocation size: 4128B, recent allocation duration: 152.07ms, recent old gen allocation rate: 27145.33B/s, recent marking phase length: 213.21ms
[2024-10-12T10:44:02.267+0800] GC(377) Adaptive IHOP information (value update), threshold: 113856531B (99.80), internal target occupancy: 114085068B, occupancy: 122485248B, additional buffer size: 0B, predicted old gen allocation rate: 701637.65B/s, predicted marking phase length: 325.72ms, prediction active: true
[2024-10-12T10:44:02.330+0800] GC(378) Basic information (value update), threshold: 113859264B (84.83), target occupancy: 134217728B, current occupancy: 123423296B, recent allocation size: 2109536B, recent allocation duration: 152.07ms, recent old gen allocation rate: 13872105.54B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:02.330+0800] GC(378) Adaptive IHOP information (value update), threshold: 113859264B (99.80), internal target occupancy: 114085068B, occupancy: 123423296B, additional buffer size: 0B, predicted old gen allocation rate: 701637.65B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:02.658+0800] GC(382) Basic information (value update), threshold: 105477770B (78.59), target occupancy: 134217728B, current occupancy: 81890496B, recent allocation size: 0B, recent allocation duration: 390.04ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:02.658+0800] GC(382) Adaptive IHOP information (value update), threshold: 105477770B (92.46), internal target occupancy: 114085068B, occupancy: 81890496B, additional buffer size: 8388608B, predicted old gen allocation rate: 679534.47B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:02.823+0800] GC(383) Basic information (value update), threshold: 107581228B (80.15), target occupancy: 134217728B, current occupancy: 88181952B, recent allocation size: 6192B, recent allocation duration: 163.20ms, recent old gen allocation rate: 37941.30B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:02.823+0800] GC(383) Adaptive IHOP information (value update), threshold: 107581228B (94.30), internal target occupancy: 114085068B, occupancy: 88181952B, additional buffer size: 6291456B, predicted old gen allocation rate: 659939.37B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:02.926+0800] GC(384) Basic information (value update), threshold: 107586985B (80.16), target occupancy: 134217728B, current occupancy: 91677376B, recent allocation size: 6192B, recent allocation duration: 102.62ms, recent old gen allocation rate: 60336.42B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:02.926+0800] GC(384) Adaptive IHOP information (value update), threshold: 107586985B (94.30), internal target occupancy: 114085068B, occupancy: 91677376B, additional buffer size: 6291456B, predicted old gen allocation rate: 642048.97B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:03.029+0800] GC(385) Basic information (value update), threshold: 107592551B (80.16), target occupancy: 134217728B, current occupancy: 95640256B, recent allocation size: 6192B, recent allocation duration: 102.19ms, recent old gen allocation rate: 60590.53B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:03.029+0800] GC(385) Adaptive IHOP information (value update), threshold: 107592551B (94.31), internal target occupancy: 114085068B, occupancy: 95640256B, additional buffer size: 6291456B, predicted old gen allocation rate: 624754.77B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:03.133+0800] GC(386) Basic information (value update), threshold: 107597940B (80.17), target occupancy: 134217728B, current occupancy: 99599552B, recent allocation size: 6192B, recent allocation duration: 102.69ms, recent old gen allocation rate: 60296.92B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:03.133+0800] GC(386) Adaptive IHOP information (value update), threshold: 107597940B (94.31), internal target occupancy: 114085068B, occupancy: 99599552B, additional buffer size: 6291456B, predicted old gen allocation rate: 608009.31B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:03.237+0800] GC(387) Basic information (value update), threshold: 107603150B (80.17), target occupancy: 134217728B, current occupancy: 103793856B, recent allocation size: 6192B, recent allocation duration: 102.23ms, recent old gen allocation rate: 60567.97B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:03.237+0800] GC(387) Adaptive IHOP information (value update), threshold: 107603150B (94.32), internal target occupancy: 114085068B, occupancy: 103793856B, additional buffer size: 6291456B, predicted old gen allocation rate: 591819.74B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:03.391+0800] GC(389) Basic information (value update), threshold: 113899948B (84.86), target occupancy: 134217728B, current occupancy: 107757248B, recent allocation size: 6192B, recent allocation duration: 151.93ms, recent old gen allocation rate: 40756.74B/s, recent marking phase length: 213.62ms
[2024-10-12T10:44:03.391+0800] GC(389) Adaptive IHOP information (value update), threshold: 113899948B (99.84), internal target occupancy: 114085068B, occupancy: 107757248B, additional buffer size: 0B, predicted old gen allocation rate: 575220.55B/s, predicted marking phase length: 321.82ms, prediction active: true
[2024-10-12T10:44:03.454+0800] GC(390) Basic information (value update), threshold: 113902113B (84.86), target occupancy: 134217728B, current occupancy: 103557104B, recent allocation size: 12384B, recent allocation duration: 151.93ms, recent old gen allocation rate: 81513.48B/s, recent marking phase length: 213.44ms
[2024-10-12T10:44:03.455+0800] GC(390) Adaptive IHOP information (value update), threshold: 113902113B (99.84), internal target occupancy: 114085068B, occupancy: 103557104B, additional buffer size: 0B, predicted old gen allocation rate: 575220.55B/s, predicted marking phase length: 318.06ms, prediction active: true
[2024-10-12T10:44:04.085+0800] GC(396) Basic information (value update), threshold: 107615464B (80.18), target occupancy: 134217728B, current occupancy: 105723440B, recent allocation size: 6192B, recent allocation duration: 102.16ms, recent old gen allocation rate: 60608.37B/s, recent marking phase length: 213.44ms
[2024-10-12T10:44:04.085+0800] GC(396) Adaptive IHOP information (value update), threshold: 107615464B (94.33), internal target occupancy: 114085068B, occupancy: 105723440B, additional buffer size: 6291456B, predicted old gen allocation rate: 560105.82B/s, predicted marking phase length: 318.06ms, prediction active: true
[2024-10-12T10:44:04.188+0800] GC(397) Basic information (value update), threshold: 107620123B (80.18), target occupancy: 134217728B, current occupancy: 109680688B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60276.44B/s, recent marking phase length: 213.44ms
[2024-10-12T10:44:04.188+0800] GC(397) Adaptive IHOP information (value update), threshold: 107620123B (94.33), internal target occupancy: 114085068B, occupancy: 109680688B, additional buffer size: 6291456B, predicted old gen allocation rate: 545459.49B/s, predicted marking phase length: 318.06ms, prediction active: true
[2024-10-12T10:44:04.292+0800] GC(398) Basic information (value update), threshold: 107624627B (80.19), target occupancy: 134217728B, current occupancy: 113409072B, recent allocation size: 6192B, recent allocation duration: 102.11ms, recent old gen allocation rate: 60639.91B/s, recent marking phase length: 213.44ms
[2024-10-12T10:44:04.292+0800] GC(398) Adaptive IHOP information (value update), threshold: 107624627B (94.34), internal target occupancy: 114085068B, occupancy: 113409072B, additional buffer size: 6291456B, predicted old gen allocation rate: 531298.25B/s, predicted marking phase length: 318.06ms, prediction active: true
[2024-10-12T10:44:04.446+0800] GC(400) Basic information (value update), threshold: 113920743B (84.88), target occupancy: 134217728B, current occupancy: 117137456B, recent allocation size: 6192B, recent allocation duration: 151.85ms, recent old gen allocation rate: 40776.68B/s, recent marking phase length: 213.44ms
[2024-10-12T10:44:04.446+0800] GC(400) Adaptive IHOP information (value update), threshold: 113920743B (99.86), internal target occupancy: 114085068B, occupancy: 117137456B, additional buffer size: 0B, predicted old gen allocation rate: 516647.24B/s, predicted marking phase length: 318.06ms, prediction active: true
[2024-10-12T10:44:04.510+0800] GC(401) Basic information (value update), threshold: 113922619B (84.88), target occupancy: 134217728B, current occupancy: 108989632B, recent allocation size: 53664B, recent allocation duration: 151.85ms, recent old gen allocation rate: 353397.92B/s, recent marking phase length: 213.36ms
[2024-10-12T10:44:04.510+0800] GC(401) Adaptive IHOP information (value update), threshold: 113922619B (99.86), internal target occupancy: 114085068B, occupancy: 108989632B, additional buffer size: 0B, predicted old gen allocation rate: 516647.24B/s, predicted marking phase length: 314.43ms, prediction active: true
[2024-10-12T10:44:05.138+0800] GC(407) Basic information (value update), threshold: 107635324B (80.19), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 6192B, recent allocation duration: 102.27ms, recent old gen allocation rate: 60546.82B/s, recent marking phase length: 213.36ms
[2024-10-12T10:44:05.138+0800] GC(407) Adaptive IHOP information (value update), threshold: 107635324B (94.35), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 503412.74B/s, predicted marking phase length: 314.43ms, prediction active: true
[2024-10-12T10:44:05.242+0800] GC(408) Basic information (value update), threshold: 107639357B (80.20), target occupancy: 134217728B, current occupancy: 111535616B, recent allocation size: 6192B, recent allocation duration: 102.57ms, recent old gen allocation rate: 60365.67B/s, recent marking phase length: 213.36ms
[2024-10-12T10:44:05.242+0800] GC(408) Adaptive IHOP information (value update), threshold: 107639357B (94.35), internal target occupancy: 114085068B, occupancy: 111535616B, additional buffer size: 6291456B, predicted old gen allocation rate: 490587.00B/s, predicted marking phase length: 314.43ms, prediction active: true
[2024-10-12T10:44:05.345+0800] GC(409) Basic information (value update), threshold: 107643259B (80.20), target occupancy: 134217728B, current occupancy: 115494912B, recent allocation size: 6192B, recent allocation duration: 102.13ms, recent old gen allocation rate: 60628.60B/s, recent marking phase length: 213.36ms
[2024-10-12T10:44:05.345+0800] GC(409) Adaptive IHOP information (value update), threshold: 107643259B (94.35), internal target occupancy: 114085068B, occupancy: 115494912B, additional buffer size: 6291456B, predicted old gen allocation rate: 478177.14B/s, predicted marking phase length: 314.43ms, prediction active: true
[2024-10-12T10:44:05.500+0800] GC(411) Basic information (value update), threshold: 113938993B (84.89), target occupancy: 134217728B, current occupancy: 119922176B, recent allocation size: 4128B, recent allocation duration: 151.90ms, recent old gen allocation rate: 27176.30B/s, recent marking phase length: 213.36ms
[2024-10-12T10:44:05.500+0800] GC(411) Adaptive IHOP information (value update), threshold: 113938993B (99.87), internal target occupancy: 114085068B, occupancy: 119922176B, additional buffer size: 0B, predicted old gen allocation rate: 464572.59B/s, predicted marking phase length: 314.43ms, prediction active: true
[2024-10-12T10:44:05.563+0800] GC(412) Basic information (value update), threshold: 113940616B (84.89), target occupancy: 134217728B, current occupancy: 111109168B, recent allocation size: 59856B, recent allocation duration: 151.90ms, recent old gen allocation rate: 394056.28B/s, recent marking phase length: 213.52ms
[2024-10-12T10:44:05.563+0800] GC(412) Adaptive IHOP information (value update), threshold: 113940616B (99.87), internal target occupancy: 114085068B, occupancy: 111109168B, additional buffer size: 0B, predicted old gen allocation rate: 464572.59B/s, predicted marking phase length: 310.94ms, prediction active: true
[2024-10-12T10:44:06.193+0800] GC(418) Basic information (value update), threshold: 107653062B (80.21), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 2101280B, recent allocation duration: 103.03ms, recent old gen allocation rate: 20394356.44B/s, recent marking phase length: 213.52ms
[2024-10-12T10:44:06.193+0800] GC(418) Adaptive IHOP information (value update), threshold: 107653062B (94.36), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 452024.70B/s, predicted marking phase length: 310.94ms, prediction active: true
[2024-10-12T10:44:06.296+0800] GC(419) Basic information (value update), threshold: 107656832B (80.21), target occupancy: 134217728B, current occupancy: 111533568B, recent allocation size: 4128B, recent allocation duration: 102.17ms, recent old gen allocation rate: 40401.63B/s, recent marking phase length: 213.52ms
[2024-10-12T10:44:06.296+0800] GC(419) Adaptive IHOP information (value update), threshold: 107656832B (94.37), internal target occupancy: 114085068B, occupancy: 111533568B, additional buffer size: 6291456B, predicted old gen allocation rate: 439897.88B/s, predicted marking phase length: 310.94ms, prediction active: true
[2024-10-12T10:44:06.400+0800] GC(420) Basic information (value update), threshold: 107660184B (80.21), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60407.46B/s, recent marking phase length: 213.52ms
[2024-10-12T10:44:06.400+0800] GC(420) Adaptive IHOP information (value update), threshold: 107660184B (94.37), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 6291456B, predicted old gen allocation rate: 429117.55B/s, predicted marking phase length: 310.94ms, prediction active: true
[2024-10-12T10:44:06.554+0800] GC(422) Basic information (value update), threshold: 113955180B (84.90), target occupancy: 134217728B, current occupancy: 119689216B, recent allocation size: 6192B, recent allocation duration: 151.57ms, recent old gen allocation rate: 40851.55B/s, recent marking phase length: 213.52ms
[2024-10-12T10:44:06.554+0800] GC(422) Adaptive IHOP information (value update), threshold: 113955180B (99.89), internal target occupancy: 114085068B, occupancy: 119689216B, additional buffer size: 0B, predicted old gen allocation rate: 417731.76B/s, predicted marking phase length: 310.94ms, prediction active: true
[2024-10-12T10:44:06.618+0800] GC(423) Basic information (value update), threshold: 113956588B (84.90), target occupancy: 134217728B, current occupancy: 111774784B, recent allocation size: 39216B, recent allocation duration: 151.57ms, recent old gen allocation rate: 258726.48B/s, recent marking phase length: 213.45ms
[2024-10-12T10:44:06.618+0800] GC(423) Adaptive IHOP information (value update), threshold: 113956588B (99.89), internal target occupancy: 114085068B, occupancy: 111774784B, additional buffer size: 0B, predicted old gen allocation rate: 417731.76B/s, predicted marking phase length: 307.57ms, prediction active: true
[2024-10-12T10:44:07.351+0800] GC(430) Basic information (value update), threshold: 107668230B (80.22), target occupancy: 134217728B, current occupancy: 112467456B, recent allocation size: 6192B, recent allocation duration: 102.01ms, recent old gen allocation rate: 60700.88B/s, recent marking phase length: 213.45ms
[2024-10-12T10:44:07.351+0800] GC(430) Adaptive IHOP information (value update), threshold: 107668230B (94.38), internal target occupancy: 114085068B, occupancy: 112467456B, additional buffer size: 6291456B, predicted old gen allocation rate: 407661.51B/s, predicted marking phase length: 307.57ms, prediction active: true
[2024-10-12T10:44:07.454+0800] GC(431) Basic information (value update), threshold: 107671238B (80.22), target occupancy: 134217728B, current occupancy: 116426752B, recent allocation size: 6192B, recent allocation duration: 102.54ms, recent old gen allocation rate: 60387.63B/s, recent marking phase length: 213.45ms
[2024-10-12T10:44:07.454+0800] GC(431) Adaptive IHOP information (value update), threshold: 107671238B (94.38), internal target occupancy: 114085068B, occupancy: 116426752B, additional buffer size: 6291456B, predicted old gen allocation rate: 397881.72B/s, predicted marking phase length: 307.57ms, prediction active: true
[2024-10-12T10:44:07.558+0800] GC(432) Basic information (value update), threshold: 107674151B (80.22), target occupancy: 134217728B, current occupancy: 120621056B, recent allocation size: 6192B, recent allocation duration: 102.18ms, recent old gen allocation rate: 60597.03B/s, recent marking phase length: 213.45ms
[2024-10-12T10:44:07.558+0800] GC(432) Adaptive IHOP information (value update), threshold: 107674151B (94.38), internal target occupancy: 114085068B, occupancy: 120621056B, additional buffer size: 6291456B, predicted old gen allocation rate: 388408.20B/s, predicted marking phase length: 307.57ms, prediction active: true
[2024-10-12T10:44:07.712+0800] GC(434) Basic information (value update), threshold: 113968924B (84.91), target occupancy: 134217728B, current occupancy: 125050368B, recent allocation size: 4128B, recent allocation duration: 151.83ms, recent old gen allocation rate: 27189.18B/s, recent marking phase length: 213.45ms
[2024-10-12T10:44:07.712+0800] GC(434) Adaptive IHOP information (value update), threshold: 113968924B (99.90), internal target occupancy: 114085068B, occupancy: 125050368B, additional buffer size: 0B, predicted old gen allocation rate: 377625.43B/s, predicted marking phase length: 307.57ms, prediction active: true
[2024-10-12T10:44:07.775+0800] GC(435) Basic information (value update), threshold: 113970150B (84.91), target occupancy: 134217728B, current occupancy: 125520448B, recent allocation size: 2150816B, recent allocation duration: 151.83ms, recent old gen allocation rate: 14166407.72B/s, recent marking phase length: 213.47ms
[2024-10-12T10:44:07.775+0800] GC(435) Adaptive IHOP information (value update), threshold: 113970150B (99.90), internal target occupancy: 114085068B, occupancy: 125520448B, additional buffer size: 0B, predicted old gen allocation rate: 377625.43B/s, predicted marking phase length: 304.32ms, prediction active: true
[2024-10-12T10:44:08.105+0800] GC(439) Basic information (value update), threshold: 105585101B (78.67), target occupancy: 134217728B, current occupancy: 83754256B, recent allocation size: 0B, recent allocation duration: 391.37ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.47ms
[2024-10-12T10:44:08.105+0800] GC(439) Adaptive IHOP information (value update), threshold: 105585101B (92.55), internal target occupancy: 114085068B, occupancy: 83754256B, additional buffer size: 8388608B, predicted old gen allocation rate: 365929.66B/s, predicted marking phase length: 304.32ms, prediction active: true
[2024-10-12T10:44:08.270+0800] GC(440) Basic information (value update), threshold: 107685151B (80.23), target occupancy: 134217728B, current occupancy: 90045712B, recent allocation size: 6192B, recent allocation duration: 163.57ms, recent old gen allocation rate: 37854.44B/s, recent marking phase length: 213.47ms
[2024-10-12T10:44:08.270+0800] GC(440) Adaptive IHOP information (value update), threshold: 107685151B (94.39), internal target occupancy: 114085068B, occupancy: 90045712B, additional buffer size: 6291456B, predicted old gen allocation rate: 356407.10B/s, predicted marking phase length: 304.32ms, prediction active: true
[2024-10-12T10:44:08.374+0800] GC(441) Basic information (value update), threshold: 106778484B (79.56), target occupancy: 134217728B, current occupancy: 96337168B, recent allocation size: 2103344B, recent allocation duration: 102.97ms, recent old gen allocation rate: 20425819.46B/s, recent marking phase length: 213.47ms
[2024-10-12T10:44:08.374+0800] GC(441) Adaptive IHOP information (value update), threshold: 106778484B (93.60), internal target occupancy: 114085068B, occupancy: 96337168B, additional buffer size: 6291456B, predicted old gen allocation rate: 3335744.19B/s, predicted marking phase length: 304.32ms, prediction active: true
[2024-10-12T10:44:08.477+0800] GC(442) Basic information (value update), threshold: 106810924B (79.58), target occupancy: 134217728B, current occupancy: 100534032B, recent allocation size: 4128B, recent allocation duration: 102.16ms, recent old gen allocation rate: 40407.59B/s, recent marking phase length: 213.47ms
[2024-10-12T10:44:08.477+0800] GC(442) Adaptive IHOP information (value update), threshold: 106810924B (93.62), internal target occupancy: 114085068B, occupancy: 100534032B, additional buffer size: 6291456B, predicted old gen allocation rate: 3229143.76B/s, predicted marking phase length: 304.32ms, prediction active: true
[2024-10-12T10:44:08.581+0800] GC(443) Basic information (value update), threshold: 106842217B (79.60), target occupancy: 134217728B, current occupancy: 104725776B, recent allocation size: 4128B, recent allocation duration: 102.51ms, recent old gen allocation rate: 40270.35B/s, recent marking phase length: 213.47ms
[2024-10-12T10:44:08.581+0800] GC(443) Adaptive IHOP information (value update), threshold: 106842217B (93.65), internal target occupancy: 114085068B, occupancy: 104725776B, additional buffer size: 6291456B, predicted old gen allocation rate: 3126316.32B/s, predicted marking phase length: 304.32ms, prediction active: true
[2024-10-12T10:44:08.735+0800] GC(445) Basic information (value update), threshold: 113163851B (84.31), target occupancy: 134217728B, current occupancy: 106357008B, recent allocation size: 6192B, recent allocation duration: 151.55ms, recent old gen allocation rate: 40856.76B/s, recent marking phase length: 213.47ms
[2024-10-12T10:44:08.735+0800] GC(445) Adaptive IHOP information (value update), threshold: 113163851B (99.19), internal target occupancy: 114085068B, occupancy: 106357008B, additional buffer size: 0B, predicted old gen allocation rate: 3027150.72B/s, predicted marking phase length: 304.32ms, prediction active: true
[2024-10-12T10:44:08.840+0800] GC(446) Basic information (value update), threshold: 113167877B (84.32), target occupancy: 134217728B, current occupancy: 101027856B, recent allocation size: 138288B, recent allocation duration: 151.55ms, recent old gen allocation rate: 912467.61B/s, recent marking phase length: 254.24ms
[2024-10-12T10:44:08.840+0800] GC(446) Adaptive IHOP information (value update), threshold: 113167877B (99.20), internal target occupancy: 114085068B, occupancy: 101027856B, additional buffer size: 0B, predicted old gen allocation rate: 3027150.72B/s, predicted marking phase length: 302.99ms, prediction active: true
[2024-10-12T10:44:09.363+0800] GC(451) Basic information (value update), threshold: 106905413B (79.65), target occupancy: 134217728B, current occupancy: 107471360B, recent allocation size: 4128B, recent allocation duration: 102.05ms, recent old gen allocation rate: 40451.25B/s, recent marking phase length: 254.24ms
[2024-10-12T10:44:09.363+0800] GC(451) Adaptive IHOP information (value update), threshold: 106905413B (93.71), internal target occupancy: 114085068B, occupancy: 107471360B, additional buffer size: 6291456B, predicted old gen allocation rate: 2931463.54B/s, predicted marking phase length: 302.99ms, prediction active: true
[2024-10-12T10:44:09.466+0800] GC(452) Basic information (value update), threshold: 106933114B (79.67), target occupancy: 134217728B, current occupancy: 111665664B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60445.49B/s, recent marking phase length: 254.24ms
[2024-10-12T10:44:09.466+0800] GC(452) Adaptive IHOP information (value update), threshold: 106933114B (93.73), internal target occupancy: 114085068B, occupancy: 111665664B, additional buffer size: 6291456B, predicted old gen allocation rate: 2840037.84B/s, predicted marking phase length: 302.99ms, prediction active: true
[2024-10-12T10:44:09.570+0800] GC(453) Basic information (value update), threshold: 106959844B (79.69), target occupancy: 134217728B, current occupancy: 114927616B, recent allocation size: 6192B, recent allocation duration: 102.19ms, recent old gen allocation rate: 60591.93B/s, recent marking phase length: 254.24ms
[2024-10-12T10:44:09.570+0800] GC(453) Adaptive IHOP information (value update), threshold: 106959844B (93.75), internal target occupancy: 114085068B, occupancy: 114927616B, additional buffer size: 6291456B, predicted old gen allocation rate: 2751816.28B/s, predicted marking phase length: 302.99ms, prediction active: true
[2024-10-12T10:44:09.724+0800] GC(455) Basic information (value update), threshold: 113277369B (84.40), target occupancy: 134217728B, current occupancy: 119357440B, recent allocation size: 6192B, recent allocation duration: 151.93ms, recent old gen allocation rate: 40754.73B/s, recent marking phase length: 254.24ms
[2024-10-12T10:44:09.724+0800] GC(455) Adaptive IHOP information (value update), threshold: 113277369B (99.29), internal target occupancy: 114085068B, occupancy: 119357440B, additional buffer size: 0B, predicted old gen allocation rate: 2665776.03B/s, predicted marking phase length: 302.99ms, prediction active: true
[2024-10-12T10:44:09.787+0800] GC(456) Basic information (value update), threshold: 113285605B (84.40), target occupancy: 134217728B, current occupancy: 113302112B, recent allocation size: 14448B, recent allocation duration: 151.93ms, recent old gen allocation rate: 95094.38B/s, recent marking phase length: 213.43ms
