[2024-10-12T10:37:12.887+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:37:13.080+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 192.93ms, recent old gen allocation rate: 10870017.12B/s, recent marking phase length: 0.00ms
[2024-10-12T10:37:49.041+0800] GC(390) Adaptive IHOP information (value update), threshold: 107111374B (93.89), internal target occupancy: 114085068B, occupancy: 98767360B, additional buffer size: 6291456B, predicted old gen allocation rate: 2429853.54B/s, predicted marking phase length: 280.77ms, prediction active: true
[2024-10-12T10:37:49.195+0800] GC(392) Basic information (value update), threshold: 113424321B (84.51), target occupancy: 134217728B, current occupancy: 101561072B, recent allocation size: 6192B, recent allocation duration: 151.53ms, recent old gen allocation rate: 40863.12B/s, recent marking phase length: 254.47ms
[2024-10-12T10:37:49.195+0800] GC(392) Adaptive IHOP information (value update), threshold: 113424321B (99.42), internal target occupancy: 114085068B, occupancy: 101561072B, additional buffer size: 0B, predicted old gen allocation rate: 2353312.18B/s, predicted marking phase length: 280.77ms, prediction active: true
[2024-10-12T10:37:49.299+0800] GC(393) Basic information (value update), threshold: 113425118B (84.51), target occupancy: 134217728B, current occupancy: 99683152B, recent allocation size: 16512B, recent allocation duration: 151.53ms, recent old gen allocation rate: 108968.31B/s, recent marking phase length: 254.11ms
[2024-10-12T10:37:49.299+0800] GC(393) Adaptive IHOP information (value update), threshold: 113425118B (99.42), internal target occupancy: 114085068B, occupancy: 99683152B, additional buffer size: 0B, predicted old gen allocation rate: 2353312.18B/s, predicted marking phase length: 280.43ms, prediction active: true
[2024-10-12T10:37:49.507+0800] GC(395) Basic information (value update), threshold: 107154129B (79.84), target occupancy: 134217728B, current occupancy: 104808912B, recent allocation size: 2103344B, recent allocation duration: 102.88ms, recent old gen allocation rate: 20444208.07B/s, recent marking phase length: 254.11ms
[2024-10-12T10:37:49.507+0800] GC(395) Adaptive IHOP information (value update), threshold: 107154129B (93.92), internal target occupancy: 114085068B, occupancy: 104808912B, additional buffer size: 6291456B, predicted old gen allocation rate: 2280329.24B/s, predicted marking phase length: 280.43ms, prediction active: true
[2024-10-12T10:37:49.610+0800] GC(396) Basic information (value update), threshold: 107173876B (79.85), target occupancy: 134217728B, current occupancy: 109702096B, recent allocation size: 6192B, recent allocation duration: 102.24ms, recent old gen allocation rate: 60564.03B/s, recent marking phase length: 254.11ms
[2024-10-12T10:37:49.610+0800] GC(396) Adaptive IHOP information (value update), threshold: 107173876B (93.94), internal target occupancy: 114085068B, occupancy: 109702096B, additional buffer size: 6291456B, predicted old gen allocation rate: 2209914.62B/s, predicted marking phase length: 280.43ms, prediction active: true
[2024-10-12T10:37:49.714+0800] GC(397) Basic information (value update), threshold: 107192937B (79.86), target occupancy: 134217728B, current occupancy: 113896400B, recent allocation size: 6192B, recent allocation duration: 102.68ms, recent old gen allocation rate: 60301.57B/s, recent marking phase length: 254.11ms
[2024-10-12T10:37:49.714+0800] GC(397) Adaptive IHOP information (value update), threshold: 107192937B (93.96), internal target occupancy: 114085068B, occupancy: 113896400B, additional buffer size: 6291456B, predicted old gen allocation rate: 2141942.14B/s, predicted marking phase length: 280.43ms, prediction active: true
[2024-10-12T10:37:49.828+0800] GC(399) Basic information (value update), threshold: 113503085B (84.57), target occupancy: 134217728B, current occupancy: 115766800B, recent allocation size: 4128B, recent allocation duration: 110.75ms, recent old gen allocation rate: 37274.50B/s, recent marking phase length: 254.11ms
[2024-10-12T10:37:49.828+0800] GC(399) Adaptive IHOP information (value update), threshold: 113503085B (99.49), internal target occupancy: 114085068B, occupancy: 115766800B, additional buffer size: 0B, predicted old gen allocation rate: 2075289.94B/s, predicted marking phase length: 280.43ms, prediction active: true
[2024-10-12T10:37:49.870+0800] GC(400) Basic information (value update), threshold: 113511815B (84.57), target occupancy: 134217728B, current occupancy: 117403352B, recent allocation size: 2101280B, recent allocation duration: 110.75ms, recent old gen allocation rate: 18973876.87B/s, recent marking phase length: 151.99ms
[2024-10-12T10:37:49.870+0800] GC(400) Adaptive IHOP information (value update), threshold: 113511815B (99.50), internal target occupancy: 114085068B, occupancy: 117403352B, additional buffer size: 0B, predicted old gen allocation rate: 2075289.94B/s, predicted marking phase length: 276.23ms, prediction active: true
[2024-10-12T10:37:50.159+0800] GC(404) Basic information (value update), threshold: 107238594B (79.90), target occupancy: 134217728B, current occupancy: 81656952B, recent allocation size: 0B, recent allocation duration: 329.95ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 151.99ms
[2024-10-12T10:37:50.159+0800] GC(404) Adaptive IHOP information (value update), threshold: 107238594B (94.00), internal target occupancy: 114085068B, occupancy: 81656952B, additional buffer size: 6291456B, predicted old gen allocation rate: 2009275.43B/s, predicted marking phase length: 276.23ms, prediction active: true
[2024-10-12T10:37:50.262+0800] GC(405) Basic information (value update), threshold: 107255433B (79.91), target occupancy: 134217728B, current occupancy: 85851256B, recent allocation size: 6192B, recent allocation duration: 102.19ms, recent old gen allocation rate: 60595.70B/s, recent marking phase length: 151.99ms
[2024-10-12T10:37:50.262+0800] GC(405) Adaptive IHOP information (value update), threshold: 107255433B (94.01), internal target occupancy: 114085068B, occupancy: 85851256B, additional buffer size: 6291456B, predicted old gen allocation rate: 1948315.42B/s, predicted marking phase length: 276.23ms, prediction active: true
[2024-10-12T10:37:50.366+0800] GC(406) Basic information (value update), threshold: 107271696B (79.92), target occupancy: 134217728B, current occupancy: 90045560B, recent allocation size: 6192B, recent allocation duration: 102.57ms, recent old gen allocation rate: 60366.97B/s, recent marking phase length: 151.99ms
[2024-10-12T10:37:50.366+0800] GC(406) Adaptive IHOP information (value update), threshold: 107271696B (94.03), internal target occupancy: 114085068B, occupancy: 90045560B, additional buffer size: 6291456B, predicted old gen allocation rate: 1889441.26B/s, predicted marking phase length: 276.23ms, prediction active: true
[2024-10-12T10:37:50.469+0800] GC(407) Basic information (value update), threshold: 107287399B (79.94), target occupancy: 134217728B, current occupancy: 94239864B, recent allocation size: 6192B, recent allocation duration: 102.32ms, recent old gen allocation rate: 60517.74B/s, recent marking phase length: 151.99ms
[2024-10-12T10:37:50.469+0800] GC(407) Adaptive IHOP information (value update), threshold: 107287399B (94.04), internal target occupancy: 114085068B, occupancy: 94239864B, additional buffer size: 6291456B, predicted old gen allocation rate: 1832592.21B/s, predicted marking phase length: 276.23ms, prediction active: true
[2024-10-12T10:37:50.573+0800] GC(408) Basic information (value update), threshold: 107302568B (79.95), target occupancy: 134217728B, current occupancy: 97734776B, recent allocation size: 6192B, recent allocation duration: 102.62ms, recent old gen allocation rate: 60337.31B/s, recent marking phase length: 151.99ms
[2024-10-12T10:37:50.573+0800] GC(408) Adaptive IHOP information (value update), threshold: 107302568B (94.05), internal target occupancy: 114085068B, occupancy: 97734776B, additional buffer size: 6291456B, predicted old gen allocation rate: 1777677.28B/s, predicted marking phase length: 276.23ms, prediction active: true
[2024-10-12T10:37:50.727+0800] GC(410) Basic information (value update), threshold: 113608924B (84.65), target occupancy: 134217728B, current occupancy: 101463160B, recent allocation size: 6192B, recent allocation duration: 151.56ms, recent old gen allocation rate: 40856.25B/s, recent marking phase length: 151.99ms
[2024-10-12T10:37:50.727+0800] GC(410) Adaptive IHOP information (value update), threshold: 113608924B (99.58), internal target occupancy: 114085068B, occupancy: 101463160B, additional buffer size: 0B, predicted old gen allocation rate: 1723737.41B/s, predicted marking phase length: 276.23ms, prediction active: true
[2024-10-12T10:37:50.832+0800] GC(411) Basic information (value update), threshold: 113609105B (84.65), target occupancy: 134217728B, current occupancy: 98644936B, recent allocation size: 30960B, recent allocation duration: 151.56ms, recent old gen allocation rate: 204281.26B/s, recent marking phase length: 254.20ms
[2024-10-12T10:37:50.832+0800] GC(411) Adaptive IHOP information (value update), threshold: 113609105B (99.58), internal target occupancy: 114085068B, occupancy: 98644936B, additional buffer size: 0B, predicted old gen allocation rate: 1723737.41B/s, predicted marking phase length: 276.12ms, prediction active: true
[2024-10-12T10:37:51.039+0800] GC(413) Basic information (value update), threshold: 107332042B (79.97), target occupancy: 134217728B, current occupancy: 103639896B, recent allocation size: 4128B, recent allocation duration: 102.56ms, recent old gen allocation rate: 40251.45B/s, recent marking phase length: 254.20ms
[2024-10-12T10:37:51.039+0800] GC(413) Adaptive IHOP information (value update), threshold: 107332042B (94.08), internal target occupancy: 114085068B, occupancy: 103639896B, additional buffer size: 6291456B, predicted old gen allocation rate: 1671611.12B/s, predicted marking phase length: 276.12ms, prediction active: true
[2024-10-12T10:37:51.142+0800] GC(414) Basic information (value update), threshold: 107345686B (79.98), target occupancy: 134217728B, current occupancy: 107601240B, recent allocation size: 6192B, recent allocation duration: 102.17ms, recent old gen allocation rate: 60606.24B/s, recent marking phase length: 254.20ms
[2024-10-12T10:37:51.142+0800] GC(414) Adaptive IHOP information (value update), threshold: 107345686B (94.09), internal target occupancy: 114085068B, occupancy: 107601240B, additional buffer size: 6291456B, predicted old gen allocation rate: 1622198.53B/s, predicted marking phase length: 276.12ms, prediction active: true
[2024-10-12T10:37:51.246+0800] GC(415) Basic information (value update), threshold: 107358873B (79.99), target occupancy: 134217728B, current occupancy: 111562584B, recent allocation size: 6192B, recent allocation duration: 102.51ms, recent old gen allocation rate: 60403.37B/s, recent marking phase length: 254.20ms
[2024-10-12T10:37:51.246+0800] GC(415) Adaptive IHOP information (value update), threshold: 107358873B (94.10), internal target occupancy: 114085068B, occupancy: 111562584B, additional buffer size: 6291456B, predicted old gen allocation rate: 1574441.39B/s, predicted marking phase length: 276.12ms, prediction active: true
[2024-10-12T10:37:51.400+0800] GC(417) Basic information (value update), threshold: 113663324B (84.69), target occupancy: 134217728B, current occupancy: 115756888B, recent allocation size: 6192B, recent allocation duration: 151.64ms, recent old gen allocation rate: 40832.70B/s, recent marking phase length: 254.20ms
[2024-10-12T10:37:51.400+0800] GC(417) Adaptive IHOP information (value update), threshold: 113663324B (99.63), internal target occupancy: 114085068B, occupancy: 115756888B, additional buffer size: 0B, predicted old gen allocation rate: 1527380.83B/s, predicted marking phase length: 276.12ms, prediction active: true
[2024-10-12T10:37:51.463+0800] GC(418) Basic information (value update), threshold: 113666530B (84.69), target occupancy: 134217728B, current occupancy: 112493808B, recent allocation size: 2105408B, recent allocation duration: 151.64ms, recent old gen allocation rate: 13883962.12B/s, recent marking phase length: 213.54ms
[2024-10-12T10:37:51.463+0800] GC(418) Adaptive IHOP information (value update), threshold: 113666530B (99.63), internal target occupancy: 114085068B, occupancy: 112493808B, additional buffer size: 0B, predicted old gen allocation rate: 1527380.83B/s, predicted marking phase length: 274.02ms, prediction active: true
[2024-10-12T10:37:51.653+0800] GC(421) Basic information (value update), threshold: 107387741B (80.01), target occupancy: 134217728B, current occupancy: 117870736B, recent allocation size: 6192B, recent allocation duration: 251.46ms, recent old gen allocation rate: 24624.05B/s, recent marking phase length: 213.54ms
[2024-10-12T10:37:51.653+0800] GC(421) Adaptive IHOP information (value update), threshold: 107387741B (94.13), internal target occupancy: 114085068B, occupancy: 117870736B, additional buffer size: 6291456B, predicted old gen allocation rate: 1481156.79B/s, predicted marking phase length: 274.02ms, prediction active: true
[2024-10-12T10:37:51.767+0800] GC(423) Basic information (value update), threshold: 113691277B (84.71), target occupancy: 134217728B, current occupancy: 118328400B, recent allocation size: 2101280B, recent allocation duration: 111.48ms, recent old gen allocation rate: 18849316.54B/s, recent marking phase length: 213.54ms
[2024-10-12T10:37:51.767+0800] GC(423) Adaptive IHOP information (value update), threshold: 113691277B (99.65), internal target occupancy: 114085068B, occupancy: 118328400B, additional buffer size: 0B, predicted old gen allocation rate: 1437069.90B/s, predicted marking phase length: 274.02ms, prediction active: true
[2024-10-12T10:37:51.830+0800] GC(424) Basic information (value update), threshold: 113696259B (84.71), target occupancy: 134217728B, current occupancy: 113660432B, recent allocation size: 2107472B, recent allocation duration: 111.48ms, recent old gen allocation rate: 18904861.24B/s, recent marking phase length: 173.01ms
[2024-10-12T10:37:51.830+0800] GC(424) Adaptive IHOP information (value update), threshold: 113696259B (99.66), internal target occupancy: 114085068B, occupancy: 113660432B, additional buffer size: 0B, predicted old gen allocation rate: 1437069.90B/s, predicted marking phase length: 270.56ms, prediction active: true
[2024-10-12T10:37:52.040+0800] GC(427) Basic information (value update), threshold: 107416510B (80.03), target occupancy: 134217728B, current occupancy: 123225264B, recent allocation size: 6192B, recent allocation duration: 271.39ms, recent old gen allocation rate: 22815.67B/s, recent marking phase length: 173.01ms
[2024-10-12T10:37:52.040+0800] GC(427) Adaptive IHOP information (value update), threshold: 107416510B (94.15), internal target occupancy: 114085068B, occupancy: 123225264B, additional buffer size: 6291456B, predicted old gen allocation rate: 1393800.98B/s, predicted marking phase length: 270.56ms, prediction active: true
[2024-10-12T10:37:52.153+0800] GC(429) Basic information (value update), threshold: 113127003B (84.29), target occupancy: 134217728B, current occupancy: 125788400B, recent allocation size: 2101280B, recent allocation duration: 110.88ms, recent old gen allocation rate: 18951721.62B/s, recent marking phase length: 173.01ms
[2024-10-12T10:37:52.153+0800] GC(429) Adaptive IHOP information (value update), threshold: 113127003B (99.16), internal target occupancy: 114085068B, occupancy: 125788400B, additional buffer size: 0B, predicted old gen allocation rate: 3541085.65B/s, predicted marking phase length: 270.56ms, prediction active: true
[2024-10-12T10:37:52.195+0800] GC(430) Basic information (value update), threshold: 113140853B (84.30), target occupancy: 134217728B, current occupancy: 127491560B, recent allocation size: 4194304B, recent allocation duration: 110.88ms, recent old gen allocation rate: 37828981.29B/s, recent marking phase length: 152.48ms
[2024-10-12T10:37:52.195+0800] GC(430) Adaptive IHOP information (value update), threshold: 113140853B (99.17), internal target occupancy: 114085068B, occupancy: 127491560B, additional buffer size: 0B, predicted old gen allocation rate: 3541085.65B/s, predicted marking phase length: 266.65ms, prediction active: true
[2024-10-12T10:37:52.380+0800] GC(432) Basic information (value update), threshold: 106880484B (79.63), target occupancy: 134217728B, current occupancy: 82822144B, recent allocation size: 0B, recent allocation duration: 337.63ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.48ms
[2024-10-12T10:37:52.380+0800] GC(432) Adaptive IHOP information (value update), threshold: 106880484B (93.68), internal target occupancy: 114085068B, occupancy: 82822144B, additional buffer size: 6291456B, predicted old gen allocation rate: 3424501.10B/s, predicted marking phase length: 266.65ms, prediction active: true
[2024-10-12T10:37:52.484+0800] GC(433) Basic information (value update), threshold: 106909987B (79.65), target occupancy: 134217728B, current occupancy: 86783488B, recent allocation size: 4128B, recent allocation duration: 102.58ms, recent old gen allocation rate: 40243.56B/s, recent marking phase length: 152.48ms
[2024-10-12T10:37:52.484+0800] GC(433) Adaptive IHOP information (value update), threshold: 106909987B (93.71), internal target occupancy: 114085068B, occupancy: 86783488B, additional buffer size: 6291456B, predicted old gen allocation rate: 3313856.94B/s, predicted marking phase length: 266.65ms, prediction active: true
[2024-10-12T10:37:52.587+0800] GC(434) Basic information (value update), threshold: 106938197B (79.68), target occupancy: 134217728B, current occupancy: 90744832B, recent allocation size: 6192B, recent allocation duration: 102.18ms, recent old gen allocation rate: 60599.61B/s, recent marking phase length: 152.48ms
[2024-10-12T10:37:52.587+0800] GC(434) Adaptive IHOP information (value update), threshold: 106938197B (93.74), internal target occupancy: 114085068B, occupancy: 90744832B, additional buffer size: 6291456B, predicted old gen allocation rate: 3208060.95B/s, predicted marking phase length: 266.65ms, prediction active: true
[2024-10-12T10:37:52.691+0800] GC(435) Basic information (value update), threshold: 106965405B (79.70), target occupancy: 134217728B, current occupancy: 95172096B, recent allocation size: 6192B, recent allocation duration: 102.51ms, recent old gen allocation rate: 60405.39B/s, recent marking phase length: 152.48ms
[2024-10-12T10:37:52.691+0800] GC(435) Adaptive IHOP information (value update), threshold: 106965405B (93.76), internal target occupancy: 114085068B, occupancy: 95172096B, additional buffer size: 6291456B, predicted old gen allocation rate: 3106022.74B/s, predicted marking phase length: 266.65ms, prediction active: true
[2024-10-12T10:37:52.794+0800] GC(436) Basic information (value update), threshold: 106991882B (79.72), target occupancy: 134217728B, current occupancy: 99133440B, recent allocation size: 4128B, recent allocation duration: 102.14ms, recent old gen allocation rate: 40414.17B/s, recent marking phase length: 152.48ms
[2024-10-12T10:37:52.794+0800] GC(436) Adaptive IHOP information (value update), threshold: 106991882B (93.78), internal target occupancy: 114085068B, occupancy: 99133440B, additional buffer size: 6291456B, predicted old gen allocation rate: 3006724.49B/s, predicted marking phase length: 266.65ms, prediction active: true
[2024-10-12T10:37:52.949+0800] GC(438) Basic information (value update), threshold: 113308872B (84.42), target occupancy: 134217728B, current occupancy: 103329792B, recent allocation size: 6192B, recent allocation duration: 151.97ms, recent old gen allocation rate: 40746.21B/s, recent marking phase length: 152.48ms
[2024-10-12T10:37:52.949+0800] GC(438) Adaptive IHOP information (value update), threshold: 113308872B (99.32), internal target occupancy: 114085068B, occupancy: 103329792B, additional buffer size: 0B, predicted old gen allocation rate: 2910964.88B/s, predicted marking phase length: 266.65ms, prediction active: true
[2024-10-12T10:37:53.053+0800] GC(439) Basic information (value update), threshold: 113307755B (84.42), target occupancy: 134217728B, current occupancy: 106354208B, recent allocation size: 2103344B, recent allocation duration: 151.97ms, recent old gen allocation rate: 13840970.62B/s, recent marking phase length: 254.23ms
[2024-10-12T10:37:53.053+0800] GC(439) Adaptive IHOP information (value update), threshold: 113307755B (99.32), internal target occupancy: 114085068B, occupancy: 106354208B, additional buffer size: 0B, predicted old gen allocation rate: 2910964.88B/s, predicted marking phase length: 267.03ms, prediction active: true
[2024-10-12T10:37:53.260+0800] GC(441) Basic information (value update), threshold: 107040969B (79.75), target occupancy: 134217728B, current occupancy: 114043976B, recent allocation size: 4128B, recent allocation duration: 102.29ms, recent old gen allocation rate: 40354.15B/s, recent marking phase length: 254.23ms
[2024-10-12T10:37:53.261+0800] GC(441) Adaptive IHOP information (value update), threshold: 107040969B (93.83), internal target occupancy: 114085068B, occupancy: 114043976B, additional buffer size: 6291456B, predicted old gen allocation rate: 2818577.19B/s, predicted marking phase length: 267.03ms, prediction active: true
[2024-10-12T10:37:53.415+0800] GC(443) Basic information (value update), threshold: 113356381B (84.46), target occupancy: 134217728B, current occupancy: 114975880B, recent allocation size: 4128B, recent allocation duration: 151.86ms, recent old gen allocation rate: 27183.06B/s, recent marking phase length: 254.23ms
[2024-10-12T10:37:53.415+0800] GC(443) Adaptive IHOP information (value update), threshold: 113356381B (99.36), internal target occupancy: 114085068B, occupancy: 114975880B, additional buffer size: 0B, predicted old gen allocation rate: 2728864.06B/s, predicted marking phase length: 267.03ms, prediction active: true
[2024-10-12T10:37:53.478+0800] GC(444) Basic information (value update), threshold: 113361136B (84.46), target occupancy: 134217728B, current occupancy: 114515128B, recent allocation size: 2103344B, recent allocation duration: 151.86ms, recent old gen allocation rate: 13850613.32B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:53.478+0800] GC(444) Adaptive IHOP information (value update), threshold: 113361136B (99.37), internal target occupancy: 114085068B, occupancy: 114515128B, additional buffer size: 0B, predicted old gen allocation rate: 2728864.06B/s, predicted marking phase length: 265.29ms, prediction active: true
[2024-10-12T10:37:53.807+0800] GC(448) Basic information (value update), threshold: 107092962B (79.79), target occupancy: 134217728B, current occupancy: 83754336B, recent allocation size: 0B, recent allocation duration: 390.69ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:53.807+0800] GC(448) Adaptive IHOP information (value update), threshold: 107092962B (93.87), internal target occupancy: 114085068B, occupancy: 83754336B, additional buffer size: 6291456B, predicted old gen allocation rate: 2641102.63B/s, predicted marking phase length: 265.29ms, prediction active: true
[2024-10-12T10:37:53.910+0800] GC(449) Basic information (value update), threshold: 107114703B (79.81), target occupancy: 134217728B, current occupancy: 87948640B, recent allocation size: 6192B, recent allocation duration: 102.26ms, recent old gen allocation rate: 60553.70B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:53.911+0800] GC(449) Adaptive IHOP information (value update), threshold: 107114703B (93.89), internal target occupancy: 114085068B, occupancy: 87948640B, additional buffer size: 6291456B, predicted old gen allocation rate: 2559151.79B/s, predicted marking phase length: 265.29ms, prediction active: true
[2024-10-12T10:37:54.015+0800] GC(450) Basic information (value update), threshold: 106596252B (79.42), target occupancy: 134217728B, current occupancy: 94009184B, recent allocation size: 2103344B, recent allocation duration: 103.04ms, recent old gen allocation rate: 20412529.04B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:54.015+0800] GC(450) Adaptive IHOP information (value update), threshold: 106596252B (93.44), internal target occupancy: 114085068B, occupancy: 94009184B, additional buffer size: 6291456B, predicted old gen allocation rate: 4513453.33B/s, predicted marking phase length: 265.29ms, prediction active: true
[2024-10-12T10:37:54.118+0800] GC(451) Basic information (value update), threshold: 106635571B (79.45), target occupancy: 134217728B, current occupancy: 97968480B, recent allocation size: 6192B, recent allocation duration: 102.14ms, recent old gen allocation rate: 60621.28B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:54.118+0800] GC(451) Adaptive IHOP information (value update), threshold: 106635571B (93.47), internal target occupancy: 114085068B, occupancy: 97968480B, additional buffer size: 6291456B, predicted old gen allocation rate: 4365241.80B/s, predicted marking phase length: 265.29ms, prediction active: true
[2024-10-12T10:37:54.221+0800] GC(452) Basic information (value update), threshold: 106673469B (79.48), target occupancy: 134217728B, current occupancy: 102162784B, recent allocation size: 6192B, recent allocation duration: 102.45ms, recent old gen allocation rate: 60437.94B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:54.221+0800] GC(452) Adaptive IHOP information (value update), threshold: 106673469B (93.50), internal target occupancy: 114085068B, occupancy: 102162784B, additional buffer size: 6291456B, predicted old gen allocation rate: 4222383.04B/s, predicted marking phase length: 265.29ms, prediction active: true
[2024-10-12T10:37:54.376+0800] GC(454) Basic information (value update), threshold: 113001678B (84.19), target occupancy: 134217728B, current occupancy: 102628744B, recent allocation size: 6192B, recent allocation duration: 151.35ms, recent old gen allocation rate: 40912.21B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:54.376+0800] GC(454) Adaptive IHOP information (value update), threshold: 113001678B (99.05), internal target occupancy: 114085068B, occupancy: 102628744B, additional buffer size: 0B, predicted old gen allocation rate: 4083844.67B/s, predicted marking phase length: 265.29ms, prediction active: true
[2024-10-12T10:37:54.480+0800] GC(455) Basic information (value update), threshold: 113000077B (84.19), target occupancy: 134217728B, current occupancy: 102147176B, recent allocation size: 16512B, recent allocation duration: 151.35ms, recent old gen allocation rate: 109099.21B/s, recent marking phase length: 253.89ms
[2024-10-12T10:37:54.480+0800] GC(455) Adaptive IHOP information (value update), threshold: 113000077B (99.05), internal target occupancy: 114085068B, occupancy: 102147176B, additional buffer size: 0B, predicted old gen allocation rate: 4083844.67B/s, predicted marking phase length: 265.68ms, prediction active: true
[2024-10-12T10:37:54.687+0800] GC(457) Basic information (value update), threshold: 106743878B (79.53), target occupancy: 134217728B, current occupancy: 106573952B, recent allocation size: 6192B, recent allocation duration: 102.62ms, recent old gen allocation rate: 60340.09B/s, recent marking phase length: 253.89ms
[2024-10-12T10:37:54.687+0800] GC(457) Adaptive IHOP information (value update), threshold: 106743878B (93.57), internal target occupancy: 114085068B, occupancy: 106573952B, additional buffer size: 6291456B, predicted old gen allocation rate: 3951140.68B/s, predicted marking phase length: 265.68ms, prediction active: true
[2024-10-12T10:37:54.790+0800] GC(458) Basic information (value update), threshold: 106777863B (79.56), target occupancy: 134217728B, current occupancy: 110302336B, recent allocation size: 6192B, recent allocation duration: 102.11ms, recent old gen allocation rate: 60643.26B/s, recent marking phase length: 253.89ms
[2024-10-12T10:37:54.790+0800] GC(458) Adaptive IHOP information (value update), threshold: 106777863B (93.59), internal target occupancy: 114085068B, occupancy: 110302336B, additional buffer size: 6291456B, predicted old gen allocation rate: 3823222.62B/s, predicted marking phase length: 265.68ms, prediction active: true
[2024-10-12T10:37:54.945+0800] GC(460) Basic information (value update), threshold: 113102314B (84.27), target occupancy: 134217728B, current occupancy: 114496640B, recent allocation size: 6192B, recent allocation duration: 151.86ms, recent old gen allocation rate: 40774.35B/s, recent marking phase length: 253.89ms
[2024-10-12T10:37:54.945+0800] GC(460) Adaptive IHOP information (value update), threshold: 113102314B (99.14), internal target occupancy: 114085068B, occupancy: 114496640B, additional buffer size: 0B, predicted old gen allocation rate: 3699032.00B/s, predicted marking phase length: 265.68ms, prediction active: true
[2024-10-12T10:37:55.008+0800] GC(461) Basic information (value update), threshold: 113108644B (84.27), target occupancy: 134217728B, current occupancy: 112863624B, recent allocation size: 10320B, recent allocation duration: 151.86ms, recent old gen allocation rate: 67957.24B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:55.008+0800] GC(461) Adaptive IHOP information (value update), threshold: 113108644B (99.14), internal target occupancy: 114085068B, occupancy: 112863624B, additional buffer size: 0B, predicted old gen allocation rate: 3699032.00B/s, predicted marking phase length: 263.97ms, prediction active: true
[2024-10-12T10:37:55.259+0800] GC(464) Basic information (value update), threshold: 106848567B (79.61), target occupancy: 134217728B, current occupancy: 114011632B, recent allocation size: 6192B, recent allocation duration: 102.28ms, recent old gen allocation rate: 60541.60B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:55.259+0800] GC(464) Adaptive IHOP information (value update), threshold: 106848567B (93.66), internal target occupancy: 114085068B, occupancy: 114011632B, additional buffer size: 6291456B, predicted old gen allocation rate: 3580156.85B/s, predicted marking phase length: 263.97ms, prediction active: true
[2024-10-12T10:37:55.414+0800] GC(466) Basic information (value update), threshold: 113170510B (84.32), target occupancy: 134217728B, current occupancy: 115875792B, recent allocation size: 6192B, recent allocation duration: 151.70ms, recent old gen allocation rate: 40817.27B/s, recent marking phase length: 213.39ms
[2024-10-12T10:37:55.414+0800] GC(466) Adaptive IHOP information (value update), threshold: 113170510B (99.20), internal target occupancy: 114085068B, occupancy: 115875792B, additional buffer size: 0B, predicted old gen allocation rate: 3464664.59B/s, predicted marking phase length: 263.97ms, prediction active: true
[2024-10-12T10:37:55.476+0800] GC(467) Basic information (value update), threshold: 113176249B (84.32), target occupancy: 134217728B, current occupancy: 109120512B, recent allocation size: 6192B, recent allocation duration: 151.70ms, recent old gen allocation rate: 40817.27B/s, recent marking phase length: 213.24ms
[2024-10-12T10:37:55.477+0800] GC(467) Adaptive IHOP information (value update), threshold: 113176249B (99.20), internal target occupancy: 114085068B, occupancy: 109120512B, additional buffer size: 0B, predicted old gen allocation rate: 3464664.59B/s, predicted marking phase length: 262.31ms, prediction active: true
[2024-10-12T10:37:55.684+0800] GC(469) Basic information (value update), threshold: 106913781B (79.66), target occupancy: 134217728B, current occupancy: 111678392B, recent allocation size: 6192B, recent allocation duration: 102.59ms, recent old gen allocation rate: 60354.60B/s, recent marking phase length: 213.24ms
[2024-10-12T10:37:55.684+0800] GC(469) Adaptive IHOP information (value update), threshold: 106913781B (93.71), internal target occupancy: 114085068B, occupancy: 111678392B, additional buffer size: 6291456B, predicted old gen allocation rate: 3354153.82B/s, predicted marking phase length: 262.31ms, prediction active: true
[2024-10-12T10:37:55.788+0800] GC(470) Basic information (value update), threshold: 106941970B (79.68), target occupancy: 134217728B, current occupancy: 116103608B, recent allocation size: 4128B, recent allocation duration: 102.23ms, recent old gen allocation rate: 40378.32B/s, recent marking phase length: 213.24ms
[2024-10-12T10:37:55.788+0800] GC(470) Adaptive IHOP information (value update), threshold: 106941970B (93.74), internal target occupancy: 114085068B, occupancy: 116103608B, additional buffer size: 6291456B, predicted old gen allocation rate: 3246690.12B/s, predicted marking phase length: 262.31ms, prediction active: true
