[2024-10-12T11:23:42.954+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:23:43.143+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 187.19ms, recent old gen allocation rate: 11203312.50B/s, recent marking phase length: 0.00ms
[2024-10-12T11:24:17.913+0800] GC(346) Adaptive IHOP information (value update), threshold: 107635256B (94.35), internal target occupancy: 114085068B, occupancy: 100530936B, additional buffer size: 6291456B, predicted old gen allocation rate: 467070.02B/s, predicted marking phase length: 339.04ms, prediction active: true
[2024-10-12T11:24:18.068+0800] GC(348) Basic information (value update), threshold: 113930885B (84.89), target occupancy: 134217728B, current occupancy: 104258808B, recent allocation size: 6192B, recent allocation duration: 151.99ms, recent old gen allocation rate: 40740.63B/s, recent marking phase length: 213.73ms
[2024-10-12T11:24:18.068+0800] GC(348) Adaptive IHOP information (value update), threshold: 113930885B (99.86), internal target occupancy: 114085068B, occupancy: 104258808B, additional buffer size: 0B, predicted old gen allocation rate: 454763.38B/s, predicted marking phase length: 339.04ms, prediction active: true
[2024-10-12T11:24:18.131+0800] GC(349) Basic information (value update), threshold: 113932868B (84.89), target occupancy: 134217728B, current occupancy: 100721992B, recent allocation size: 47472B, recent allocation duration: 151.99ms, recent old gen allocation rate: 312344.82B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:18.131+0800] GC(349) Adaptive IHOP information (value update), threshold: 113932868B (99.87), internal target occupancy: 114085068B, occupancy: 100721992B, additional buffer size: 0B, predicted old gen allocation rate: 454763.38B/s, predicted marking phase length: 334.68ms, prediction active: true
[2024-10-12T11:24:18.866+0800] GC(356) Basic information (value update), threshold: 107645086B (80.20), target occupancy: 134217728B, current occupancy: 109423456B, recent allocation size: 6192B, recent allocation duration: 102.72ms, recent old gen allocation rate: 60281.04B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:18.866+0800] GC(356) Adaptive IHOP information (value update), threshold: 107645086B (94.36), internal target occupancy: 114085068B, occupancy: 109423456B, additional buffer size: 6291456B, predicted old gen allocation rate: 443784.85B/s, predicted marking phase length: 334.68ms, prediction active: true
[2024-10-12T11:24:18.970+0800] GC(357) Basic information (value update), threshold: 107648647B (80.20), target occupancy: 134217728B, current occupancy: 113852768B, recent allocation size: 6192B, recent allocation duration: 102.36ms, recent old gen allocation rate: 60492.88B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:18.970+0800] GC(357) Adaptive IHOP information (value update), threshold: 107648647B (94.36), internal target occupancy: 114085068B, occupancy: 113852768B, additional buffer size: 6291456B, predicted old gen allocation rate: 433143.40B/s, predicted marking phase length: 334.68ms, prediction active: true
[2024-10-12T11:24:19.074+0800] GC(358) Basic information (value update), threshold: 107652108B (80.21), target occupancy: 134217728B, current occupancy: 117812064B, recent allocation size: 6192B, recent allocation duration: 102.85ms, recent old gen allocation rate: 60205.26B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:19.074+0800] GC(358) Adaptive IHOP information (value update), threshold: 107652108B (94.36), internal target occupancy: 114085068B, occupancy: 117812064B, additional buffer size: 6291456B, predicted old gen allocation rate: 422803.57B/s, predicted marking phase length: 334.68ms, prediction active: true
[2024-10-12T11:24:19.228+0800] GC(360) Basic information (value update), threshold: 113947236B (84.90), target occupancy: 134217728B, current occupancy: 121074528B, recent allocation size: 6192B, recent allocation duration: 151.70ms, recent old gen allocation rate: 40817.72B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:19.228+0800] GC(360) Adaptive IHOP information (value update), threshold: 113947236B (99.88), internal target occupancy: 114085068B, occupancy: 121074528B, additional buffer size: 0B, predicted old gen allocation rate: 411833.03B/s, predicted marking phase length: 334.68ms, prediction active: true
[2024-10-12T11:24:19.292+0800] GC(361) Basic information (value update), threshold: 113948965B (84.90), target occupancy: 134217728B, current occupancy: 114088304B, recent allocation size: 101136B, recent allocation duration: 151.70ms, recent old gen allocation rate: 666689.40B/s, recent marking phase length: 213.81ms
[2024-10-12T11:24:19.292+0800] GC(361) Adaptive IHOP information (value update), threshold: 113948965B (99.88), internal target occupancy: 114085068B, occupancy: 114088304B, additional buffer size: 0B, predicted old gen allocation rate: 411833.03B/s, predicted marking phase length: 330.48ms, prediction active: true
[2024-10-12T11:24:20.027+0800] GC(368) Basic information (value update), threshold: 107660706B (80.21), target occupancy: 134217728B, current occupancy: 111533568B, recent allocation size: 6192B, recent allocation duration: 102.27ms, recent old gen allocation rate: 60546.50B/s, recent marking phase length: 213.81ms
[2024-10-12T11:24:20.027+0800] GC(368) Adaptive IHOP information (value update), threshold: 107660706B (94.37), internal target occupancy: 114085068B, occupancy: 111533568B, additional buffer size: 6291456B, predicted old gen allocation rate: 402158.40B/s, predicted marking phase length: 330.48ms, prediction active: true
[2024-10-12T11:24:20.131+0800] GC(369) Basic information (value update), threshold: 107663814B (80.22), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 6192B, recent allocation duration: 102.74ms, recent old gen allocation rate: 60271.16B/s, recent marking phase length: 213.81ms
[2024-10-12T11:24:20.131+0800] GC(369) Adaptive IHOP information (value update), threshold: 107663814B (94.37), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 6291456B, predicted old gen allocation rate: 392753.82B/s, predicted marking phase length: 330.48ms, prediction active: true
[2024-10-12T11:24:20.234+0800] GC(370) Basic information (value update), threshold: 107666827B (80.22), target occupancy: 134217728B, current occupancy: 119922176B, recent allocation size: 6192B, recent allocation duration: 102.28ms, recent old gen allocation rate: 60538.91B/s, recent marking phase length: 213.81ms
[2024-10-12T11:24:20.234+0800] GC(370) Adaptive IHOP information (value update), threshold: 107666827B (94.37), internal target occupancy: 114085068B, occupancy: 119922176B, additional buffer size: 6291456B, predicted old gen allocation rate: 383637.38B/s, predicted marking phase length: 330.48ms, prediction active: true
[2024-10-12T11:24:20.389+0800] GC(372) Basic information (value update), threshold: 113961740B (84.91), target occupancy: 134217728B, current occupancy: 124116480B, recent allocation size: 4128B, recent allocation duration: 152.14ms, recent old gen allocation rate: 27132.75B/s, recent marking phase length: 213.81ms
[2024-10-12T11:24:20.389+0800] GC(372) Adaptive IHOP information (value update), threshold: 113961740B (99.89), internal target occupancy: 114085068B, occupancy: 124116480B, additional buffer size: 0B, predicted old gen allocation rate: 373177.58B/s, predicted marking phase length: 330.48ms, prediction active: true
[2024-10-12T11:24:20.452+0800] GC(373) Basic information (value update), threshold: 113963252B (84.91), target occupancy: 134217728B, current occupancy: 127615536B, recent allocation size: 2105408B, recent allocation duration: 152.14ms, recent old gen allocation rate: 13838544.01B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:20.452+0800] GC(373) Adaptive IHOP information (value update), threshold: 113963252B (99.89), internal target occupancy: 114085068B, occupancy: 127615536B, additional buffer size: 0B, predicted old gen allocation rate: 373177.58B/s, predicted marking phase length: 326.43ms, prediction active: true
[2024-10-12T11:24:20.783+0800] GC(377) Basic information (value update), threshold: 105374214B (78.51), target occupancy: 134217728B, current occupancy: 84220488B, recent allocation size: 2097152B, recent allocation duration: 391.98ms, recent old gen allocation rate: 5350115.59B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:20.783+0800] GC(377) Adaptive IHOP information (value update), threshold: 105374214B (92.36), internal target occupancy: 114085068B, occupancy: 84220488B, additional buffer size: 8388608B, predicted old gen allocation rate: 987183.43B/s, predicted marking phase length: 326.43ms, prediction active: true
[2024-10-12T11:24:20.948+0800] GC(378) Basic information (value update), threshold: 107481597B (80.08), target occupancy: 134217728B, current occupancy: 90744904B, recent allocation size: 4128B, recent allocation duration: 163.86ms, recent old gen allocation rate: 25192.55B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:20.948+0800] GC(378) Adaptive IHOP information (value update), threshold: 107481597B (94.21), internal target occupancy: 114085068B, occupancy: 90744904B, additional buffer size: 6291456B, predicted old gen allocation rate: 955842.32B/s, predicted marking phase length: 326.43ms, prediction active: true
[2024-10-12T11:24:21.052+0800] GC(379) Basic information (value update), threshold: 107491247B (80.09), target occupancy: 134217728B, current occupancy: 94706248B, recent allocation size: 4128B, recent allocation duration: 102.83ms, recent old gen allocation rate: 40142.49B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:21.052+0800] GC(379) Adaptive IHOP information (value update), threshold: 107491247B (94.22), internal target occupancy: 114085068B, occupancy: 94706248B, additional buffer size: 6291456B, predicted old gen allocation rate: 926278.61B/s, predicted marking phase length: 326.43ms, prediction active: true
[2024-10-12T11:24:21.155+0800] GC(380) Basic information (value update), threshold: 107500553B (80.09), target occupancy: 134217728B, current occupancy: 98900552B, recent allocation size: 4128B, recent allocation duration: 102.34ms, recent old gen allocation rate: 40335.50B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:21.155+0800] GC(380) Adaptive IHOP information (value update), threshold: 107500553B (94.23), internal target occupancy: 114085068B, occupancy: 98900552B, additional buffer size: 6291456B, predicted old gen allocation rate: 897769.86B/s, predicted marking phase length: 326.43ms, prediction active: true
[2024-10-12T11:24:21.259+0800] GC(381) Basic information (value update), threshold: 107509240B (80.10), target occupancy: 134217728B, current occupancy: 102861896B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60273.55B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:21.259+0800] GC(381) Adaptive IHOP information (value update), threshold: 107509240B (94.24), internal target occupancy: 114085068B, occupancy: 102861896B, additional buffer size: 6291456B, predicted old gen allocation rate: 871160.67B/s, predicted marking phase length: 326.43ms, prediction active: true
[2024-10-12T11:24:21.414+0800] GC(383) Basic information (value update), threshold: 113809364B (84.79), target occupancy: 134217728B, current occupancy: 104726088B, recent allocation size: 6192B, recent allocation duration: 151.65ms, recent old gen allocation rate: 40831.86B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:21.414+0800] GC(383) Adaptive IHOP information (value update), threshold: 113809364B (99.76), internal target occupancy: 114085068B, occupancy: 104726088B, additional buffer size: 0B, predicted old gen allocation rate: 844606.57B/s, predicted marking phase length: 326.43ms, prediction active: true
[2024-10-12T11:24:21.518+0800] GC(384) Basic information (value update), threshold: 113811217B (84.80), target occupancy: 134217728B, current occupancy: 104483888B, recent allocation size: 12384B, recent allocation duration: 151.65ms, recent old gen allocation rate: 81663.72B/s, recent marking phase length: 254.45ms
[2024-10-12T11:24:21.518+0800] GC(384) Adaptive IHOP information (value update), threshold: 113811217B (99.76), internal target occupancy: 114085068B, occupancy: 104483888B, additional buffer size: 0B, predicted old gen allocation rate: 844606.57B/s, predicted marking phase length: 324.24ms, prediction active: true
[2024-10-12T11:24:22.252+0800] GC(391) Basic information (value update), threshold: 107527781B (80.11), target occupancy: 134217728B, current occupancy: 111811216B, recent allocation size: 6192B, recent allocation duration: 102.31ms, recent old gen allocation rate: 60524.45B/s, recent marking phase length: 254.45ms
[2024-10-12T11:24:22.252+0800] GC(391) Adaptive IHOP information (value update), threshold: 107527781B (94.25), internal target occupancy: 114085068B, occupancy: 111811216B, additional buffer size: 6291456B, predicted old gen allocation rate: 819872.51B/s, predicted marking phase length: 324.24ms, prediction active: true
[2024-10-12T11:24:22.356+0800] GC(392) Basic information (value update), threshold: 107535821B (80.12), target occupancy: 134217728B, current occupancy: 115304080B, recent allocation size: 4128B, recent allocation duration: 102.74ms, recent old gen allocation rate: 40178.47B/s, recent marking phase length: 254.45ms
[2024-10-12T11:24:22.356+0800] GC(392) Adaptive IHOP information (value update), threshold: 107535821B (94.26), internal target occupancy: 114085068B, occupancy: 115304080B, additional buffer size: 6291456B, predicted old gen allocation rate: 795076.46B/s, predicted marking phase length: 324.24ms, prediction active: true
[2024-10-12T11:24:22.459+0800] GC(393) Basic information (value update), threshold: 107543280B (80.13), target occupancy: 134217728B, current occupancy: 119498384B, recent allocation size: 6192B, recent allocation duration: 102.24ms, recent old gen allocation rate: 60563.04B/s, recent marking phase length: 254.45ms
[2024-10-12T11:24:22.459+0800] GC(393) Adaptive IHOP information (value update), threshold: 107543280B (94.27), internal target occupancy: 114085068B, occupancy: 119498384B, additional buffer size: 6291456B, predicted old gen allocation rate: 772070.65B/s, predicted marking phase length: 324.24ms, prediction active: true
[2024-10-12T11:24:22.614+0800] GC(395) Basic information (value update), threshold: 113842231B (84.82), target occupancy: 134217728B, current occupancy: 122762896B, recent allocation size: 6192B, recent allocation duration: 152.16ms, recent old gen allocation rate: 40693.72B/s, recent marking phase length: 254.45ms
[2024-10-12T11:24:22.614+0800] GC(395) Adaptive IHOP information (value update), threshold: 113842231B (99.79), internal target occupancy: 114085068B, occupancy: 122762896B, additional buffer size: 0B, predicted old gen allocation rate: 748953.92B/s, predicted marking phase length: 324.24ms, prediction active: true
[2024-10-12T11:24:22.677+0800] GC(396) Basic information (value update), threshold: 113845101B (84.82), target occupancy: 134217728B, current occupancy: 120436208B, recent allocation size: 2115728B, recent allocation duration: 152.16ms, recent old gen allocation rate: 13904527.74B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:22.677+0800] GC(396) Adaptive IHOP information (value update), threshold: 113845101B (99.79), internal target occupancy: 114085068B, occupancy: 120436208B, additional buffer size: 0B, predicted old gen allocation rate: 748953.92B/s, predicted marking phase length: 320.40ms, prediction active: true
[2024-10-12T11:24:23.031+0800] GC(401) Basic information (value update), threshold: 107561380B (80.14), target occupancy: 134217728B, current occupancy: 84220448B, recent allocation size: 0B, recent allocation duration: 415.11ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:23.031+0800] GC(401) Adaptive IHOP information (value update), threshold: 107561380B (94.28), internal target occupancy: 114085068B, occupancy: 84220448B, additional buffer size: 6291456B, predicted old gen allocation rate: 724814.56B/s, predicted marking phase length: 320.40ms, prediction active: true
[2024-10-12T11:24:23.134+0800] GC(402) Basic information (value update), threshold: 107568259B (80.14), target occupancy: 134217728B, current occupancy: 88414752B, recent allocation size: 4128B, recent allocation duration: 102.36ms, recent old gen allocation rate: 40328.12B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:23.134+0800] GC(402) Adaptive IHOP information (value update), threshold: 107568259B (94.29), internal target occupancy: 114085068B, occupancy: 88414752B, additional buffer size: 6291456B, predicted old gen allocation rate: 703343.85B/s, predicted marking phase length: 320.40ms, prediction active: true
[2024-10-12T11:24:23.238+0800] GC(403) Basic information (value update), threshold: 107574904B (80.15), target occupancy: 134217728B, current occupancy: 92609056B, recent allocation size: 4128B, recent allocation duration: 102.82ms, recent old gen allocation rate: 40148.88B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:23.238+0800] GC(403) Adaptive IHOP information (value update), threshold: 107574904B (94.29), internal target occupancy: 114085068B, occupancy: 92609056B, additional buffer size: 6291456B, predicted old gen allocation rate: 682605.28B/s, predicted marking phase length: 320.40ms, prediction active: true
[2024-10-12T11:24:23.341+0800] GC(404) Basic information (value update), threshold: 107581019B (80.15), target occupancy: 134217728B, current occupancy: 96570400B, recent allocation size: 6192B, recent allocation duration: 102.26ms, recent old gen allocation rate: 60552.41B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:23.341+0800] GC(404) Adaptive IHOP information (value update), threshold: 107581019B (94.30), internal target occupancy: 114085068B, occupancy: 96570400B, additional buffer size: 6291456B, predicted old gen allocation rate: 663518.06B/s, predicted marking phase length: 320.40ms, prediction active: true
[2024-10-12T11:24:23.446+0800] GC(405) Basic information (value update), threshold: 107586934B (80.16), target occupancy: 134217728B, current occupancy: 100065824B, recent allocation size: 6192B, recent allocation duration: 102.86ms, recent old gen allocation rate: 60201.04B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:23.446+0800] GC(405) Adaptive IHOP information (value update), threshold: 107586934B (94.30), internal target occupancy: 114085068B, occupancy: 100065824B, additional buffer size: 6291456B, predicted old gen allocation rate: 645057.95B/s, predicted marking phase length: 320.40ms, prediction active: true
[2024-10-12T11:24:23.600+0800] GC(407) Basic information (value update), threshold: 113884392B (84.85), target occupancy: 134217728B, current occupancy: 102395936B, recent allocation size: 6192B, recent allocation duration: 151.48ms, recent old gen allocation rate: 40875.93B/s, recent marking phase length: 213.72ms
[2024-10-12T11:24:23.600+0800] GC(407) Adaptive IHOP information (value update), threshold: 113884392B (99.82), internal target occupancy: 114085068B, occupancy: 102395936B, additional buffer size: 0B, predicted old gen allocation rate: 626325.78B/s, predicted marking phase length: 320.40ms, prediction active: true
[2024-10-12T11:24:23.705+0800] GC(408) Basic information (value update), threshold: 113885620B (84.85), target occupancy: 134217728B, current occupancy: 102816328B, recent allocation size: 39216B, recent allocation duration: 151.48ms, recent old gen allocation rate: 258880.86B/s, recent marking phase length: 254.49ms
[2024-10-12T11:24:23.705+0800] GC(408) Adaptive IHOP information (value update), threshold: 113885620B (99.83), internal target occupancy: 114085068B, occupancy: 102816328B, additional buffer size: 0B, predicted old gen allocation rate: 626325.78B/s, predicted marking phase length: 318.44ms, prediction active: true
[2024-10-12T11:24:24.437+0800] GC(415) Basic information (value update), threshold: 107598697B (80.17), target occupancy: 134217728B, current occupancy: 115013328B, recent allocation size: 12552B, recent allocation duration: 102.28ms, recent old gen allocation rate: 122721.58B/s, recent marking phase length: 254.49ms
[2024-10-12T11:24:24.437+0800] GC(415) Adaptive IHOP information (value update), threshold: 107598697B (94.31), internal target occupancy: 114085068B, occupancy: 115013328B, additional buffer size: 6291456B, predicted old gen allocation rate: 612091.23B/s, predicted marking phase length: 318.44ms, prediction active: true
[2024-10-12T11:24:24.541+0800] GC(416) Basic information (value update), threshold: 107604331B (80.17), target occupancy: 134217728B, current occupancy: 119207632B, recent allocation size: 4128B, recent allocation duration: 102.67ms, recent old gen allocation rate: 40206.44B/s, recent marking phase length: 254.49ms
[2024-10-12T11:24:24.541+0800] GC(416) Adaptive IHOP information (value update), threshold: 107604331B (94.32), internal target occupancy: 114085068B, occupancy: 119207632B, additional buffer size: 6291456B, predicted old gen allocation rate: 594398.73B/s, predicted marking phase length: 318.44ms, prediction active: true
[2024-10-12T11:24:24.696+0800] GC(418) Basic information (value update), threshold: 113901220B (84.86), target occupancy: 134217728B, current occupancy: 123168976B, recent allocation size: 6192B, recent allocation duration: 151.59ms, recent old gen allocation rate: 40846.20B/s, recent marking phase length: 254.49ms
[2024-10-12T11:24:24.696+0800] GC(418) Adaptive IHOP information (value update), threshold: 113901220B (99.84), internal target occupancy: 114085068B, occupancy: 123168976B, additional buffer size: 0B, predicted old gen allocation rate: 577337.30B/s, predicted marking phase length: 318.44ms, prediction active: true
[2024-10-12T11:24:24.759+0800] GC(419) Basic information (value update), threshold: 113903325B (84.86), target occupancy: 134217728B, current occupancy: 128534288B, recent allocation size: 2111600B, recent allocation duration: 151.59ms, recent old gen allocation rate: 13929397.56B/s, recent marking phase length: 213.27ms
[2024-10-12T11:24:24.759+0800] GC(419) Adaptive IHOP information (value update), threshold: 113903325B (99.84), internal target occupancy: 114085068B, occupancy: 128534288B, additional buffer size: 0B, predicted old gen allocation rate: 577337.30B/s, predicted marking phase length: 314.80ms, prediction active: true
[2024-10-12T11:24:25.045+0800] GC(422) Basic information (value update), threshold: 107411400B (80.03), target occupancy: 134217728B, current occupancy: 86084488B, recent allocation size: 2097152B, recent allocation duration: 347.84ms, recent old gen allocation rate: 6029107.22B/s, recent marking phase length: 213.27ms
[2024-10-12T11:24:25.045+0800] GC(422) Adaptive IHOP information (value update), threshold: 107411400B (94.15), internal target occupancy: 114085068B, occupancy: 86084488B, additional buffer size: 6291456B, predicted old gen allocation rate: 1214156.25B/s, predicted marking phase length: 314.80ms, prediction active: true
[2024-10-12T11:24:25.149+0800] GC(423) Basic information (value update), threshold: 107423301B (80.04), target occupancy: 134217728B, current occupancy: 90511752B, recent allocation size: 6192B, recent allocation duration: 102.47ms, recent old gen allocation rate: 60428.02B/s, recent marking phase length: 213.27ms
[2024-10-12T11:24:25.149+0800] GC(423) Adaptive IHOP information (value update), threshold: 107423301B (94.16), internal target occupancy: 114085068B, occupancy: 90511752B, additional buffer size: 6291456B, predicted old gen allocation rate: 1176351.71B/s, predicted marking phase length: 314.80ms, prediction active: true
[2024-10-12T11:24:25.252+0800] GC(424) Basic information (value update), threshold: 107434777B (80.05), target occupancy: 134217728B, current occupancy: 94473096B, recent allocation size: 6192B, recent allocation duration: 102.68ms, recent old gen allocation rate: 60301.03B/s, recent marking phase length: 213.27ms
[2024-10-12T11:24:25.252+0800] GC(424) Adaptive IHOP information (value update), threshold: 107434777B (94.17), internal target occupancy: 114085068B, occupancy: 94473096B, additional buffer size: 6291456B, predicted old gen allocation rate: 1139895.15B/s, predicted marking phase length: 314.80ms, prediction active: true
[2024-10-12T11:24:25.356+0800] GC(425) Basic information (value update), threshold: 107446118B (80.05), target occupancy: 134217728B, current occupancy: 98434440B, recent allocation size: 4128B, recent allocation duration: 102.33ms, recent old gen allocation rate: 40339.78B/s, recent marking phase length: 213.27ms
[2024-10-12T11:24:25.356+0800] GC(425) Adaptive IHOP information (value update), threshold: 107446118B (94.18), internal target occupancy: 114085068B, occupancy: 98434440B, additional buffer size: 6291456B, predicted old gen allocation rate: 1103868.54B/s, predicted marking phase length: 314.80ms, prediction active: true
[2024-10-12T11:24:25.460+0800] GC(426) Basic information (value update), threshold: 107456778B (80.06), target occupancy: 134217728B, current occupancy: 102395784B, recent allocation size: 6192B, recent allocation duration: 102.70ms, recent old gen allocation rate: 60294.70B/s, recent marking phase length: 213.27ms
[2024-10-12T11:24:25.460+0800] GC(426) Adaptive IHOP information (value update), threshold: 107456778B (94.19), internal target occupancy: 114085068B, occupancy: 102395784B, additional buffer size: 6291456B, predicted old gen allocation rate: 1070007.35B/s, predicted marking phase length: 314.80ms, prediction active: true
[2024-10-12T11:24:25.614+0800] GC(428) Basic information (value update), threshold: 113758784B (84.76), target occupancy: 134217728B, current occupancy: 104725896B, recent allocation size: 6192B, recent allocation duration: 151.55ms, recent old gen allocation rate: 40858.36B/s, recent marking phase length: 213.27ms
[2024-10-12T11:24:25.614+0800] GC(428) Adaptive IHOP information (value update), threshold: 113758784B (99.71), internal target occupancy: 114085068B, occupancy: 104725896B, additional buffer size: 0B, predicted old gen allocation rate: 1036493.55B/s, predicted marking phase length: 314.80ms, prediction active: true
[2024-10-12T11:24:25.719+0800] GC(429) Basic information (value update), threshold: 113760602B (84.76), target occupancy: 134217728B, current occupancy: 103083792B, recent allocation size: 16512B, recent allocation duration: 151.55ms, recent old gen allocation rate: 108955.64B/s, recent marking phase length: 254.32ms
[2024-10-12T11:24:25.719+0800] GC(429) Adaptive IHOP information (value update), threshold: 113760602B (99.72), internal target occupancy: 114085068B, occupancy: 103083792B, additional buffer size: 0B, predicted old gen allocation rate: 1036493.55B/s, predicted marking phase length: 313.04ms, prediction active: true
[2024-10-12T11:24:26.516+0800] GC(437) Basic information (value update), threshold: 107478992B (80.08), target occupancy: 134217728B, current occupancy: 117639848B, recent allocation size: 6192B, recent allocation duration: 102.31ms, recent old gen allocation rate: 60522.19B/s, recent marking phase length: 254.32ms
[2024-10-12T11:24:26.516+0800] GC(437) Adaptive IHOP information (value update), threshold: 107478992B (94.21), internal target occupancy: 114085068B, occupancy: 117639848B, additional buffer size: 6291456B, predicted old gen allocation rate: 1005043.44B/s, predicted marking phase length: 313.04ms, prediction active: true
[2024-10-12T11:24:26.671+0800] GC(439) Basic information (value update), threshold: 113780219B (84.77), target occupancy: 134217728B, current occupancy: 121603240B, recent allocation size: 6192B, recent allocation duration: 151.94ms, recent old gen allocation rate: 40752.67B/s, recent marking phase length: 254.32ms
[2024-10-12T11:24:26.671+0800] GC(439) Adaptive IHOP information (value update), threshold: 113780219B (99.73), internal target occupancy: 114085068B, occupancy: 121603240B, additional buffer size: 0B, predicted old gen allocation rate: 973827.88B/s, predicted marking phase length: 313.04ms, prediction active: true
[2024-10-12T11:24:26.733+0800] GC(440) Basic information (value update), threshold: 113783573B (84.78), target occupancy: 134217728B, current occupancy: 114148704B, recent allocation size: 6192B, recent allocation duration: 151.94ms, recent old gen allocation rate: 40752.67B/s, recent marking phase length: 213.59ms
[2024-10-12T11:24:26.733+0800] GC(440) Adaptive IHOP information (value update), threshold: 113783573B (99.74), internal target occupancy: 114085068B, occupancy: 114148704B, additional buffer size: 0B, predicted old gen allocation rate: 973827.88B/s, predicted marking phase length: 309.60ms, prediction active: true
[2024-10-12T11:24:27.427+0800] GC(447) Basic information (value update), threshold: 107501168B (80.09), target occupancy: 134217728B, current occupancy: 112931328B, recent allocation size: 6192B, recent allocation duration: 102.65ms, recent old gen allocation rate: 60320.72B/s, recent marking phase length: 213.59ms
[2024-10-12T11:24:27.427+0800] GC(447) Adaptive IHOP information (value update), threshold: 107501168B (94.23), internal target occupancy: 114085068B, occupancy: 112931328B, additional buffer size: 6291456B, predicted old gen allocation rate: 944590.56B/s, predicted marking phase length: 309.60ms, prediction active: true
[2024-10-12T11:24:27.531+0800] GC(448) Basic information (value update), threshold: 107509900B (80.10), target occupancy: 134217728B, current occupancy: 116892672B, recent allocation size: 6192B, recent allocation duration: 102.38ms, recent old gen allocation rate: 60479.60B/s, recent marking phase length: 213.59ms
[2024-10-12T11:24:27.531+0800] GC(448) Adaptive IHOP information (value update), threshold: 107509900B (94.24), internal target occupancy: 114085068B, occupancy: 116892672B, additional buffer size: 6291456B, predicted old gen allocation rate: 916387.53B/s, predicted marking phase length: 309.60ms, prediction active: true
[2024-10-12T11:24:27.635+0800] GC(449) Basic information (value update), threshold: 107518329B (80.11), target occupancy: 134217728B, current occupancy: 120854016B, recent allocation size: 6192B, recent allocation duration: 102.72ms, recent old gen allocation rate: 60277.80B/s, recent marking phase length: 213.59ms
[2024-10-12T11:24:27.635+0800] GC(449) Adaptive IHOP information (value update), threshold: 107518329B (94.24), internal target occupancy: 114085068B, occupancy: 120854016B, additional buffer size: 6291456B, predicted old gen allocation rate: 889163.36B/s, predicted marking phase length: 309.60ms, prediction active: true
[2024-10-12T11:24:27.789+0800] GC(451) Basic information (value update), threshold: 113818377B (84.80), target occupancy: 134217728B, current occupancy: 125048320B, recent allocation size: 4128B, recent allocation duration: 151.57ms, recent old gen allocation rate: 27235.09B/s, recent marking phase length: 213.59ms
[2024-10-12T11:24:27.789+0800] GC(451) Adaptive IHOP information (value update), threshold: 113818377B (99.77), internal target occupancy: 114085068B, occupancy: 125048320B, additional buffer size: 0B, predicted old gen allocation rate: 861410.95B/s, predicted marking phase length: 309.60ms, prediction active: true
[2024-10-12T11:24:27.852+0800] GC(452) Basic information (value update), threshold: 113821250B (84.80), target occupancy: 134217728B, current occupancy: 123423296B, recent allocation size: 2117792B, recent allocation duration: 151.57ms, recent old gen allocation rate: 13972447.56B/s, recent marking phase length: 213.16ms
[2024-10-12T11:24:27.852+0800] GC(452) Adaptive IHOP information (value update), threshold: 113821250B (99.77), internal target occupancy: 114085068B, occupancy: 123423296B, additional buffer size: 0B, predicted old gen allocation rate: 861410.95B/s, predicted marking phase length: 306.26ms, prediction active: true
[2024-10-12T11:24:28.142+0800] GC(456) Basic information (value update), threshold: 107538363B (80.12), target occupancy: 134217728B, current occupancy: 83521496B, recent allocation size: 0B, recent allocation duration: 351.36ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.16ms
[2024-10-12T11:24:28.142+0800] GC(456) Adaptive IHOP information (value update), threshold: 107538363B (94.26), internal target occupancy: 114085068B, occupancy: 83521496B, additional buffer size: 6291456B, predicted old gen allocation rate: 833432.41B/s, predicted marking phase length: 306.26ms, prediction active: true
[2024-10-12T11:24:28.245+0800] GC(457) Basic information (value update), threshold: 107545797B (80.13), target occupancy: 134217728B, current occupancy: 87715800B, recent allocation size: 6192B, recent allocation duration: 102.43ms, recent old gen allocation rate: 60449.70B/s, recent marking phase length: 213.16ms
