[2024-10-12T11:15:36.640+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:15:36.853+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 212.32ms, recent old gen allocation rate: 9877358.57B/s, recent marking phase length: 0.00ms
[2024-10-12T11:16:16.371+0800] GC(431) Basic information (value update), threshold: 111741824B (83.25), target occupancy: 134217728B, current occupancy: 119786944B, recent allocation size: 4194304B, recent allocation duration: 267.11ms, recent old gen allocation rate: 15702569.57B/s, recent marking phase length: 111.64ms
[2024-10-12T11:16:16.371+0800] GC(431) Adaptive IHOP information (value update), threshold: 111741824B (97.95), internal target occupancy: 114085068B, occupancy: 119786944B, additional buffer size: 0B, predicted old gen allocation rate: 8140285.28B/s, predicted marking phase length: 287.86ms, prediction active: true
[2024-10-12T11:16:16.624+0800] GC(433) Basic information (value update), threshold: 105531874B (78.63), target occupancy: 134217728B, current occupancy: 85541504B, recent allocation size: 0B, recent allocation duration: 543.12ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 111.64ms
[2024-10-12T11:16:16.624+0800] GC(433) Adaptive IHOP information (value update), threshold: 105531874B (92.50), internal target occupancy: 114085068B, occupancy: 85541504B, additional buffer size: 6291456B, predicted old gen allocation rate: 7857140.03B/s, predicted marking phase length: 287.86ms, prediction active: true
[2024-10-12T11:16:16.727+0800] GC(434) Basic information (value update), threshold: 105609837B (78.69), target occupancy: 134217728B, current occupancy: 89735808B, recent allocation size: 6192B, recent allocation duration: 102.39ms, recent old gen allocation rate: 60476.74B/s, recent marking phase length: 111.64ms
[2024-10-12T11:16:16.727+0800] GC(434) Adaptive IHOP information (value update), threshold: 105609837B (92.57), internal target occupancy: 114085068B, occupancy: 89735808B, additional buffer size: 6291456B, predicted old gen allocation rate: 7586301.42B/s, predicted marking phase length: 287.86ms, prediction active: true
[2024-10-12T11:16:16.832+0800] GC(435) Basic information (value update), threshold: 105685007B (78.74), target occupancy: 134217728B, current occupancy: 93697152B, recent allocation size: 6192B, recent allocation duration: 102.70ms, recent old gen allocation rate: 60292.16B/s, recent marking phase length: 111.64ms
[2024-10-12T11:16:16.832+0800] GC(435) Adaptive IHOP information (value update), threshold: 105685007B (92.64), internal target occupancy: 114085068B, occupancy: 93697152B, additional buffer size: 6291456B, predicted old gen allocation rate: 7325165.90B/s, predicted marking phase length: 287.86ms, prediction active: true
[2024-10-12T11:16:16.936+0800] GC(436) Basic information (value update), threshold: 105757470B (78.80), target occupancy: 134217728B, current occupancy: 97658496B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60446.36B/s, recent marking phase length: 111.64ms
[2024-10-12T11:16:16.936+0800] GC(436) Adaptive IHOP information (value update), threshold: 105757470B (92.70), internal target occupancy: 114085068B, occupancy: 97658496B, additional buffer size: 6291456B, predicted old gen allocation rate: 7073434.00B/s, predicted marking phase length: 287.86ms, prediction active: true
[2024-10-12T11:16:17.092+0800] GC(438) Basic information (value update), threshold: 112118988B (83.54), target occupancy: 134217728B, current occupancy: 99755648B, recent allocation size: 6192B, recent allocation duration: 151.84ms, recent old gen allocation rate: 40778.47B/s, recent marking phase length: 111.64ms
[2024-10-12T11:16:17.092+0800] GC(438) Adaptive IHOP information (value update), threshold: 112118988B (98.28), internal target occupancy: 114085068B, occupancy: 99755648B, additional buffer size: 0B, predicted old gen allocation rate: 6830042.63B/s, predicted marking phase length: 287.86ms, prediction active: true
[2024-10-12T11:16:17.200+0800] GC(439) Basic information (value update), threshold: 112123794B (83.54), target occupancy: 134217728B, current occupancy: 115134360B, recent allocation size: 6557712B, recent allocation duration: 151.84ms, recent old gen allocation rate: 43186931.70B/s, recent marking phase length: 254.26ms
[2024-10-12T11:16:17.201+0800] GC(439) Adaptive IHOP information (value update), threshold: 112123794B (98.28), internal target occupancy: 114085068B, occupancy: 115134360B, additional buffer size: 0B, predicted old gen allocation rate: 6830042.63B/s, predicted marking phase length: 287.15ms, prediction active: true
[2024-10-12T11:16:17.265+0800] GC(440) Basic information (value update), threshold: 105899749B (78.90), target occupancy: 134217728B, current occupancy: 116778456B, recent allocation size: 6192B, recent allocation duration: 170.64ms, recent old gen allocation rate: 36287.57B/s, recent marking phase length: 254.26ms
[2024-10-12T11:16:17.265+0800] GC(440) Adaptive IHOP information (value update), threshold: 105899749B (92.83), internal target occupancy: 114085068B, occupancy: 116778456B, additional buffer size: 6291456B, predicted old gen allocation rate: 6595286.11B/s, predicted marking phase length: 287.15ms, prediction active: true
[2024-10-12T11:16:17.358+0800] GC(442) Basic information (value update), threshold: 111747970B (83.26), target occupancy: 134217728B, current occupancy: 118642144B, recent allocation size: 2099216B, recent allocation duration: 91.33ms, recent old gen allocation rate: 22984338.83B/s, recent marking phase length: 254.26ms
[2024-10-12T11:16:17.358+0800] GC(442) Adaptive IHOP information (value update), threshold: 111747970B (97.95), internal target occupancy: 114085068B, occupancy: 118642144B, additional buffer size: 0B, predicted old gen allocation rate: 8138830.14B/s, predicted marking phase length: 287.15ms, prediction active: true
[2024-10-12T11:16:17.425+0800] GC(443) Basic information (value update), threshold: 111783215B (83.28), target occupancy: 134217728B, current occupancy: 118713944B, recent allocation size: 4194304B, recent allocation duration: 91.33ms, recent old gen allocation rate: 45923480.14B/s, recent marking phase length: 153.04ms
[2024-10-12T11:16:17.425+0800] GC(443) Adaptive IHOP information (value update), threshold: 111783215B (97.98), internal target occupancy: 114085068B, occupancy: 118713944B, additional buffer size: 0B, predicted old gen allocation rate: 8138830.14B/s, predicted marking phase length: 282.82ms, prediction active: true
[2024-10-12T11:16:17.468+0800] GC(444) Basic information (value update), threshold: 105414409B (78.54), target occupancy: 134217728B, current occupancy: 120452864B, recent allocation size: 2097152B, recent allocation duration: 200.56ms, recent old gen allocation rate: 10456657.40B/s, recent marking phase length: 153.04ms
[2024-10-12T11:16:17.468+0800] GC(444) Adaptive IHOP information (value update), threshold: 105414409B (92.40), internal target occupancy: 114085068B, occupancy: 120452864B, additional buffer size: 6291456B, predicted old gen allocation rate: 8412322.84B/s, predicted marking phase length: 282.82ms, prediction active: true
[2024-10-12T11:16:17.763+0800] GC(447) Basic information (value update), threshold: 103400030B (77.04), target occupancy: 134217728B, current occupancy: 84919488B, recent allocation size: 0B, recent allocation duration: 495.14ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 153.04ms
[2024-10-12T11:16:17.763+0800] GC(447) Adaptive IHOP information (value update), threshold: 103400030B (90.63), internal target occupancy: 114085068B, occupancy: 84919488B, additional buffer size: 8388608B, predicted old gen allocation rate: 8119655.69B/s, predicted marking phase length: 282.82ms, prediction active: true
[2024-10-12T11:16:17.929+0800] GC(448) Basic information (value update), threshold: 105576622B (78.66), target occupancy: 134217728B, current occupancy: 91677376B, recent allocation size: 6192B, recent allocation duration: 164.14ms, recent old gen allocation rate: 37723.02B/s, recent marking phase length: 153.04ms
[2024-10-12T11:16:17.929+0800] GC(448) Adaptive IHOP information (value update), threshold: 105576622B (92.54), internal target occupancy: 114085068B, occupancy: 91677376B, additional buffer size: 6291456B, predicted old gen allocation rate: 7838775.74B/s, predicted marking phase length: 282.82ms, prediction active: true
[2024-10-12T11:16:18.033+0800] GC(449) Basic information (value update), threshold: 105652982B (78.72), target occupancy: 134217728B, current occupancy: 95642312B, recent allocation size: 6192B, recent allocation duration: 102.68ms, recent old gen allocation rate: 60306.23B/s, recent marking phase length: 153.04ms
[2024-10-12T11:16:18.033+0800] GC(449) Adaptive IHOP information (value update), threshold: 105652982B (92.61), internal target occupancy: 114085068B, occupancy: 95642312B, additional buffer size: 6291456B, predicted old gen allocation rate: 7568784.09B/s, predicted marking phase length: 282.82ms, prediction active: true
[2024-10-12T11:16:18.137+0800] GC(450) Basic information (value update), threshold: 105726595B (78.77), target occupancy: 134217728B, current occupancy: 99601600B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60447.79B/s, recent marking phase length: 153.04ms
[2024-10-12T11:16:18.137+0800] GC(450) Adaptive IHOP information (value update), threshold: 105726595B (92.67), internal target occupancy: 114085068B, occupancy: 99601600B, additional buffer size: 6291456B, predicted old gen allocation rate: 7308504.10B/s, predicted marking phase length: 282.82ms, prediction active: true
[2024-10-12T11:16:18.292+0800] GC(452) Basic information (value update), threshold: 112089366B (83.51), target occupancy: 134217728B, current occupancy: 103793856B, recent allocation size: 4128B, recent allocation duration: 151.92ms, recent old gen allocation rate: 27172.15B/s, recent marking phase length: 153.04ms
[2024-10-12T11:16:18.292+0800] GC(452) Adaptive IHOP information (value update), threshold: 112089366B (98.25), internal target occupancy: 114085068B, occupancy: 103793856B, additional buffer size: 0B, predicted old gen allocation rate: 7056351.84B/s, predicted marking phase length: 282.82ms, prediction active: true
[2024-10-12T11:16:18.400+0800] GC(453) Basic information (value update), threshold: 112092493B (83.52), target occupancy: 134217728B, current occupancy: 119172816B, recent allocation size: 7137832B, recent allocation duration: 151.92ms, recent old gen allocation rate: 46984073.47B/s, recent marking phase length: 254.45ms
[2024-10-12T11:16:18.400+0800] GC(453) Adaptive IHOP information (value update), threshold: 112092493B (98.25), internal target occupancy: 114085068B, occupancy: 119172816B, additional buffer size: 0B, predicted old gen allocation rate: 7056351.84B/s, predicted marking phase length: 282.38ms, prediction active: true
[2024-10-12T11:16:18.463+0800] GC(454) Basic information (value update), threshold: 105332136B (78.48), target occupancy: 134217728B, current occupancy: 121108208B, recent allocation size: 4194304B, recent allocation duration: 170.32ms, recent old gen allocation rate: 24626290.69B/s, recent marking phase length: 254.45ms
[2024-10-12T11:16:18.463+0800] GC(454) Adaptive IHOP information (value update), threshold: 105332136B (92.33), internal target occupancy: 114085068B, occupancy: 121108208B, additional buffer size: 6291456B, predicted old gen allocation rate: 8716883.73B/s, predicted marking phase length: 282.38ms, prediction active: true
[2024-10-12T11:16:18.689+0800] GC(457) Basic information (value update), threshold: 105417655B (78.54), target occupancy: 134217728B, current occupancy: 83824304B, recent allocation size: 0B, recent allocation duration: 394.59ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.45ms
[2024-10-12T11:16:18.689+0800] GC(457) Adaptive IHOP information (value update), threshold: 105417655B (92.40), internal target occupancy: 114085068B, occupancy: 83824304B, additional buffer size: 6291456B, predicted old gen allocation rate: 8414034.11B/s, predicted marking phase length: 282.38ms, prediction active: true
[2024-10-12T11:16:18.793+0800] GC(458) Basic information (value update), threshold: 105117649B (78.32), target occupancy: 134217728B, current occupancy: 90115760B, recent allocation size: 2103344B, recent allocation duration: 103.41ms, recent old gen allocation rate: 20338910.35B/s, recent marking phase length: 254.45ms
[2024-10-12T11:16:18.793+0800] GC(458) Adaptive IHOP information (value update), threshold: 105117649B (92.14), internal target occupancy: 114085068B, occupancy: 90115760B, additional buffer size: 6291456B, predicted old gen allocation rate: 9476451.26B/s, predicted marking phase length: 282.38ms, prediction active: true
[2024-10-12T11:16:18.897+0800] GC(459) Basic information (value update), threshold: 105210169B (78.39), target occupancy: 134217728B, current occupancy: 94310064B, recent allocation size: 6192B, recent allocation duration: 102.38ms, recent old gen allocation rate: 60480.84B/s, recent marking phase length: 254.45ms
[2024-10-12T11:16:18.897+0800] GC(459) Adaptive IHOP information (value update), threshold: 105210169B (92.22), internal target occupancy: 114085068B, occupancy: 94310064B, additional buffer size: 6291456B, predicted old gen allocation rate: 9148807.20B/s, predicted marking phase length: 282.38ms, prediction active: true
[2024-10-12T11:16:19.002+0800] GC(460) Basic information (value update), threshold: 105299407B (78.45), target occupancy: 134217728B, current occupancy: 97805488B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60272.52B/s, recent marking phase length: 254.45ms
[2024-10-12T11:16:19.002+0800] GC(460) Adaptive IHOP information (value update), threshold: 105299407B (92.30), internal target occupancy: 114085068B, occupancy: 97805488B, additional buffer size: 6291456B, predicted old gen allocation rate: 8832787.52B/s, predicted marking phase length: 282.38ms, prediction active: true
[2024-10-12T11:16:19.157+0800] GC(462) Basic information (value update), threshold: 111677117B (83.21), target occupancy: 134217728B, current occupancy: 99902128B, recent allocation size: 6192B, recent allocation duration: 151.34ms, recent old gen allocation rate: 40914.99B/s, recent marking phase length: 254.45ms
[2024-10-12T11:16:19.157+0800] GC(462) Adaptive IHOP information (value update), threshold: 111677117B (97.89), internal target occupancy: 114085068B, occupancy: 99902128B, additional buffer size: 0B, predicted old gen allocation rate: 8527333.35B/s, predicted marking phase length: 282.38ms, prediction active: true
[2024-10-12T11:16:19.266+0800] GC(463) Basic information (value update), threshold: 111681103B (83.21), target occupancy: 134217728B, current occupancy: 113183960B, recent allocation size: 2687456B, recent allocation duration: 151.34ms, recent old gen allocation rate: 17757953.21B/s, recent marking phase length: 254.05ms
[2024-10-12T11:16:19.266+0800] GC(463) Adaptive IHOP information (value update), threshold: 111681103B (97.89), internal target occupancy: 114085068B, occupancy: 113183960B, additional buffer size: 0B, predicted old gen allocation rate: 8527333.35B/s, predicted marking phase length: 281.91ms, prediction active: true
[2024-10-12T11:16:19.330+0800] GC(464) Basic information (value update), threshold: 105472850B (78.58), target occupancy: 134217728B, current occupancy: 114592544B, recent allocation size: 4128B, recent allocation duration: 171.59ms, recent old gen allocation rate: 24057.72B/s, recent marking phase length: 254.05ms
[2024-10-12T11:16:19.330+0800] GC(464) Adaptive IHOP information (value update), threshold: 105472850B (92.45), internal target occupancy: 114085068B, occupancy: 114592544B, additional buffer size: 6291456B, predicted old gen allocation rate: 8232196.73B/s, predicted marking phase length: 281.91ms, prediction active: true
[2024-10-12T11:16:19.423+0800] GC(466) Basic information (value update), threshold: 111383148B (82.99), target occupancy: 134217728B, current occupancy: 116691744B, recent allocation size: 2101280B, recent allocation duration: 90.85ms, recent old gen allocation rate: 23128513.12B/s, recent marking phase length: 254.05ms
[2024-10-12T11:16:19.423+0800] GC(466) Adaptive IHOP information (value update), threshold: 111383148B (97.63), internal target occupancy: 114085068B, occupancy: 116691744B, additional buffer size: 0B, predicted old gen allocation rate: 9584238.39B/s, predicted marking phase length: 281.91ms, prediction active: true
[2024-10-12T11:16:19.488+0800] GC(467) Basic information (value update), threshold: 111423073B (83.02), target occupancy: 134217728B, current occupancy: 116763192B, recent allocation size: 4194304B, recent allocation duration: 90.85ms, recent old gen allocation rate: 46166153.53B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:19.489+0800] GC(467) Adaptive IHOP information (value update), threshold: 111423073B (97.67), internal target occupancy: 114085068B, occupancy: 116763192B, additional buffer size: 0B, predicted old gen allocation rate: 9584238.39B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:19.532+0800] GC(468) Basic information (value update), threshold: 105076460B (78.29), target occupancy: 134217728B, current occupancy: 118501880B, recent allocation size: 2097152B, recent allocation duration: 198.69ms, recent old gen allocation rate: 10554973.13B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:19.532+0800] GC(468) Adaptive IHOP information (value update), threshold: 105076460B (92.10), internal target occupancy: 114085068B, occupancy: 118501880B, additional buffer size: 6291456B, predicted old gen allocation rate: 9782826.29B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:19.779+0800] GC(471) Basic information (value update), threshold: 105171071B (78.36), target occupancy: 134217728B, current occupancy: 83521336B, recent allocation size: 0B, recent allocation duration: 445.87ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:19.779+0800] GC(471) Adaptive IHOP information (value update), threshold: 105171071B (92.19), internal target occupancy: 114085068B, occupancy: 83521336B, additional buffer size: 6291456B, predicted old gen allocation rate: 9442190.44B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:19.883+0800] GC(472) Basic information (value update), threshold: 105261760B (78.43), target occupancy: 134217728B, current occupancy: 87717688B, recent allocation size: 6192B, recent allocation duration: 102.72ms, recent old gen allocation rate: 60279.77B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:19.883+0800] GC(472) Adaptive IHOP information (value update), threshold: 105261760B (92.27), internal target occupancy: 114085068B, occupancy: 87717688B, additional buffer size: 6291456B, predicted old gen allocation rate: 9115671.80B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:19.987+0800] GC(473) Basic information (value update), threshold: 105349235B (78.49), target occupancy: 134217728B, current occupancy: 91446072B, recent allocation size: 6192B, recent allocation duration: 102.46ms, recent old gen allocation rate: 60436.17B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:19.987+0800] GC(473) Adaptive IHOP information (value update), threshold: 105349235B (92.34), internal target occupancy: 114085068B, occupancy: 91446072B, additional buffer size: 6291456B, predicted old gen allocation rate: 8800729.36B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:20.091+0800] GC(474) Basic information (value update), threshold: 105433799B (78.55), target occupancy: 134217728B, current occupancy: 95638328B, recent allocation size: 4128B, recent allocation duration: 102.87ms, recent old gen allocation rate: 40129.42B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:20.091+0800] GC(474) Adaptive IHOP information (value update), threshold: 105433799B (92.42), internal target occupancy: 114085068B, occupancy: 95638328B, additional buffer size: 6291456B, predicted old gen allocation rate: 8496264.11B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:20.195+0800] GC(475) Basic information (value update), threshold: 105515128B (78.61), target occupancy: 134217728B, current occupancy: 99366712B, recent allocation size: 6192B, recent allocation duration: 102.37ms, recent old gen allocation rate: 60487.14B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:20.195+0800] GC(475) Adaptive IHOP information (value update), threshold: 105515128B (92.49), internal target occupancy: 114085068B, occupancy: 99366712B, additional buffer size: 6291456B, predicted old gen allocation rate: 8203448.53B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:20.350+0800] GC(477) Basic information (value update), threshold: 111885195B (83.36), target occupancy: 134217728B, current occupancy: 100997672B, recent allocation size: 6192B, recent allocation duration: 151.96ms, recent old gen allocation rate: 40748.78B/s, recent marking phase length: 152.92ms
[2024-10-12T11:16:20.350+0800] GC(477) Adaptive IHOP information (value update), threshold: 111885195B (98.07), internal target occupancy: 114085068B, occupancy: 100997672B, additional buffer size: 0B, predicted old gen allocation rate: 7920418.12B/s, predicted marking phase length: 277.75ms, prediction active: true
[2024-10-12T11:16:20.457+0800] GC(478) Basic information (value update), threshold: 111886882B (83.36), target occupancy: 134217728B, current occupancy: 117541304B, recent allocation size: 6634080B, recent allocation duration: 151.96ms, recent old gen allocation rate: 43658052.09B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:20.457+0800] GC(478) Adaptive IHOP information (value update), threshold: 111886882B (98.07), internal target occupancy: 114085068B, occupancy: 117541304B, additional buffer size: 0B, predicted old gen allocation rate: 7920418.12B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:20.521+0800] GC(479) Basic information (value update), threshold: 105476277B (78.59), target occupancy: 134217728B, current occupancy: 119409640B, recent allocation size: 2097152B, recent allocation duration: 169.12ms, recent old gen allocation rate: 12400302.10B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:20.521+0800] GC(479) Adaptive IHOP information (value update), threshold: 105476277B (92.45), internal target occupancy: 114085068B, occupancy: 119409640B, additional buffer size: 6291456B, predicted old gen allocation rate: 8349729.98B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:20.614+0800] GC(481) Basic information (value update), threshold: 111580112B (83.13), target occupancy: 134217728B, current occupancy: 121111848B, recent allocation size: 4194304B, recent allocation duration: 263.35ms, recent old gen allocation rate: 15926501.48B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:20.614+0800] GC(481) Adaptive IHOP information (value update), threshold: 111580112B (97.80), internal target occupancy: 114085068B, occupancy: 121111848B, additional buffer size: 0B, predicted old gen allocation rate: 9025758.44B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:20.901+0800] GC(483) Basic information (value update), threshold: 105375878B (78.51), target occupancy: 134217728B, current occupancy: 86084544B, recent allocation size: 0B, recent allocation duration: 548.52ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:20.901+0800] GC(483) Adaptive IHOP information (value update), threshold: 105375878B (92.37), internal target occupancy: 114085068B, occupancy: 86084544B, additional buffer size: 6291456B, predicted old gen allocation rate: 8711486.08B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:21.004+0800] GC(484) Basic information (value update), threshold: 105459435B (78.57), target occupancy: 134217728B, current occupancy: 89579968B, recent allocation size: 6192B, recent allocation duration: 102.46ms, recent old gen allocation rate: 60431.94B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:21.005+0800] GC(484) Adaptive IHOP information (value update), threshold: 105459435B (92.44), internal target occupancy: 114085068B, occupancy: 89579968B, additional buffer size: 6291456B, predicted old gen allocation rate: 8410415.76B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:21.109+0800] GC(485) Basic information (value update), threshold: 105163695B (78.35), target occupancy: 134217728B, current occupancy: 95871424B, recent allocation size: 2103344B, recent allocation duration: 103.41ms, recent old gen allocation rate: 20340380.39B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:21.110+0800] GC(485) Adaptive IHOP information (value update), threshold: 105163695B (92.18), internal target occupancy: 114085068B, occupancy: 95871424B, additional buffer size: 6291456B, predicted old gen allocation rate: 9476014.35B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:21.214+0800] GC(486) Basic information (value update), threshold: 105254884B (78.42), target occupancy: 134217728B, current occupancy: 100065728B, recent allocation size: 4128B, recent allocation duration: 102.53ms, recent old gen allocation rate: 40263.25B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:21.214+0800] GC(486) Adaptive IHOP information (value update), threshold: 105254884B (92.26), internal target occupancy: 114085068B, occupancy: 100065728B, additional buffer size: 6291456B, predicted old gen allocation rate: 9147446.92B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:21.370+0800] GC(488) Basic information (value update), threshold: 111634333B (83.17), target occupancy: 134217728B, current occupancy: 100298576B, recent allocation size: 6192B, recent allocation duration: 152.09ms, recent old gen allocation rate: 40713.64B/s, recent marking phase length: 254.41ms
[2024-10-12T11:16:21.370+0800] GC(488) Adaptive IHOP information (value update), threshold: 111634333B (97.85), internal target occupancy: 114085068B, occupancy: 100298576B, additional buffer size: 0B, predicted old gen allocation rate: 8830393.71B/s, predicted marking phase length: 277.53ms, prediction active: true
[2024-10-12T11:16:21.478+0800] GC(489) Basic information (value update), threshold: 111636268B (83.18), target occupancy: 134217728B, current occupancy: 118019456B, recent allocation size: 6803328B, recent allocation duration: 152.09ms, recent old gen allocation rate: 44733243.60B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:21.478+0800] GC(489) Adaptive IHOP information (value update), threshold: 111636268B (97.85), internal target occupancy: 114085068B, occupancy: 118019456B, additional buffer size: 0B, predicted old gen allocation rate: 8830393.71B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:21.542+0800] GC(490) Basic information (value update), threshold: 105246174B (78.41), target occupancy: 134217728B, current occupancy: 119889856B, recent allocation size: 2097152B, recent allocation duration: 170.89ms, recent old gen allocation rate: 12272182.31B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:21.542+0800] GC(490) Adaptive IHOP information (value update), threshold: 105246174B (92.25), internal target occupancy: 114085068B, occupancy: 119889856B, additional buffer size: 6291456B, predicted old gen allocation rate: 9186081.43B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:21.635+0800] GC(492) Basic information (value update), threshold: 111370882B (82.98), target occupancy: 134217728B, current occupancy: 121593288B, recent allocation size: 4194304B, recent allocation duration: 264.76ms, recent old gen allocation rate: 15841889.07B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:21.635+0800] GC(492) Adaptive IHOP information (value update), threshold: 111370882B (97.62), internal target occupancy: 114085068B, occupancy: 121593288B, additional buffer size: 0B, predicted old gen allocation rate: 9787376.70B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:21.886+0800] GC(494) Basic information (value update), threshold: 105173828B (78.36), target occupancy: 134217728B, current occupancy: 84686648B, recent allocation size: 0B, recent allocation duration: 514.70ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:21.886+0800] GC(494) Adaptive IHOP information (value update), threshold: 105173828B (92.19), internal target occupancy: 114085068B, occupancy: 84686648B, additional buffer size: 6291456B, predicted old gen allocation rate: 9446961.71B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:21.991+0800] GC(495) Basic information (value update), threshold: 105264445B (78.43), target occupancy: 134217728B, current occupancy: 88880952B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60410.65B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:21.991+0800] GC(495) Adaptive IHOP information (value update), threshold: 105264445B (92.27), internal target occupancy: 114085068B, occupancy: 88880952B, additional buffer size: 6291456B, predicted old gen allocation rate: 9120199.12B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:22.095+0800] GC(496) Basic information (value update), threshold: 105351932B (78.49), target occupancy: 134217728B, current occupancy: 93075256B, recent allocation size: 6192B, recent allocation duration: 102.87ms, recent old gen allocation rate: 60190.15B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:22.095+0800] GC(496) Adaptive IHOP information (value update), threshold: 105351932B (92.35), internal target occupancy: 114085068B, occupancy: 93075256B, additional buffer size: 6291456B, predicted old gen allocation rate: 8804720.27B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:22.199+0800] GC(497) Basic information (value update), threshold: 105436562B (78.56), target occupancy: 134217728B, current occupancy: 97269560B, recent allocation size: 4128B, recent allocation duration: 102.35ms, recent old gen allocation rate: 40333.65B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:22.199+0800] GC(497) Adaptive IHOP information (value update), threshold: 105436562B (92.42), internal target occupancy: 114085068B, occupancy: 97269560B, additional buffer size: 6291456B, predicted old gen allocation rate: 8499544.27B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:22.354+0800] GC(499) Basic information (value update), threshold: 111809806B (83.30), target occupancy: 134217728B, current occupancy: 101463864B, recent allocation size: 4128B, recent allocation duration: 152.09ms, recent old gen allocation rate: 27141.05B/s, recent marking phase length: 254.56ms
[2024-10-12T11:16:22.354+0800] GC(499) Adaptive IHOP information (value update), threshold: 111809806B (98.01), internal target occupancy: 114085068B, occupancy: 101463864B, additional buffer size: 0B, predicted old gen allocation rate: 8204614.27B/s, predicted marking phase length: 277.31ms, prediction active: true
[2024-10-12T11:16:22.463+0800] GC(500) Basic information (value update), threshold: 111811682B (83.31), target occupancy: 134217728B, current occupancy: 119405840B, recent allocation size: 6776496B, recent allocation duration: 152.09ms, recent old gen allocation rate: 44554553.58B/s, recent marking phase length: 254.63ms
[2024-10-12T11:16:22.463+0800] GC(500) Adaptive IHOP information (value update), threshold: 111811682B (98.01), internal target occupancy: 114085068B, occupancy: 119405840B, additional buffer size: 0B, predicted old gen allocation rate: 8204614.27B/s, predicted marking phase length: 277.09ms, prediction active: true
[2024-10-12T11:16:22.712+0800] GC(502) Basic information (value update), threshold: 105599330B (78.68), target occupancy: 134217728B, current occupancy: 83288336B, recent allocation size: 0B, recent allocation duration: 356.68ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.63ms
