[2024-10-12T10:01:35.733+0800] Target occupancy update: old: 0B, new: 268435456B
[2024-10-12T10:01:36.090+0800] GC(0) Basic information (value update), threshold: 120795955B (45.00), target occupancy: 268435456B, current occupancy: 14132224B, recent allocation size: 2228224B, recent allocation duration: 356.76ms, recent old gen allocation rate: 6245721.63B/s, recent marking phase length: 0.00ms
[2024-10-12T10:02:19.921+0800] GC(131) Basic information (value update), threshold: 215203607B (80.17), target occupancy: 268435456B, current occupancy: 206837248B, recent allocation size: 12384B, recent allocation duration: 327.68ms, recent old gen allocation rate: 37792.89B/s, recent marking phase length: 582.68ms
[2024-10-12T10:02:19.921+0800] GC(131) Adaptive IHOP information (value update), threshold: 215203607B (94.32), internal target occupancy: 228170137B, occupancy: 206837248B, additional buffer size: 12582912B, predicted old gen allocation rate: 445565.86B/s, predicted marking phase length: 860.97ms, prediction active: true
[2024-10-12T10:02:20.188+0800] GC(132) Basic information (value update), threshold: 215213571B (80.17), target occupancy: 268435456B, current occupancy: 217323008B, recent allocation size: 2109536B, recent allocation duration: 266.25ms, recent old gen allocation rate: 7923022.01B/s, recent marking phase length: 582.68ms
[2024-10-12T10:02:20.188+0800] GC(132) Adaptive IHOP information (value update), threshold: 215213571B (94.32), internal target occupancy: 228170137B, occupancy: 217323008B, additional buffer size: 12582912B, predicted old gen allocation rate: 433993.02B/s, predicted marking phase length: 860.97ms, prediction active: true
[2024-10-12T10:02:20.456+0800] GC(133) Basic information (value update), threshold: 215223222B (80.18), target occupancy: 268435456B, current occupancy: 226178048B, recent allocation size: 12384B, recent allocation duration: 266.38ms, recent old gen allocation rate: 46489.27B/s, recent marking phase length: 582.68ms
[2024-10-12T10:02:20.456+0800] GC(133) Adaptive IHOP information (value update), threshold: 215223222B (94.33), internal target occupancy: 228170137B, occupancy: 226178048B, additional buffer size: 12582912B, predicted old gen allocation rate: 422783.84B/s, predicted marking phase length: 860.97ms, prediction active: true
[2024-10-12T10:02:20.775+0800] GC(135) Basic information (value update), threshold: 227816314B (84.87), target occupancy: 268435456B, current occupancy: 168156672B, recent allocation size: 8256B, recent allocation duration: 316.05ms, recent old gen allocation rate: 26122.72B/s, recent marking phase length: 582.68ms
[2024-10-12T10:02:20.775+0800] GC(135) Adaptive IHOP information (value update), threshold: 227816314B (99.84), internal target occupancy: 228170137B, occupancy: 168156672B, additional buffer size: 0B, predicted old gen allocation rate: 410959.99B/s, predicted marking phase length: 860.97ms, prediction active: true
[2024-10-12T10:02:21.042+0800] GC(136) Basic information (value update), threshold: 227820133B (84.87), target occupancy: 268435456B, current occupancy: 155806720B, recent allocation size: 26832B, recent allocation duration: 316.05ms, recent old gen allocation rate: 84898.82B/s, recent marking phase length: 581.88ms
[2024-10-12T10:02:21.042+0800] GC(136) Adaptive IHOP information (value update), threshold: 227820133B (99.85), internal target occupancy: 228170137B, occupancy: 155806720B, additional buffer size: 0B, predicted old gen allocation rate: 410959.99B/s, predicted marking phase length: 851.67ms, prediction active: true
[2024-10-12T10:02:21.699+0800] GC(137) Basic information (value update), threshold: 206859269B (77.06), target occupancy: 268435456B, current occupancy: 179574272B, recent allocation size: 2064B, recent allocation duration: 654.55ms, recent old gen allocation rate: 3153.33B/s, recent marking phase length: 581.88ms
[2024-10-12T10:02:21.699+0800] GC(137) Adaptive IHOP information (value update), threshold: 206859269B (90.66), internal target occupancy: 228170137B, occupancy: 179574272B, additional buffer size: 20971520B, predicted old gen allocation rate: 398448.92B/s, predicted marking phase length: 851.67ms, prediction active: true
[2024-10-12T10:02:22.150+0800] GC(138) Basic information (value update), threshold: 211062876B (78.63), target occupancy: 268435456B, current occupancy: 196351488B, recent allocation size: 2109536B, recent allocation duration: 441.85ms, recent old gen allocation rate: 4774362.66B/s, recent marking phase length: 581.88ms
[2024-10-12T10:02:22.150+0800] GC(138) Adaptive IHOP information (value update), threshold: 211062876B (92.50), internal target occupancy: 228170137B, occupancy: 196351488B, additional buffer size: 16777216B, predicted old gen allocation rate: 387525.00B/s, predicted marking phase length: 851.67ms, prediction active: true
[2024-10-12T10:02:22.483+0800] GC(139) Basic information (value update), threshold: 215265789B (80.19), target occupancy: 268435456B, current occupancy: 208701440B, recent allocation size: 12384B, recent allocation duration: 327.90ms, recent old gen allocation rate: 37767.14B/s, recent marking phase length: 581.88ms
[2024-10-12T10:02:22.483+0800] GC(139) Adaptive IHOP information (value update), threshold: 215265789B (94.34), internal target occupancy: 228170137B, occupancy: 208701440B, additional buffer size: 12582912B, predicted old gen allocation rate: 377416.57B/s, predicted marking phase length: 851.67ms, prediction active: true
[2024-10-12T10:02:22.753+0800] GC(140) Basic information (value update), threshold: 215273771B (80.20), target occupancy: 268435456B, current occupancy: 219886592B, recent allocation size: 12384B, recent allocation duration: 266.28ms, recent old gen allocation rate: 46507.77B/s, recent marking phase length: 581.88ms
[2024-10-12T10:02:22.753+0800] GC(140) Adaptive IHOP information (value update), threshold: 215273771B (94.35), internal target occupancy: 228170137B, occupancy: 219886592B, additional buffer size: 12582912B, predicted old gen allocation rate: 368045.38B/s, predicted marking phase length: 851.67ms, prediction active: true
[2024-10-12T10:02:23.023+0800] GC(141) Basic information (value update), threshold: 215282143B (80.20), target occupancy: 268435456B, current occupancy: 230371840B, recent allocation size: 8256B, recent allocation duration: 266.65ms, recent old gen allocation rate: 30961.81B/s, recent marking phase length: 581.88ms
[2024-10-12T10:02:23.023+0800] GC(141) Adaptive IHOP information (value update), threshold: 215282143B (94.35), internal target occupancy: 228170137B, occupancy: 230371840B, additional buffer size: 12582912B, predicted old gen allocation rate: 358214.74B/s, predicted marking phase length: 851.67ms, prediction active: true
[2024-10-12T10:02:23.343+0800] GC(143) Basic information (value update), threshold: 227873620B (84.89), target occupancy: 268435456B, current occupancy: 171185664B, recent allocation size: 6192B, recent allocation duration: 315.75ms, recent old gen allocation rate: 19610.25B/s, recent marking phase length: 581.88ms
[2024-10-12T10:02:23.343+0800] GC(143) Adaptive IHOP information (value update), threshold: 227873620B (99.87), internal target occupancy: 228170137B, occupancy: 171185664B, additional buffer size: 0B, predicted old gen allocation rate: 348157.83B/s, predicted marking phase length: 851.67ms, prediction active: true
[2024-10-12T10:02:23.612+0800] GC(144) Basic information (value update), threshold: 227876782B (84.89), target occupancy: 268435456B, current occupancy: 153942528B, recent allocation size: 14448B, recent allocation duration: 315.75ms, recent old gen allocation rate: 45757.24B/s, recent marking phase length: 581.35ms
[2024-10-12T10:02:23.612+0800] GC(144) Adaptive IHOP information (value update), threshold: 227876782B (99.87), internal target occupancy: 228170137B, occupancy: 153942528B, additional buffer size: 0B, predicted old gen allocation rate: 348157.83B/s, predicted marking phase length: 842.59ms, prediction active: true
[2024-10-12T10:02:24.283+0800] GC(145) Basic information (value update), threshold: 206914113B (77.08), target occupancy: 268435456B, current occupancy: 179108352B, recent allocation size: 2099216B, recent allocation duration: 664.07ms, recent old gen allocation rate: 3161127.08B/s, recent marking phase length: 581.35ms
[2024-10-12T10:02:24.283+0800] GC(145) Adaptive IHOP information (value update), threshold: 206914113B (90.68), internal target occupancy: 228170137B, occupancy: 179108352B, additional buffer size: 20971520B, predicted old gen allocation rate: 337654.03B/s, predicted marking phase length: 842.59ms, prediction active: true
[2024-10-12T10:02:24.718+0800] GC(146) Basic information (value update), threshold: 211115757B (78.65), target occupancy: 268435456B, current occupancy: 192625664B, recent allocation size: 14448B, recent allocation duration: 430.12ms, recent old gen allocation rate: 33590.33B/s, recent marking phase length: 581.35ms
[2024-10-12T10:02:24.718+0800] GC(146) Adaptive IHOP information (value update), threshold: 211115757B (92.53), internal target occupancy: 228170137B, occupancy: 192625664B, additional buffer size: 16777216B, predicted old gen allocation rate: 328942.99B/s, predicted marking phase length: 842.59ms, prediction active: true
[2024-10-12T10:02:25.051+0800] GC(147) Basic information (value update), threshold: 215317001B (80.21), target occupancy: 268435456B, current occupancy: 205206016B, recent allocation size: 12384B, recent allocation duration: 327.36ms, recent old gen allocation rate: 37829.93B/s, recent marking phase length: 581.35ms
[2024-10-12T10:02:25.051+0800] GC(147) Adaptive IHOP information (value update), threshold: 215317001B (94.37), internal target occupancy: 228170137B, occupancy: 205206016B, additional buffer size: 12582912B, predicted old gen allocation rate: 320706.27B/s, predicted marking phase length: 842.59ms, prediction active: true
[2024-10-12T10:02:25.321+0800] GC(148) Basic information (value update), threshold: 215324008B (80.21), target occupancy: 268435456B, current occupancy: 214294016B, recent allocation size: 8256B, recent allocation duration: 266.58ms, recent old gen allocation rate: 30970.36B/s, recent marking phase length: 581.35ms
[2024-10-12T10:02:25.321+0800] GC(148) Adaptive IHOP information (value update), threshold: 215324008B (94.37), internal target occupancy: 228170137B, occupancy: 214294016B, additional buffer size: 12582912B, predicted old gen allocation rate: 312390.42B/s, predicted marking phase length: 842.59ms, prediction active: true
[2024-10-12T10:02:25.591+0800] GC(149) Basic information (value update), threshold: 215330793B (80.22), target occupancy: 268435456B, current occupancy: 224080896B, recent allocation size: 8256B, recent allocation duration: 265.78ms, recent old gen allocation rate: 31063.18B/s, recent marking phase length: 581.35ms
[2024-10-12T10:02:25.591+0800] GC(149) Adaptive IHOP information (value update), threshold: 215330793B (94.37), internal target occupancy: 228170137B, occupancy: 224080896B, additional buffer size: 12582912B, predicted old gen allocation rate: 304337.55B/s, predicted marking phase length: 842.59ms, prediction active: true
[2024-10-12T10:02:25.912+0800] GC(151) Basic information (value update), threshold: 227919948B (84.91), target occupancy: 268435456B, current occupancy: 171651584B, recent allocation size: 12384B, recent allocation duration: 315.79ms, recent old gen allocation rate: 39216.50B/s, recent marking phase length: 581.35ms
[2024-10-12T10:02:25.912+0800] GC(151) Adaptive IHOP information (value update), threshold: 227919948B (99.89), internal target occupancy: 228170137B, occupancy: 171651584B, additional buffer size: 0B, predicted old gen allocation rate: 296927.82B/s, predicted marking phase length: 842.59ms, prediction active: true
[2024-10-12T10:02:26.181+0800] GC(152) Basic information (value update), threshold: 227922574B (84.91), target occupancy: 268435456B, current occupancy: 154410496B, recent allocation size: 78432B, recent allocation duration: 315.79ms, recent old gen allocation rate: 248371.15B/s, recent marking phase length: 581.51ms
[2024-10-12T10:02:26.181+0800] GC(152) Adaptive IHOP information (value update), threshold: 227922574B (99.89), internal target occupancy: 228170137B, occupancy: 154410496B, additional buffer size: 0B, predicted old gen allocation rate: 296927.82B/s, predicted marking phase length: 833.75ms, prediction active: true
[2024-10-12T10:02:27.114+0800] GC(154) Basic information (value update), threshold: 209055629B (77.88), target occupancy: 268435456B, current occupancy: 187962880B, recent allocation size: 2064B, recent allocation duration: 654.61ms, recent old gen allocation rate: 3153.00B/s, recent marking phase length: 581.51ms
[2024-10-12T10:02:27.114+0800] GC(154) Adaptive IHOP information (value update), threshold: 209055629B (91.62), internal target occupancy: 228170137B, occupancy: 187962880B, additional buffer size: 18874368B, predicted old gen allocation rate: 288024.08B/s, predicted marking phase length: 833.75ms, prediction active: true
[2024-10-12T10:02:27.507+0800] GC(155) Basic information (value update), threshold: 213256188B (79.44), target occupancy: 268435456B, current occupancy: 201711104B, recent allocation size: 10320B, recent allocation duration: 389.43ms, recent old gen allocation rate: 26500.41B/s, recent marking phase length: 581.51ms
[2024-10-12T10:02:27.507+0800] GC(155) Adaptive IHOP information (value update), threshold: 213256188B (93.46), internal target occupancy: 228170137B, occupancy: 201711104B, additional buffer size: 14680064B, predicted old gen allocation rate: 280521.85B/s, predicted marking phase length: 833.75ms, prediction active: true
[2024-10-12T10:02:27.775+0800] GC(156) Basic information (value update), threshold: 215358905B (80.23), target occupancy: 268435456B, current occupancy: 212662784B, recent allocation size: 10320B, recent allocation duration: 266.10ms, recent old gen allocation rate: 38782.75B/s, recent marking phase length: 581.51ms
[2024-10-12T10:02:27.775+0800] GC(156) Adaptive IHOP information (value update), threshold: 215358905B (94.39), internal target occupancy: 228170137B, occupancy: 212662784B, additional buffer size: 12582912B, predicted old gen allocation rate: 273846.83B/s, predicted marking phase length: 833.75ms, prediction active: true
[2024-10-12T10:02:28.044+0800] GC(157) Basic information (value update), threshold: 215364619B (80.23), target occupancy: 268435456B, current occupancy: 222682624B, recent allocation size: 8256B, recent allocation duration: 265.78ms, recent old gen allocation rate: 31063.82B/s, recent marking phase length: 581.51ms
[2024-10-12T10:02:28.044+0800] GC(157) Adaptive IHOP information (value update), threshold: 215364619B (94.39), internal target occupancy: 228170137B, occupancy: 222682624B, additional buffer size: 12582912B, predicted old gen allocation rate: 266993.58B/s, predicted marking phase length: 833.75ms, prediction active: true
[2024-10-12T10:02:28.365+0800] GC(159) Basic information (value update), threshold: 227952743B (84.92), target occupancy: 268435456B, current occupancy: 161168384B, recent allocation size: 12384B, recent allocation duration: 316.16ms, recent old gen allocation rate: 39170.56B/s, recent marking phase length: 581.51ms
[2024-10-12T10:02:28.365+0800] GC(159) Adaptive IHOP information (value update), threshold: 227952743B (99.90), internal target occupancy: 228170137B, occupancy: 161168384B, additional buffer size: 0B, predicted old gen allocation rate: 260742.44B/s, predicted marking phase length: 833.75ms, prediction active: true
[2024-10-12T10:02:28.636+0800] GC(160) Basic information (value update), threshold: 227954963B (84.92), target occupancy: 268435456B, current occupancy: 154876928B, recent allocation size: 2111600B, recent allocation duration: 316.16ms, recent old gen allocation rate: 6678985.30B/s, recent marking phase length: 584.47ms
[2024-10-12T10:02:28.636+0800] GC(160) Adaptive IHOP information (value update), threshold: 227954963B (99.91), internal target occupancy: 228170137B, occupancy: 154876928B, additional buffer size: 0B, predicted old gen allocation rate: 260742.44B/s, predicted marking phase length: 825.24ms, prediction active: true
[2024-10-12T10:02:29.293+0800] GC(161) Basic information (value update), threshold: 204892719B (76.33), target occupancy: 268435456B, current occupancy: 177479168B, recent allocation size: 2064B, recent allocation duration: 654.56ms, recent old gen allocation rate: 3153.25B/s, recent marking phase length: 584.47ms
[2024-10-12T10:02:29.293+0800] GC(161) Adaptive IHOP information (value update), threshold: 204892719B (89.80), internal target occupancy: 228170137B, occupancy: 177479168B, additional buffer size: 23068672B, predicted old gen allocation rate: 252952.78B/s, predicted marking phase length: 825.24ms, prediction active: true
[2024-10-12T10:02:29.787+0800] GC(162) Basic information (value update), threshold: 211189859B (78.67), target occupancy: 268435456B, current occupancy: 195885568B, recent allocation size: 8256B, recent allocation duration: 491.91ms, recent old gen allocation rate: 16783.39B/s, recent marking phase length: 584.47ms
[2024-10-12T10:02:29.787+0800] GC(162) Adaptive IHOP information (value update), threshold: 211189859B (92.56), internal target occupancy: 228170137B, occupancy: 195885568B, additional buffer size: 16777216B, predicted old gen allocation rate: 246064.78B/s, predicted marking phase length: 825.24ms, prediction active: true
[2024-10-12T10:02:30.117+0800] GC(163) Basic information (value update), threshold: 215388827B (80.24), target occupancy: 268435456B, current occupancy: 208002560B, recent allocation size: 12384B, recent allocation duration: 327.31ms, recent old gen allocation rate: 37835.29B/s, recent marking phase length: 584.47ms
[2024-10-12T10:02:30.117+0800] GC(163) Adaptive IHOP information (value update), threshold: 215388827B (94.40), internal target occupancy: 228170137B, occupancy: 208002560B, additional buffer size: 12582912B, predicted old gen allocation rate: 240413.17B/s, predicted marking phase length: 825.24ms, prediction active: true
[2024-10-12T10:02:30.385+0800] GC(164) Basic information (value update), threshold: 215393322B (80.24), target occupancy: 268435456B, current occupancy: 218488320B, recent allocation size: 10320B, recent allocation duration: 266.57ms, recent old gen allocation rate: 38714.43B/s, recent marking phase length: 584.47ms
[2024-10-12T10:02:30.385+0800] GC(164) Adaptive IHOP information (value update), threshold: 215393322B (94.40), internal target occupancy: 228170137B, occupancy: 218488320B, additional buffer size: 12582912B, predicted old gen allocation rate: 234966.56B/s, predicted marking phase length: 825.24ms, prediction active: true
[2024-10-12T10:02:30.571+0800] GC(165) Basic information (value update), threshold: 215396505B (80.24), target occupancy: 268435456B, current occupancy: 226177536B, recent allocation size: 12384B, recent allocation duration: 183.80ms, recent old gen allocation rate: 67379.36B/s, recent marking phase length: 584.47ms
[2024-10-12T10:02:30.571+0800] GC(165) Adaptive IHOP information (value update), threshold: 215396505B (94.40), internal target occupancy: 228170137B, occupancy: 226177536B, additional buffer size: 12582912B, predicted old gen allocation rate: 231109.88B/s, predicted marking phase length: 825.24ms, prediction active: true
[2024-10-12T10:02:30.912+0800] GC(167) Basic information (value update), threshold: 227984045B (84.93), target occupancy: 268435456B, current occupancy: 178642432B, recent allocation size: 2107472B, recent allocation duration: 337.46ms, recent old gen allocation rate: 6245130.86B/s, recent marking phase length: 584.47ms
[2024-10-12T10:02:30.912+0800] GC(167) Adaptive IHOP information (value update), threshold: 227984045B (99.92), internal target occupancy: 228170137B, occupancy: 178642432B, additional buffer size: 0B, predicted old gen allocation rate: 225501.02B/s, predicted marking phase length: 825.24ms, prediction active: true
[2024-10-12T10:02:31.179+0800] GC(168) Basic information (value update), threshold: 227985780B (84.93), target occupancy: 268435456B, current occupancy: 161170432B, recent allocation size: 86688B, recent allocation duration: 337.46ms, recent old gen allocation rate: 256884.98B/s, recent marking phase length: 603.21ms
[2024-10-12T10:02:31.179+0800] GC(168) Adaptive IHOP information (value update), threshold: 227985780B (99.92), internal target occupancy: 228170137B, occupancy: 161170432B, additional buffer size: 0B, predicted old gen allocation rate: 225501.02B/s, predicted marking phase length: 817.55ms, prediction active: true
[2024-10-12T10:02:32.105+0800] GC(170) Basic information (value update), threshold: 207019775B (77.12), target occupancy: 268435456B, current occupancy: 183302656B, recent allocation size: 2064B, recent allocation duration: 655.03ms, recent old gen allocation rate: 3151.02B/s, recent marking phase length: 603.21ms
[2024-10-12T10:02:32.105+0800] GC(170) Adaptive IHOP information (value update), threshold: 207019775B (90.73), internal target occupancy: 228170137B, occupancy: 183302656B, additional buffer size: 20971520B, predicted old gen allocation rate: 218755.75B/s, predicted marking phase length: 817.55ms, prediction active: true
[2024-10-12T10:02:32.537+0800] GC(171) Basic information (value update), threshold: 213315374B (79.47), target occupancy: 268435456B, current occupancy: 199613952B, recent allocation size: 14448B, recent allocation duration: 430.56ms, recent old gen allocation rate: 33556.23B/s, recent marking phase length: 603.21ms
[2024-10-12T10:02:32.537+0800] GC(171) Adaptive IHOP information (value update), threshold: 213315374B (93.49), internal target occupancy: 228170137B, occupancy: 199613952B, additional buffer size: 14680064B, predicted old gen allocation rate: 213687.74B/s, predicted marking phase length: 817.55ms, prediction active: true
[2024-10-12T10:02:32.806+0800] GC(172) Basic information (value update), threshold: 215416027B (80.25), target occupancy: 268435456B, current occupancy: 209400320B, recent allocation size: 2109536B, recent allocation duration: 266.40ms, recent old gen allocation rate: 7918730.46B/s, recent marking phase length: 603.21ms
[2024-10-12T10:02:32.806+0800] GC(172) Adaptive IHOP information (value update), threshold: 215416027B (94.41), internal target occupancy: 228170137B, occupancy: 209400320B, additional buffer size: 12582912B, predicted old gen allocation rate: 209405.25B/s, predicted marking phase length: 817.55ms, prediction active: true
[2024-10-12T10:02:33.073+0800] GC(173) Basic information (value update), threshold: 215419747B (80.25), target occupancy: 268435456B, current occupancy: 219886080B, recent allocation size: 10320B, recent allocation duration: 265.66ms, recent old gen allocation rate: 38846.18B/s, recent marking phase length: 603.21ms
[2024-10-12T10:02:33.073+0800] GC(173) Adaptive IHOP information (value update), threshold: 215419747B (94.41), internal target occupancy: 228170137B, occupancy: 219886080B, additional buffer size: 12582912B, predicted old gen allocation rate: 204854.90B/s, predicted marking phase length: 817.55ms, prediction active: true
[2024-10-12T10:02:33.341+0800] GC(174) Basic information (value update), threshold: 215423676B (80.25), target occupancy: 268435456B, current occupancy: 229905920B, recent allocation size: 8256B, recent allocation duration: 265.81ms, recent old gen allocation rate: 31059.47B/s, recent marking phase length: 603.21ms
[2024-10-12T10:02:33.342+0800] GC(174) Adaptive IHOP information (value update), threshold: 215423676B (94.41), internal target occupancy: 228170137B, occupancy: 229905920B, additional buffer size: 12582912B, predicted old gen allocation rate: 200049.76B/s, predicted marking phase length: 817.55ms, prediction active: true
[2024-10-12T10:02:33.659+0800] GC(176) Basic information (value update), threshold: 228010592B (84.94), target occupancy: 268435456B, current occupancy: 166991360B, recent allocation size: 8256B, recent allocation duration: 314.67ms, recent old gen allocation rate: 26237.00B/s, recent marking phase length: 603.21ms
[2024-10-12T10:02:33.659+0800] GC(176) Adaptive IHOP information (value update), threshold: 228010592B (99.93), internal target occupancy: 228170137B, occupancy: 166991360B, additional buffer size: 0B, predicted old gen allocation rate: 195152.20B/s, predicted marking phase length: 817.55ms, prediction active: true
[2024-10-12T10:02:33.926+0800] GC(177) Basic information (value update), threshold: 228012183B (84.94), target occupancy: 268435456B, current occupancy: 150682624B, recent allocation size: 14448B, recent allocation duration: 314.67ms, recent old gen allocation rate: 45914.76B/s, recent marking phase length: 580.05ms
[2024-10-12T10:02:33.926+0800] GC(177) Adaptive IHOP information (value update), threshold: 228012183B (99.93), internal target occupancy: 228170137B, occupancy: 150682624B, additional buffer size: 0B, predicted old gen allocation rate: 195152.20B/s, predicted marking phase length: 809.39ms, prediction active: true
[2024-10-12T10:02:34.849+0800] GC(179) Basic information (value update), threshold: 204948241B (76.35), target occupancy: 268435456B, current occupancy: 178642432B, recent allocation size: 2099216B, recent allocation duration: 653.60ms, recent old gen allocation rate: 3211754.99B/s, recent marking phase length: 580.05ms
[2024-10-12T10:02:34.849+0800] GC(179) Adaptive IHOP information (value update), threshold: 204948241B (89.82), internal target occupancy: 228170137B, occupancy: 178642432B, additional buffer size: 23068672B, predicted old gen allocation rate: 189308.12B/s, predicted marking phase length: 809.39ms, prediction active: true
[2024-10-12T10:02:35.341+0800] GC(180) Basic information (value update), threshold: 211243419B (78.69), target occupancy: 268435456B, current occupancy: 195419648B, recent allocation size: 12384B, recent allocation duration: 490.12ms, recent old gen allocation rate: 25267.43B/s, recent marking phase length: 580.05ms
[2024-10-12T10:02:35.341+0800] GC(180) Adaptive IHOP information (value update), threshold: 211243419B (92.58), internal target occupancy: 228170137B, occupancy: 195419648B, additional buffer size: 16777216B, predicted old gen allocation rate: 184709.87B/s, predicted marking phase length: 809.39ms, prediction active: true
[2024-10-12T10:02:35.671+0800] GC(181) Basic information (value update), threshold: 215441085B (80.26), target occupancy: 268435456B, current occupancy: 207070208B, recent allocation size: 10320B, recent allocation duration: 327.23ms, recent old gen allocation rate: 31537.63B/s, recent marking phase length: 580.05ms
[2024-10-12T10:02:35.671+0800] GC(181) Adaptive IHOP information (value update), threshold: 215441085B (94.42), internal target occupancy: 228170137B, occupancy: 207070208B, additional buffer size: 12582912B, predicted old gen allocation rate: 180555.62B/s, predicted marking phase length: 809.39ms, prediction active: true
[2024-10-12T10:02:35.937+0800] GC(182) Basic information (value update), threshold: 215444057B (80.26), target occupancy: 268435456B, current occupancy: 215694336B, recent allocation size: 10320B, recent allocation duration: 265.21ms, recent old gen allocation rate: 38913.18B/s, recent marking phase length: 580.05ms
[2024-10-12T10:02:35.937+0800] GC(182) Adaptive IHOP information (value update), threshold: 215444057B (94.42), internal target occupancy: 228170137B, occupancy: 215694336B, additional buffer size: 12582912B, predicted old gen allocation rate: 176884.34B/s, predicted marking phase length: 809.39ms, prediction active: true
[2024-10-12T10:02:36.204+0800] GC(183) Basic information (value update), threshold: 215446633B (80.26), target occupancy: 268435456B, current occupancy: 225012736B, recent allocation size: 12384B, recent allocation duration: 265.07ms, recent old gen allocation rate: 46719.36B/s, recent marking phase length: 580.05ms
[2024-10-12T10:02:36.204+0800] GC(183) Adaptive IHOP information (value update), threshold: 215446633B (94.42), internal target occupancy: 228170137B, occupancy: 225012736B, additional buffer size: 12582912B, predicted old gen allocation rate: 173700.99B/s, predicted marking phase length: 809.39ms, prediction active: true
[2024-10-12T10:02:36.523+0800] GC(185) Basic information (value update), threshold: 228032884B (84.95), target occupancy: 268435456B, current occupancy: 183302656B, recent allocation size: 8256B, recent allocation duration: 315.51ms, recent old gen allocation rate: 26167.49B/s, recent marking phase length: 580.05ms
[2024-10-12T10:02:36.523+0800] GC(185) Adaptive IHOP information (value update), threshold: 228032884B (99.94), internal target occupancy: 228170137B, occupancy: 183302656B, additional buffer size: 0B, predicted old gen allocation rate: 169576.41B/s, predicted marking phase length: 809.39ms, prediction active: true
[2024-10-12T10:02:36.790+0800] GC(186) Basic information (value update), threshold: 228034221B (84.95), target occupancy: 268435456B, current occupancy: 164896256B, recent allocation size: 35088B, recent allocation duration: 315.51ms, recent old gen allocation rate: 111211.85B/s, recent marking phase length: 580.65ms
[2024-10-12T10:02:36.790+0800] GC(186) Adaptive IHOP information (value update), threshold: 228034221B (99.94), internal target occupancy: 228170137B, occupancy: 164896256B, additional buffer size: 0B, predicted old gen allocation rate: 169576.41B/s, predicted marking phase length: 801.51ms, prediction active: true
[2024-10-12T10:02:37.774+0800] GC(188) Basic information (value update), threshold: 207066899B (77.14), target occupancy: 268435456B, current occupancy: 182836736B, recent allocation size: 0B, recent allocation duration: 714.69ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 580.65ms
[2024-10-12T10:02:37.774+0800] GC(188) Adaptive IHOP information (value update), threshold: 207066899B (90.75), internal target occupancy: 228170137B, occupancy: 182836736B, additional buffer size: 20971520B, predicted old gen allocation rate: 164338.10B/s, predicted marking phase length: 801.51ms, prediction active: true
[2024-10-12T10:02:38.205+0800] GC(189) Basic information (value update), threshold: 213361312B (79.48), target occupancy: 268435456B, current occupancy: 198914560B, recent allocation size: 12384B, recent allocation duration: 429.22ms, recent old gen allocation rate: 28852.31B/s, recent marking phase length: 580.65ms
[2024-10-12T10:02:38.206+0800] GC(189) Adaptive IHOP information (value update), threshold: 213361312B (93.51), internal target occupancy: 228170137B, occupancy: 198914560B, additional buffer size: 14680064B, predicted old gen allocation rate: 160649.54B/s, predicted marking phase length: 801.51ms, prediction active: true
[2024-10-12T10:02:38.472+0800] GC(190) Basic information (value update), threshold: 215460622B (80.27), target occupancy: 268435456B, current occupancy: 210099712B, recent allocation size: 12384B, recent allocation duration: 265.30ms, recent old gen allocation rate: 46678.49B/s, recent marking phase length: 580.65ms
[2024-10-12T10:02:38.472+0800] GC(190) Adaptive IHOP information (value update), threshold: 215460622B (94.43), internal target occupancy: 228170137B, occupancy: 210099712B, additional buffer size: 12582912B, predicted old gen allocation rate: 157956.26B/s, predicted marking phase length: 801.51ms, prediction active: true
[2024-10-12T10:02:38.739+0800] GC(191) Basic information (value update), threshold: 215463047B (80.27), target occupancy: 268435456B, current occupancy: 219653120B, recent allocation size: 10320B, recent allocation duration: 265.09ms, recent old gen allocation rate: 38930.14B/s, recent marking phase length: 580.65ms
[2024-10-12T10:02:38.739+0800] GC(191) Adaptive IHOP information (value update), threshold: 215463047B (94.43), internal target occupancy: 228170137B, occupancy: 219653120B, additional buffer size: 12582912B, predicted old gen allocation rate: 154931.34B/s, predicted marking phase length: 801.51ms, prediction active: true
