[2024-10-12T11:09:19.711+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:09:19.903+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 191.46ms, recent old gen allocation rate: 10953398.94B/s, recent marking phase length: 0.00ms
[2024-10-12T11:09:58.322+0800] GC(447) Adaptive IHOP information (value update), threshold: 110779482B (97.10), internal target occupancy: 114085068B, occupancy: 100997000B, additional buffer size: 0B, predicted old gen allocation rate: 13653757.21B/s, predicted marking phase length: 242.10ms, prediction active: true
[2024-10-12T11:09:58.389+0800] GC(448) Basic information (value update), threshold: 110787653B (82.54), target occupancy: 134217728B, current occupancy: 117311880B, recent allocation size: 2371664B, recent allocation duration: 151.79ms, recent old gen allocation rate: 15624608.53B/s, recent marking phase length: 213.60ms
[2024-10-12T11:09:58.389+0800] GC(448) Adaptive IHOP information (value update), threshold: 110787653B (97.11), internal target occupancy: 114085068B, occupancy: 117311880B, additional buffer size: 0B, predicted old gen allocation rate: 13653757.21B/s, predicted marking phase length: 241.50ms, prediction active: true
[2024-10-12T11:09:58.391+0800] GC(449) Basic information (value update), threshold: 103362795B (77.01), target occupancy: 134217728B, current occupancy: 120179488B, recent allocation size: 4200496B, recent allocation duration: 68.02ms, recent old gen allocation rate: 61755175.35B/s, recent marking phase length: 213.60ms
[2024-10-12T11:09:58.391+0800] GC(449) Adaptive IHOP information (value update), threshold: 103362795B (90.60), internal target occupancy: 114085068B, occupancy: 120179488B, additional buffer size: 6291456B, predicted old gen allocation rate: 18346884.46B/s, predicted marking phase length: 241.50ms, prediction active: true
[2024-10-12T11:09:58.646+0800] GC(452) Basic information (value update), threshold: 103445308B (77.07), target occupancy: 134217728B, current occupancy: 85084952B, recent allocation size: 2097152B, recent allocation duration: 322.10ms, recent old gen allocation rate: 6510819.22B/s, recent marking phase length: 213.60ms
[2024-10-12T11:09:58.646+0800] GC(452) Adaptive IHOP information (value update), threshold: 103445308B (90.67), internal target occupancy: 114085068B, occupancy: 85084952B, additional buffer size: 6291456B, predicted old gen allocation rate: 18005220.39B/s, predicted marking phase length: 241.50ms, prediction active: true
[2024-10-12T11:09:58.750+0800] GC(453) Basic information (value update), threshold: 103593634B (77.18), target occupancy: 134217728B, current occupancy: 89279768B, recent allocation size: 6192B, recent allocation duration: 102.53ms, recent old gen allocation rate: 60389.22B/s, recent marking phase length: 213.60ms
[2024-10-12T11:09:58.750+0800] GC(453) Adaptive IHOP information (value update), threshold: 103593634B (90.80), internal target occupancy: 114085068B, occupancy: 89279768B, additional buffer size: 6291456B, predicted old gen allocation rate: 17391039.09B/s, predicted marking phase length: 241.50ms, prediction active: true
[2024-10-12T11:09:58.854+0800] GC(454) Basic information (value update), threshold: 103736554B (77.29), target occupancy: 134217728B, current occupancy: 93473560B, recent allocation size: 6192B, recent allocation duration: 102.93ms, recent old gen allocation rate: 60160.11B/s, recent marking phase length: 213.60ms
[2024-10-12T11:09:58.854+0800] GC(454) Adaptive IHOP information (value update), threshold: 103736554B (90.93), internal target occupancy: 114085068B, occupancy: 93473560B, additional buffer size: 6291456B, predicted old gen allocation rate: 16799244.34B/s, predicted marking phase length: 241.50ms, prediction active: true
[2024-10-12T11:09:58.958+0800] GC(455) Basic information (value update), threshold: 103874258B (77.39), target occupancy: 134217728B, current occupancy: 97201944B, recent allocation size: 6192B, recent allocation duration: 102.47ms, recent old gen allocation rate: 60426.72B/s, recent marking phase length: 213.60ms
[2024-10-12T11:09:58.958+0800] GC(455) Adaptive IHOP information (value update), threshold: 103874258B (91.05), internal target occupancy: 114085068B, occupancy: 97201944B, additional buffer size: 6291456B, predicted old gen allocation rate: 16229044.86B/s, predicted marking phase length: 241.50ms, prediction active: true
[2024-10-12T11:09:59.115+0800] GC(457) Basic information (value update), threshold: 110298591B (82.18), target occupancy: 134217728B, current occupancy: 98833176B, recent allocation size: 6192B, recent allocation duration: 152.24ms, recent old gen allocation rate: 40672.02B/s, recent marking phase length: 213.60ms
[2024-10-12T11:09:59.115+0800] GC(457) Adaptive IHOP information (value update), threshold: 110298591B (96.68), internal target occupancy: 114085068B, occupancy: 98833176B, additional buffer size: 0B, predicted old gen allocation rate: 15678836.25B/s, predicted marking phase length: 241.50ms, prediction active: true
[2024-10-12T11:09:59.183+0800] GC(458) Basic information (value update), threshold: 110307540B (82.19), target occupancy: 134217728B, current occupancy: 116781368B, recent allocation size: 2692320B, recent allocation duration: 152.24ms, recent old gen allocation rate: 17684448.27B/s, recent marking phase length: 213.96ms
[2024-10-12T11:09:59.183+0800] GC(458) Adaptive IHOP information (value update), threshold: 110307540B (96.69), internal target occupancy: 114085068B, occupancy: 116781368B, additional buffer size: 0B, predicted old gen allocation rate: 15678836.25B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:09:59.225+0800] GC(459) Basic information (value update), threshold: 103895957B (77.41), target occupancy: 134217728B, current occupancy: 118418752B, recent allocation size: 2097152B, recent allocation duration: 109.63ms, recent old gen allocation rate: 19128730.77B/s, recent marking phase length: 213.96ms
[2024-10-12T11:09:59.226+0800] GC(459) Adaptive IHOP information (value update), threshold: 103895957B (91.07), internal target occupancy: 114085068B, occupancy: 118418752B, additional buffer size: 6291456B, predicted old gen allocation rate: 16177430.00B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:09:59.339+0800] GC(461) Basic information (value update), threshold: 110082170B (82.02), target occupancy: 134217728B, current occupancy: 120354456B, recent allocation size: 4194304B, recent allocation duration: 223.71ms, recent old gen allocation rate: 18749063.73B/s, recent marking phase length: 213.96ms
[2024-10-12T11:09:59.339+0800] GC(461) Adaptive IHOP information (value update), threshold: 110082170B (96.49), internal target occupancy: 114085068B, occupancy: 120354456B, additional buffer size: 0B, predicted old gen allocation rate: 16614249.85B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:09:59.567+0800] GC(463) Basic information (value update), threshold: 101831371B (75.87), target occupancy: 134217728B, current occupancy: 83390216B, recent allocation size: 0B, recent allocation duration: 450.38ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.96ms
[2024-10-12T11:09:59.567+0800] GC(463) Adaptive IHOP information (value update), threshold: 101831371B (89.26), internal target occupancy: 114085068B, occupancy: 83390216B, additional buffer size: 8388608B, predicted old gen allocation rate: 16042265.21B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:09:59.732+0800] GC(464) Basic information (value update), threshold: 104060959B (77.53), target occupancy: 134217728B, current occupancy: 89681672B, recent allocation size: 6192B, recent allocation duration: 164.01ms, recent old gen allocation rate: 37754.16B/s, recent marking phase length: 213.96ms
[2024-10-12T11:09:59.732+0800] GC(464) Adaptive IHOP information (value update), threshold: 104060959B (91.21), internal target occupancy: 114085068B, occupancy: 89681672B, additional buffer size: 6291456B, predicted old gen allocation rate: 15492579.81B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:09:59.836+0800] GC(465) Basic information (value update), threshold: 104188549B (77.63), target occupancy: 134217728B, current occupancy: 93410056B, recent allocation size: 4128B, recent allocation duration: 102.86ms, recent old gen allocation rate: 40132.79B/s, recent marking phase length: 213.96ms
[2024-10-12T11:09:59.836+0800] GC(465) Adaptive IHOP information (value update), threshold: 104188549B (91.33), internal target occupancy: 114085068B, occupancy: 93410056B, additional buffer size: 6291456B, predicted old gen allocation rate: 14963013.53B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:09:59.941+0800] GC(466) Basic information (value update), threshold: 104311292B (77.72), target occupancy: 134217728B, current occupancy: 97604360B, recent allocation size: 6192B, recent allocation duration: 102.60ms, recent old gen allocation rate: 60348.80B/s, recent marking phase length: 213.96ms
[2024-10-12T11:09:59.941+0800] GC(466) Adaptive IHOP information (value update), threshold: 104311292B (91.43), internal target occupancy: 114085068B, occupancy: 97604360B, additional buffer size: 6291456B, predicted old gen allocation rate: 14453562.51B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:10:00.096+0800] GC(468) Basic information (value update), threshold: 110721205B (82.49), target occupancy: 134217728B, current occupancy: 99468504B, recent allocation size: 6192B, recent allocation duration: 152.04ms, recent old gen allocation rate: 40726.85B/s, recent marking phase length: 213.96ms
[2024-10-12T11:10:00.096+0800] GC(468) Adaptive IHOP information (value update), threshold: 110721205B (97.05), internal target occupancy: 114085068B, occupancy: 99468504B, additional buffer size: 0B, predicted old gen allocation rate: 13961899.30B/s, predicted marking phase length: 240.93ms, prediction active: true
[2024-10-12T11:10:00.164+0800] GC(469) Basic information (value update), threshold: 110729228B (82.50), target occupancy: 134217728B, current occupancy: 112631096B, recent allocation size: 2912432B, recent allocation duration: 152.04ms, recent old gen allocation rate: 19156037.06B/s, recent marking phase length: 213.73ms
[2024-10-12T11:10:00.164+0800] GC(469) Adaptive IHOP information (value update), threshold: 110729228B (97.06), internal target occupancy: 114085068B, occupancy: 112631096B, additional buffer size: 0B, predicted old gen allocation rate: 13961899.30B/s, predicted marking phase length: 240.36ms, prediction active: true
[2024-10-12T11:10:00.269+0800] GC(470) Basic information (value update), threshold: 104404001B (77.79), target occupancy: 134217728B, current occupancy: 118922552B, recent allocation size: 2101280B, recent allocation duration: 170.81ms, recent old gen allocation rate: 12301522.27B/s, recent marking phase length: 213.73ms
[2024-10-12T11:10:00.269+0800] GC(470) Adaptive IHOP information (value update), threshold: 104404001B (91.51), internal target occupancy: 114085068B, occupancy: 118922552B, additional buffer size: 6291456B, predicted old gen allocation rate: 14102402.94B/s, predicted marking phase length: 240.36ms, prediction active: true
[2024-10-12T11:10:00.384+0800] GC(472) Basic information (value update), threshold: 110731166B (82.50), target occupancy: 134217728B, current occupancy: 120792952B, recent allocation size: 2097152B, recent allocation duration: 286.30ms, recent old gen allocation rate: 7324924.53B/s, recent marking phase length: 213.73ms
[2024-10-12T11:10:00.384+0800] GC(472) Adaptive IHOP information (value update), threshold: 110731166B (97.06), internal target occupancy: 114085068B, occupancy: 120792952B, additional buffer size: 0B, predicted old gen allocation rate: 13953833.92B/s, predicted marking phase length: 240.36ms, prediction active: true
[2024-10-12T11:10:00.430+0800] GC(473) Basic information (value update), threshold: 110772640B (82.53), target occupancy: 134217728B, current occupancy: 122495896B, recent allocation size: 4194304B, recent allocation duration: 286.30ms, recent old gen allocation rate: 14649849.07B/s, recent marking phase length: 153.37ms
[2024-10-12T11:10:00.430+0800] GC(473) Adaptive IHOP information (value update), threshold: 110772640B (97.10), internal target occupancy: 114085068B, occupancy: 122495896B, additional buffer size: 0B, predicted old gen allocation rate: 13953833.92B/s, predicted marking phase length: 237.38ms, prediction active: true
[2024-10-12T11:10:00.675+0800] GC(475) Basic information (value update), threshold: 104594876B (77.93), target occupancy: 134217728B, current occupancy: 82589424B, recent allocation size: 0B, recent allocation duration: 577.54ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 153.37ms
[2024-10-12T11:10:00.675+0800] GC(475) Adaptive IHOP information (value update), threshold: 104594876B (91.68), internal target occupancy: 114085068B, occupancy: 82589424B, additional buffer size: 6291456B, predicted old gen allocation rate: 13474900.72B/s, predicted marking phase length: 237.38ms, prediction active: true
[2024-10-12T11:10:00.780+0800] GC(476) Basic information (value update), threshold: 104431009B (77.81), target occupancy: 134217728B, current occupancy: 88880880B, recent allocation size: 2103344B, recent allocation duration: 103.38ms, recent old gen allocation rate: 20346530.15B/s, recent marking phase length: 153.37ms
[2024-10-12T11:10:00.780+0800] GC(476) Adaptive IHOP information (value update), threshold: 104431009B (91.54), internal target occupancy: 114085068B, occupancy: 88880880B, additional buffer size: 6291456B, predicted old gen allocation rate: 14165203.21B/s, predicted marking phase length: 237.38ms, prediction active: true
[2024-10-12T11:10:00.884+0800] GC(477) Basic information (value update), threshold: 104546662B (77.89), target occupancy: 134217728B, current occupancy: 92143344B, recent allocation size: 4128B, recent allocation duration: 102.37ms, recent old gen allocation rate: 40323.69B/s, recent marking phase length: 153.37ms
[2024-10-12T11:10:00.884+0800] GC(477) Adaptive IHOP information (value update), threshold: 104546662B (91.64), internal target occupancy: 114085068B, occupancy: 92143344B, additional buffer size: 6291456B, predicted old gen allocation rate: 13678004.00B/s, predicted marking phase length: 237.38ms, prediction active: true
[2024-10-12T11:10:00.988+0800] GC(478) Basic information (value update), threshold: 104657929B (77.98), target occupancy: 134217728B, current occupancy: 95638256B, recent allocation size: 6192B, recent allocation duration: 102.76ms, recent old gen allocation rate: 60254.79B/s, recent marking phase length: 153.37ms
[2024-10-12T11:10:00.988+0800] GC(478) Adaptive IHOP information (value update), threshold: 104657929B (91.74), internal target occupancy: 114085068B, occupancy: 95638256B, additional buffer size: 6291456B, predicted old gen allocation rate: 13209284.85B/s, predicted marking phase length: 237.38ms, prediction active: true
[2024-10-12T11:10:01.143+0800] GC(480) Basic information (value update), threshold: 111056912B (82.74), target occupancy: 134217728B, current occupancy: 97502448B, recent allocation size: 4128B, recent allocation duration: 151.56ms, recent old gen allocation rate: 27237.02B/s, recent marking phase length: 153.37ms
[2024-10-12T11:10:01.143+0800] GC(480) Adaptive IHOP information (value update), threshold: 111056912B (97.35), internal target occupancy: 114085068B, occupancy: 97502448B, additional buffer size: 0B, predicted old gen allocation rate: 12756321.54B/s, predicted marking phase length: 237.38ms, prediction active: true
[2024-10-12T11:10:01.211+0800] GC(481) Basic information (value update), threshold: 111062452B (82.75), target occupancy: 134217728B, current occupancy: 111610720B, recent allocation size: 2793032B, recent allocation duration: 151.56ms, recent old gen allocation rate: 18428747.01B/s, recent marking phase length: 213.37ms
[2024-10-12T11:10:01.211+0800] GC(481) Adaptive IHOP information (value update), threshold: 111062452B (97.35), internal target occupancy: 114085068B, occupancy: 111610720B, additional buffer size: 0B, predicted old gen allocation rate: 12756321.54B/s, predicted marking phase length: 236.95ms, prediction active: true
[2024-10-12T11:10:01.316+0800] GC(482) Basic information (value update), threshold: 104874446B (78.14), target occupancy: 134217728B, current occupancy: 115798816B, recent allocation size: 4128B, recent allocation duration: 170.96ms, recent old gen allocation rate: 24145.72B/s, recent marking phase length: 213.37ms
[2024-10-12T11:10:01.316+0800] GC(482) Adaptive IHOP information (value update), threshold: 104874446B (91.93), internal target occupancy: 114085068B, occupancy: 115798816B, additional buffer size: 6291456B, predicted old gen allocation rate: 12319733.27B/s, predicted marking phase length: 236.95ms, prediction active: true
[2024-10-12T11:10:01.430+0800] GC(484) Basic information (value update), threshold: 111265282B (82.90), target occupancy: 134217728B, current occupancy: 117671776B, recent allocation size: 6192B, recent allocation duration: 111.17ms, recent old gen allocation rate: 55698.90B/s, recent marking phase length: 213.37ms
[2024-10-12T11:10:01.430+0800] GC(484) Adaptive IHOP information (value update), threshold: 111265282B (97.53), internal target occupancy: 114085068B, occupancy: 117671776B, additional buffer size: 0B, predicted old gen allocation rate: 11900320.66B/s, predicted marking phase length: 236.95ms, prediction active: true
[2024-10-12T11:10:01.477+0800] GC(485) Basic information (value update), threshold: 111299541B (82.92), target occupancy: 134217728B, current occupancy: 119539560B, recent allocation size: 2135408B, recent allocation duration: 111.17ms, recent old gen allocation rate: 19208638.02B/s, recent marking phase length: 152.72ms
[2024-10-12T11:10:01.478+0800] GC(485) Adaptive IHOP information (value update), threshold: 111299541B (97.56), internal target occupancy: 114085068B, occupancy: 119539560B, additional buffer size: 0B, predicted old gen allocation rate: 11900320.66B/s, predicted marking phase length: 234.07ms, prediction active: true
[2024-10-12T11:10:01.541+0800] GC(486) Basic information (value update), threshold: 104442446B (77.82), target occupancy: 134217728B, current occupancy: 121476920B, recent allocation size: 4194304B, recent allocation duration: 109.61ms, recent old gen allocation rate: 38264273.70B/s, recent marking phase length: 152.72ms
[2024-10-12T11:10:01.541+0800] GC(486) Adaptive IHOP information (value update), threshold: 104442446B (91.55), internal target occupancy: 114085068B, occupancy: 121476920B, additional buffer size: 6291456B, predicted old gen allocation rate: 14316842.74B/s, predicted marking phase length: 234.07ms, prediction active: true
[2024-10-12T11:10:01.770+0800] GC(489) Basic information (value update), threshold: 104558138B (77.90), target occupancy: 134217728B, current occupancy: 82693472B, recent allocation size: 0B, recent allocation duration: 338.16ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.72ms
[2024-10-12T11:10:01.770+0800] GC(489) Adaptive IHOP information (value update), threshold: 104558138B (91.65), internal target occupancy: 114085068B, occupancy: 82693472B, additional buffer size: 6291456B, predicted old gen allocation rate: 13822581.02B/s, predicted marking phase length: 234.07ms, prediction active: true
[2024-10-12T11:10:01.874+0800] GC(490) Basic information (value update), threshold: 104669080B (77.98), target occupancy: 134217728B, current occupancy: 86654816B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60444.80B/s, recent marking phase length: 152.72ms
[2024-10-12T11:10:01.874+0800] GC(490) Adaptive IHOP information (value update), threshold: 104669080B (91.75), internal target occupancy: 114085068B, occupancy: 86654816B, additional buffer size: 6291456B, predicted old gen allocation rate: 13348615.68B/s, predicted marking phase length: 234.07ms, prediction active: true
[2024-10-12T11:10:01.978+0800] GC(491) Basic information (value update), threshold: 104775988B (78.06), target occupancy: 134217728B, current occupancy: 90616160B, recent allocation size: 6192B, recent allocation duration: 102.72ms, recent old gen allocation rate: 60283.26B/s, recent marking phase length: 152.72ms
[2024-10-12T11:10:01.978+0800] GC(491) Adaptive IHOP information (value update), threshold: 104775988B (91.84), internal target occupancy: 114085068B, occupancy: 90616160B, additional buffer size: 6291456B, predicted old gen allocation rate: 12891884.84B/s, predicted marking phase length: 234.07ms, prediction active: true
[2024-10-12T11:10:02.082+0800] GC(492) Basic information (value update), threshold: 104879001B (78.14), target occupancy: 134217728B, current occupancy: 94810464B, recent allocation size: 6192B, recent allocation duration: 102.49ms, recent old gen allocation rate: 60414.61B/s, recent marking phase length: 152.72ms
[2024-10-12T11:10:02.082+0800] GC(492) Adaptive IHOP information (value update), threshold: 104879001B (91.93), internal target occupancy: 114085068B, occupancy: 94810464B, additional buffer size: 6291456B, predicted old gen allocation rate: 12451792.17B/s, predicted marking phase length: 234.07ms, prediction active: true
[2024-10-12T11:10:02.238+0800] GC(494) Basic information (value update), threshold: 111269899B (82.90), target occupancy: 134217728B, current occupancy: 98538848B, recent allocation size: 6192B, recent allocation duration: 151.89ms, recent old gen allocation rate: 40765.75B/s, recent marking phase length: 152.72ms
[2024-10-12T11:10:02.238+0800] GC(494) Adaptive IHOP information (value update), threshold: 111269899B (97.53), internal target occupancy: 114085068B, occupancy: 98538848B, additional buffer size: 0B, predicted old gen allocation rate: 12026954.98B/s, predicted marking phase length: 234.07ms, prediction active: true
[2024-10-12T11:10:02.306+0800] GC(495) Basic information (value update), threshold: 111273099B (82.90), target occupancy: 134217728B, current occupancy: 115086776B, recent allocation size: 2466608B, recent allocation duration: 151.89ms, recent old gen allocation rate: 16239200.69B/s, recent marking phase length: 213.70ms
[2024-10-12T11:10:02.306+0800] GC(495) Adaptive IHOP information (value update), threshold: 111273099B (97.54), internal target occupancy: 114085068B, occupancy: 115086776B, additional buffer size: 0B, predicted old gen allocation rate: 12026954.98B/s, predicted marking phase length: 233.81ms, prediction active: true
[2024-10-12T11:10:02.349+0800] GC(496) Basic information (value update), threshold: 104820989B (78.10), target occupancy: 134217728B, current occupancy: 116724160B, recent allocation size: 2097152B, recent allocation duration: 109.84ms, recent old gen allocation rate: 19093155.42B/s, recent marking phase length: 213.70ms
[2024-10-12T11:10:02.349+0800] GC(496) Adaptive IHOP information (value update), threshold: 104820989B (91.88), internal target occupancy: 114085068B, occupancy: 116724160B, additional buffer size: 6291456B, predicted old gen allocation rate: 12714079.42B/s, predicted marking phase length: 233.81ms, prediction active: true
[2024-10-12T11:10:02.463+0800] GC(498) Basic information (value update), threshold: 111111135B (82.78), target occupancy: 134217728B, current occupancy: 116730176B, recent allocation size: 2097152B, recent allocation duration: 224.19ms, recent old gen allocation rate: 9354280.08B/s, recent marking phase length: 213.70ms
[2024-10-12T11:10:02.463+0800] GC(498) Adaptive IHOP information (value update), threshold: 111111135B (97.39), internal target occupancy: 114085068B, occupancy: 116730176B, additional buffer size: 0B, predicted old gen allocation rate: 12719682.91B/s, predicted marking phase length: 233.81ms, prediction active: true
[2024-10-12T11:10:02.509+0800] GC(499) Basic information (value update), threshold: 111146251B (82.81), target occupancy: 134217728B, current occupancy: 116801616B, recent allocation size: 4194304B, recent allocation duration: 224.19ms, recent old gen allocation rate: 18708560.16B/s, recent marking phase length: 153.21ms
[2024-10-12T11:10:02.509+0800] GC(499) Adaptive IHOP information (value update), threshold: 111146251B (97.42), internal target occupancy: 114085068B, occupancy: 116801616B, additional buffer size: 0B, predicted old gen allocation rate: 12719682.91B/s, predicted marking phase length: 231.04ms, prediction active: true
[2024-10-12T11:10:02.572+0800] GC(500) Basic information (value update), threshold: 104892109B (78.15), target occupancy: 134217728B, current occupancy: 118772960B, recent allocation size: 2097152B, recent allocation duration: 333.27ms, recent old gen allocation rate: 6292674.56B/s, recent marking phase length: 153.21ms
[2024-10-12T11:10:02.572+0800] GC(500) Adaptive IHOP information (value update), threshold: 104892109B (91.94), internal target occupancy: 114085068B, occupancy: 118772960B, additional buffer size: 6291456B, predicted old gen allocation rate: 12558183.09B/s, predicted marking phase length: 231.04ms, prediction active: true
[2024-10-12T11:10:02.797+0800] GC(503) Basic information (value update), threshold: 102895366B (76.66), target occupancy: 134217728B, current occupancy: 83414112B, recent allocation size: 0B, recent allocation duration: 557.31ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 153.21ms
[2024-10-12T11:10:02.797+0800] GC(503) Adaptive IHOP information (value update), threshold: 102895366B (90.19), internal target occupancy: 114085068B, occupancy: 83414112B, additional buffer size: 8388608B, predicted old gen allocation rate: 12123596.08B/s, predicted marking phase length: 231.04ms, prediction active: true
[2024-10-12T11:10:02.962+0800] GC(504) Basic information (value update), threshold: 105088958B (78.30), target occupancy: 134217728B, current occupancy: 88775776B, recent allocation size: 6192B, recent allocation duration: 164.07ms, recent old gen allocation rate: 37739.41B/s, recent marking phase length: 153.21ms
[2024-10-12T11:10:02.962+0800] GC(504) Adaptive IHOP information (value update), threshold: 105088958B (92.11), internal target occupancy: 114085068B, occupancy: 88775776B, additional buffer size: 6291456B, predicted old gen allocation rate: 11706186.90B/s, predicted marking phase length: 231.04ms, prediction active: true
[2024-10-12T11:10:03.066+0800] GC(505) Basic information (value update), threshold: 105181696B (78.37), target occupancy: 134217728B, current occupancy: 92968032B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60410.75B/s, recent marking phase length: 153.21ms
[2024-10-12T11:10:03.066+0800] GC(505) Adaptive IHOP information (value update), threshold: 105181696B (92.20), internal target occupancy: 114085068B, occupancy: 92968032B, additional buffer size: 6291456B, predicted old gen allocation rate: 11304804.26B/s, predicted marking phase length: 231.04ms, prediction active: true
[2024-10-12T11:10:03.109+0800] GC(506) Basic information (value update), threshold: 105270252B (78.43), target occupancy: 134217728B, current occupancy: 95071392B, recent allocation size: 6192B, recent allocation duration: 41.38ms, recent old gen allocation rate: 149631.79B/s, recent marking phase length: 153.21ms
[2024-10-12T11:10:03.109+0800] GC(506) Adaptive IHOP information (value update), threshold: 105270252B (92.27), internal target occupancy: 114085068B, occupancy: 95071392B, additional buffer size: 6291456B, predicted old gen allocation rate: 10921519.22B/s, predicted marking phase length: 231.04ms, prediction active: true
[2024-10-12T11:10:03.285+0800] GC(508) Basic information (value update), threshold: 111648188B (83.18), target occupancy: 134217728B, current occupancy: 99725408B, recent allocation size: 2101280B, recent allocation duration: 172.82ms, recent old gen allocation rate: 12158473.43B/s, recent marking phase length: 153.21ms
[2024-10-12T11:10:03.285+0800] GC(508) Adaptive IHOP information (value update), threshold: 111648188B (97.86), internal target occupancy: 114085068B, occupancy: 99725408B, additional buffer size: 0B, predicted old gen allocation rate: 10547219.92B/s, predicted marking phase length: 231.04ms, prediction active: true
[2024-10-12T11:10:03.353+0800] GC(509) Basic information (value update), threshold: 111636440B (83.18), target occupancy: 134217728B, current occupancy: 115576592B, recent allocation size: 2540912B, recent allocation duration: 172.82ms, recent old gen allocation rate: 14702281.96B/s, recent marking phase length: 234.65ms
[2024-10-12T11:10:03.353+0800] GC(509) Adaptive IHOP information (value update), threshold: 111636440B (97.85), internal target occupancy: 114085068B, occupancy: 115576592B, additional buffer size: 0B, predicted old gen allocation rate: 10547219.92B/s, predicted marking phase length: 232.16ms, prediction active: true
[2024-10-12T11:10:03.397+0800] GC(510) Basic information (value update), threshold: 105428588B (78.55), target occupancy: 134217728B, current occupancy: 117212376B, recent allocation size: 4128B, recent allocation duration: 109.65ms, recent old gen allocation rate: 37646.99B/s, recent marking phase length: 234.65ms
[2024-10-12T11:10:03.397+0800] GC(510) Adaptive IHOP information (value update), threshold: 105428588B (92.41), internal target occupancy: 114085068B, occupancy: 117212376B, additional buffer size: 6291456B, predicted old gen allocation rate: 10187102.97B/s, predicted marking phase length: 232.16ms, prediction active: true
[2024-10-12T11:10:03.511+0800] GC(512) Basic information (value update), threshold: 111800606B (83.30), target occupancy: 134217728B, current occupancy: 117209872B, recent allocation size: 4128B, recent allocation duration: 111.40ms, recent old gen allocation rate: 37055.76B/s, recent marking phase length: 234.65ms
[2024-10-12T11:10:03.511+0800] GC(512) Adaptive IHOP information (value update), threshold: 111800606B (98.00), internal target occupancy: 114085068B, occupancy: 117209872B, additional buffer size: 0B, predicted old gen allocation rate: 9840090.78B/s, predicted marking phase length: 232.16ms, prediction active: true
[2024-10-12T11:10:03.556+0800] GC(513) Basic information (value update), threshold: 111827265B (83.32), target occupancy: 134217728B, current occupancy: 119309064B, recent allocation size: 2117792B, recent allocation duration: 111.40ms, recent old gen allocation rate: 19010755.30B/s, recent marking phase length: 152.99ms
[2024-10-12T11:10:03.556+0800] GC(513) Adaptive IHOP information (value update), threshold: 111827265B (98.02), internal target occupancy: 114085068B, occupancy: 119309064B, additional buffer size: 0B, predicted old gen allocation rate: 9840090.78B/s, predicted marking phase length: 229.45ms, prediction active: true
[2024-10-12T11:10:03.619+0800] GC(514) Basic information (value update), threshold: 104890781B (78.15), target occupancy: 134217728B, current occupancy: 121249608B, recent allocation size: 4194304B, recent allocation duration: 107.13ms, recent old gen allocation rate: 39152367.32B/s, recent marking phase length: 152.99ms
[2024-10-12T11:10:03.619+0800] GC(514) Adaptive IHOP information (value update), threshold: 104890781B (91.94), internal target occupancy: 114085068B, occupancy: 121249608B, additional buffer size: 6291456B, predicted old gen allocation rate: 12651287.07B/s, predicted marking phase length: 229.45ms, prediction active: true
[2024-10-12T11:10:03.846+0800] GC(517) Basic information (value update), threshold: 104990935B (78.22), target occupancy: 134217728B, current occupancy: 84027024B, recent allocation size: 0B, recent allocation duration: 333.46ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.99ms
[2024-10-12T11:10:03.846+0800] GC(517) Adaptive IHOP information (value update), threshold: 104990935B (92.03), internal target occupancy: 114085068B, occupancy: 84027024B, additional buffer size: 6291456B, predicted old gen allocation rate: 12214788.94B/s, predicted marking phase length: 229.45ms, prediction active: true
[2024-10-12T11:10:03.950+0800] GC(518) Basic information (value update), threshold: 105086911B (78.30), target occupancy: 134217728B, current occupancy: 87291024B, recent allocation size: 6192B, recent allocation duration: 102.72ms, recent old gen allocation rate: 60280.52B/s, recent marking phase length: 152.99ms
[2024-10-12T11:10:03.951+0800] GC(518) Adaptive IHOP information (value update), threshold: 105086911B (92.11), internal target occupancy: 114085068B, occupancy: 87291024B, additional buffer size: 6291456B, predicted old gen allocation rate: 11796500.50B/s, predicted marking phase length: 229.45ms, prediction active: true
