[2024-10-12T11:43:58.289+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:43:58.505+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9704960B, recent allocation size: 2097152B, recent allocation duration: 214.13ms, recent old gen allocation rate: 9793836.88B/s, recent marking phase length: 0.00ms
[2024-10-12T11:44:34.662+0800] GC(359) Basic information (value update), threshold: 107585310B (80.16), target occupancy: 134217728B, current occupancy: 87248552B, recent allocation size: 6192B, recent allocation duration: 102.56ms, recent old gen allocation rate: 60374.44B/s, recent marking phase length: 172.52ms
[2024-10-12T11:44:34.662+0800] GC(359) Adaptive IHOP information (value update), threshold: 107585310B (94.30), internal target occupancy: 114085068B, occupancy: 87248552B, additional buffer size: 6291456B, predicted old gen allocation rate: 687143.56B/s, predicted marking phase length: 303.14ms, prediction active: true
[2024-10-12T11:44:34.766+0800] GC(360) Basic information (value update), threshold: 107590863B (80.16), target occupancy: 134217728B, current occupancy: 91442856B, recent allocation size: 6192B, recent allocation duration: 102.82ms, recent old gen allocation rate: 60220.31B/s, recent marking phase length: 172.52ms
[2024-10-12T11:44:34.766+0800] GC(360) Adaptive IHOP information (value update), threshold: 107590863B (94.31), internal target occupancy: 114085068B, occupancy: 91442856B, additional buffer size: 6291456B, predicted old gen allocation rate: 668824.69B/s, predicted marking phase length: 303.14ms, prediction active: true
[2024-10-12T11:44:34.870+0800] GC(361) Basic information (value update), threshold: 107596236B (80.17), target occupancy: 134217728B, current occupancy: 95639208B, recent allocation size: 6192B, recent allocation duration: 102.41ms, recent old gen allocation rate: 60461.84B/s, recent marking phase length: 172.52ms
[2024-10-12T11:44:34.870+0800] GC(361) Adaptive IHOP information (value update), threshold: 107596236B (94.31), internal target occupancy: 114085068B, occupancy: 95639208B, additional buffer size: 6291456B, predicted old gen allocation rate: 651100.34B/s, predicted marking phase length: 303.14ms, prediction active: true
[2024-10-12T11:44:34.974+0800] GC(362) Basic information (value update), threshold: 107601442B (80.17), target occupancy: 134217728B, current occupancy: 99365544B, recent allocation size: 6192B, recent allocation duration: 102.76ms, recent old gen allocation rate: 60254.73B/s, recent marking phase length: 172.52ms
[2024-10-12T11:44:34.974+0800] GC(362) Adaptive IHOP information (value update), threshold: 107601442B (94.32), internal target occupancy: 114085068B, occupancy: 99365544B, additional buffer size: 6291456B, predicted old gen allocation rate: 633928.09B/s, predicted marking phase length: 303.14ms, prediction active: true
[2024-10-12T11:44:35.128+0800] GC(364) Basic information (value update), threshold: 113898218B (84.86), target occupancy: 134217728B, current occupancy: 103095976B, recent allocation size: 6192B, recent allocation duration: 151.56ms, recent old gen allocation rate: 40855.22B/s, recent marking phase length: 172.52ms
[2024-10-12T11:44:35.128+0800] GC(364) Adaptive IHOP information (value update), threshold: 113898218B (99.84), internal target occupancy: 114085068B, occupancy: 103095976B, additional buffer size: 0B, predicted old gen allocation rate: 616376.93B/s, predicted marking phase length: 303.14ms, prediction active: true
[2024-10-12T11:44:35.234+0800] GC(365) Basic information (value update), threshold: 113899094B (84.86), target occupancy: 134217728B, current occupancy: 102319672B, recent allocation size: 72240B, recent allocation duration: 151.56ms, recent old gen allocation rate: 476644.20B/s, recent marking phase length: 254.32ms
[2024-10-12T11:44:35.234+0800] GC(365) Adaptive IHOP information (value update), threshold: 113899094B (99.84), internal target occupancy: 114085068B, occupancy: 102319672B, additional buffer size: 0B, predicted old gen allocation rate: 616376.93B/s, predicted marking phase length: 301.72ms, prediction active: true
[2024-10-12T11:44:35.761+0800] GC(370) Basic information (value update), threshold: 107612479B (80.18), target occupancy: 134217728B, current occupancy: 106727104B, recent allocation size: 6192B, recent allocation duration: 102.18ms, recent old gen allocation rate: 60601.21B/s, recent marking phase length: 254.32ms
[2024-10-12T11:44:35.761+0800] GC(370) Adaptive IHOP information (value update), threshold: 107612479B (94.33), internal target occupancy: 114085068B, occupancy: 106727104B, additional buffer size: 6291456B, predicted old gen allocation rate: 600333.00B/s, predicted marking phase length: 301.72ms, prediction active: true
[2024-10-12T11:44:35.865+0800] GC(371) Basic information (value update), threshold: 107617173B (80.18), target occupancy: 134217728B, current occupancy: 110453440B, recent allocation size: 6192B, recent allocation duration: 102.79ms, recent old gen allocation rate: 60240.79B/s, recent marking phase length: 254.32ms
[2024-10-12T11:44:35.865+0800] GC(371) Adaptive IHOP information (value update), threshold: 107617173B (94.33), internal target occupancy: 114085068B, occupancy: 110453440B, additional buffer size: 6291456B, predicted old gen allocation rate: 584774.44B/s, predicted marking phase length: 301.72ms, prediction active: true
[2024-10-12T11:44:35.968+0800] GC(372) Basic information (value update), threshold: 107621716B (80.18), target occupancy: 134217728B, current occupancy: 114647744B, recent allocation size: 6192B, recent allocation duration: 102.21ms, recent old gen allocation rate: 60578.41B/s, recent marking phase length: 254.32ms
[2024-10-12T11:44:35.968+0800] GC(372) Adaptive IHOP information (value update), threshold: 107621716B (94.33), internal target occupancy: 114085068B, occupancy: 114647744B, additional buffer size: 6291456B, predicted old gen allocation rate: 569718.14B/s, predicted marking phase length: 301.72ms, prediction active: true
[2024-10-12T11:44:36.124+0800] GC(374) Basic information (value update), threshold: 113918053B (84.88), target occupancy: 134217728B, current occupancy: 118609088B, recent allocation size: 4128B, recent allocation duration: 151.88ms, recent old gen allocation rate: 27178.61B/s, recent marking phase length: 254.32ms
[2024-10-12T11:44:36.124+0800] GC(374) Adaptive IHOP information (value update), threshold: 113918053B (99.85), internal target occupancy: 114085068B, occupancy: 118609088B, additional buffer size: 0B, predicted old gen allocation rate: 553542.50B/s, predicted marking phase length: 301.72ms, prediction active: true
[2024-10-12T11:44:36.187+0800] GC(375) Basic information (value update), threshold: 113919754B (84.88), target occupancy: 134217728B, current occupancy: 118146048B, recent allocation size: 2119856B, recent allocation duration: 151.88ms, recent old gen allocation rate: 13957058.90B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:36.187+0800] GC(375) Adaptive IHOP information (value update), threshold: 113919754B (99.86), internal target occupancy: 114085068B, occupancy: 118146048B, additional buffer size: 0B, predicted old gen allocation rate: 553542.50B/s, predicted marking phase length: 298.65ms, prediction active: true
[2024-10-12T11:44:36.572+0800] GC(381) Basic information (value update), threshold: 107633351B (80.19), target occupancy: 134217728B, current occupancy: 84308056B, recent allocation size: 0B, recent allocation duration: 446.40ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:36.572+0800] GC(381) Adaptive IHOP information (value update), threshold: 107633351B (94.34), internal target occupancy: 114085068B, occupancy: 84308056B, additional buffer size: 6291456B, predicted old gen allocation rate: 536623.63B/s, predicted marking phase length: 298.65ms, prediction active: true
[2024-10-12T11:44:36.675+0800] GC(382) Basic information (value update), threshold: 107637379B (80.20), target occupancy: 134217728B, current occupancy: 88968280B, recent allocation size: 6192B, recent allocation duration: 102.40ms, recent old gen allocation rate: 60469.09B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:36.675+0800] GC(382) Adaptive IHOP information (value update), threshold: 107637379B (94.35), internal target occupancy: 114085068B, occupancy: 88968280B, additional buffer size: 6291456B, predicted old gen allocation rate: 523136.13B/s, predicted marking phase length: 298.65ms, prediction active: true
[2024-10-12T11:44:36.779+0800] GC(383) Basic information (value update), threshold: 107641574B (80.20), target occupancy: 134217728B, current occupancy: 93162584B, recent allocation size: 4128B, recent allocation duration: 102.74ms, recent old gen allocation rate: 40180.80B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:36.779+0800] GC(383) Adaptive IHOP information (value update), threshold: 107641574B (94.35), internal target occupancy: 114085068B, occupancy: 93162584B, additional buffer size: 6291456B, predicted old gen allocation rate: 509086.99B/s, predicted marking phase length: 298.65ms, prediction active: true
[2024-10-12T11:44:36.883+0800] GC(384) Basic information (value update), threshold: 107645346B (80.20), target occupancy: 134217728B, current occupancy: 96890968B, recent allocation size: 6192B, recent allocation duration: 102.37ms, recent old gen allocation rate: 60486.37B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:36.883+0800] GC(384) Adaptive IHOP information (value update), threshold: 107645346B (94.36), internal target occupancy: 114085068B, occupancy: 96890968B, additional buffer size: 6291456B, predicted old gen allocation rate: 496458.05B/s, predicted marking phase length: 298.65ms, prediction active: true
[2024-10-12T11:44:36.987+0800] GC(385) Basic information (value update), threshold: 107649005B (80.20), target occupancy: 134217728B, current occupancy: 101085272B, recent allocation size: 6192B, recent allocation duration: 102.59ms, recent old gen allocation rate: 60359.51B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:36.987+0800] GC(385) Adaptive IHOP information (value update), threshold: 107649005B (94.36), internal target occupancy: 114085068B, occupancy: 101085272B, additional buffer size: 6291456B, predicted old gen allocation rate: 484205.18B/s, predicted marking phase length: 298.65ms, prediction active: true
[2024-10-12T11:44:37.142+0800] GC(387) Basic information (value update), threshold: 113944484B (84.90), target occupancy: 134217728B, current occupancy: 105279576B, recent allocation size: 4128B, recent allocation duration: 151.43ms, recent old gen allocation rate: 27260.40B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:37.142+0800] GC(387) Adaptive IHOP information (value update), threshold: 113944484B (99.88), internal target occupancy: 114085068B, occupancy: 105279576B, additional buffer size: 0B, predicted old gen allocation rate: 470736.61B/s, predicted marking phase length: 298.65ms, prediction active: true
[2024-10-12T11:44:37.248+0800] GC(388) Basic information (value update), threshold: 113945072B (84.90), target occupancy: 134217728B, current occupancy: 113434112B, recent allocation size: 68112B, recent allocation duration: 151.43ms, recent old gen allocation rate: 449796.59B/s, recent marking phase length: 254.18ms
[2024-10-12T11:44:37.248+0800] GC(388) Adaptive IHOP information (value update), threshold: 113945072B (99.88), internal target occupancy: 114085068B, occupancy: 113434112B, additional buffer size: 0B, predicted old gen allocation rate: 470736.61B/s, predicted marking phase length: 297.40ms, prediction active: true
[2024-10-12T11:44:37.644+0800] GC(393) Basic information (value update), threshold: 107657873B (80.21), target occupancy: 134217728B, current occupancy: 83754256B, recent allocation size: 0B, recent allocation duration: 500.46ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.18ms
[2024-10-12T11:44:37.644+0800] GC(393) Adaptive IHOP information (value update), threshold: 107657873B (94.37), internal target occupancy: 114085068B, occupancy: 83754256B, additional buffer size: 6291456B, predicted old gen allocation rate: 456420.71B/s, predicted marking phase length: 297.40ms, prediction active: true
[2024-10-12T11:44:37.748+0800] GC(394) Basic information (value update), threshold: 107661132B (80.21), target occupancy: 134217728B, current occupancy: 87482640B, recent allocation size: 6192B, recent allocation duration: 102.41ms, recent old gen allocation rate: 60465.12B/s, recent marking phase length: 254.18ms
[2024-10-12T11:44:37.748+0800] GC(394) Adaptive IHOP information (value update), threshold: 107661132B (94.37), internal target occupancy: 114085068B, occupancy: 87482640B, additional buffer size: 6291456B, predicted old gen allocation rate: 445463.64B/s, predicted marking phase length: 297.40ms, prediction active: true
[2024-10-12T11:44:37.852+0800] GC(395) Basic information (value update), threshold: 107664587B (80.22), target occupancy: 134217728B, current occupancy: 91211024B, recent allocation size: 4128B, recent allocation duration: 102.80ms, recent old gen allocation rate: 40155.32B/s, recent marking phase length: 254.18ms
[2024-10-12T11:44:37.852+0800] GC(395) Adaptive IHOP information (value update), threshold: 107664587B (94.37), internal target occupancy: 114085068B, occupancy: 91211024B, additional buffer size: 6291456B, predicted old gen allocation rate: 433847.86B/s, predicted marking phase length: 297.40ms, prediction active: true
[2024-10-12T11:44:37.955+0800] GC(396) Basic information (value update), threshold: 107667640B (80.22), target occupancy: 134217728B, current occupancy: 95405328B, recent allocation size: 6192B, recent allocation duration: 102.20ms, recent old gen allocation rate: 60585.96B/s, recent marking phase length: 254.18ms
[2024-10-12T11:44:37.955+0800] GC(396) Adaptive IHOP information (value update), threshold: 107667640B (94.37), internal target occupancy: 114085068B, occupancy: 95405328B, additional buffer size: 6291456B, predicted old gen allocation rate: 423581.69B/s, predicted marking phase length: 297.40ms, prediction active: true
[2024-10-12T11:44:38.060+0800] GC(397) Basic information (value update), threshold: 107670898B (80.22), target occupancy: 134217728B, current occupancy: 99599632B, recent allocation size: 4128B, recent allocation duration: 102.79ms, recent old gen allocation rate: 40158.93B/s, recent marking phase length: 254.18ms
[2024-10-12T11:44:38.060+0800] GC(397) Adaptive IHOP information (value update), threshold: 107670898B (94.38), internal target occupancy: 114085068B, occupancy: 99599632B, additional buffer size: 6291456B, predicted old gen allocation rate: 412626.24B/s, predicted marking phase length: 297.40ms, prediction active: true
[2024-10-12T11:44:38.214+0800] GC(399) Basic information (value update), threshold: 113965502B (84.91), target occupancy: 134217728B, current occupancy: 104026896B, recent allocation size: 6192B, recent allocation duration: 151.69ms, recent old gen allocation rate: 40819.94B/s, recent marking phase length: 254.18ms
[2024-10-12T11:44:38.215+0800] GC(399) Adaptive IHOP information (value update), threshold: 113965502B (99.90), internal target occupancy: 114085068B, occupancy: 104026896B, additional buffer size: 0B, predicted old gen allocation rate: 402041.11B/s, predicted marking phase length: 297.40ms, prediction active: true
[2024-10-12T11:44:38.319+0800] GC(400) Basic information (value update), threshold: 113965987B (84.91), target occupancy: 134217728B, current occupancy: 106351464B, recent allocation size: 33024B, recent allocation duration: 151.69ms, recent old gen allocation rate: 217706.33B/s, recent marking phase length: 254.28ms
[2024-10-12T11:44:38.319+0800] GC(400) Adaptive IHOP information (value update), threshold: 113965987B (99.90), internal target occupancy: 114085068B, occupancy: 106351464B, additional buffer size: 0B, predicted old gen allocation rate: 402041.11B/s, predicted marking phase length: 296.19ms, prediction active: true
[2024-10-12T11:44:38.806+0800] GC(405) Basic information (value update), threshold: 107677863B (80.23), target occupancy: 134217728B, current occupancy: 109060560B, recent allocation size: 2064B, recent allocation duration: 102.50ms, recent old gen allocation rate: 20135.61B/s, recent marking phase length: 254.28ms
[2024-10-12T11:44:38.806+0800] GC(405) Adaptive IHOP information (value update), threshold: 107677863B (94.38), internal target occupancy: 114085068B, occupancy: 109060560B, additional buffer size: 6291456B, predicted old gen allocation rate: 390793.04B/s, predicted marking phase length: 296.19ms, prediction active: true
[2024-10-12T11:44:38.909+0800] GC(406) Basic information (value update), threshold: 107680509B (80.23), target occupancy: 134217728B, current occupancy: 113023952B, recent allocation size: 6192B, recent allocation duration: 102.17ms, recent old gen allocation rate: 60605.61B/s, recent marking phase length: 254.28ms
[2024-10-12T11:44:38.909+0800] GC(406) Adaptive IHOP information (value update), threshold: 107680509B (94.39), internal target occupancy: 114085068B, occupancy: 113023952B, additional buffer size: 6291456B, predicted old gen allocation rate: 381859.41B/s, predicted marking phase length: 296.19ms, prediction active: true
[2024-10-12T11:44:39.013+0800] GC(407) Basic information (value update), threshold: 107683081B (80.23), target occupancy: 134217728B, current occupancy: 117451216B, recent allocation size: 6192B, recent allocation duration: 102.32ms, recent old gen allocation rate: 60517.27B/s, recent marking phase length: 254.28ms
[2024-10-12T11:44:39.013+0800] GC(407) Adaptive IHOP information (value update), threshold: 107683081B (94.39), internal target occupancy: 114085068B, occupancy: 117451216B, additional buffer size: 6291456B, predicted old gen allocation rate: 373176.04B/s, predicted marking phase length: 296.19ms, prediction active: true
[2024-10-12T11:44:39.168+0800] GC(409) Basic information (value update), threshold: 113977319B (84.92), target occupancy: 134217728B, current occupancy: 121177552B, recent allocation size: 6192B, recent allocation duration: 151.55ms, recent old gen allocation rate: 40857.87B/s, recent marking phase length: 254.28ms
[2024-10-12T11:44:39.168+0800] GC(409) Adaptive IHOP information (value update), threshold: 113977319B (99.91), internal target occupancy: 114085068B, occupancy: 121177552B, additional buffer size: 0B, predicted old gen allocation rate: 363782.38B/s, predicted marking phase length: 296.19ms, prediction active: true
[2024-10-12T11:44:39.231+0800] GC(410) Basic information (value update), threshold: 113978367B (84.92), target occupancy: 134217728B, current occupancy: 111375960B, recent allocation size: 10320B, recent allocation duration: 151.55ms, recent old gen allocation rate: 68096.45B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:39.231+0800] GC(410) Adaptive IHOP information (value update), threshold: 113978367B (99.91), internal target occupancy: 114085068B, occupancy: 111375960B, additional buffer size: 0B, predicted old gen allocation rate: 363782.38B/s, predicted marking phase length: 293.31ms, prediction active: true
[2024-10-12T11:44:39.760+0800] GC(415) Basic information (value update), threshold: 107689302B (80.23), target occupancy: 134217728B, current occupancy: 108064184B, recent allocation size: 6192B, recent allocation duration: 102.41ms, recent old gen allocation rate: 60459.94B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:39.760+0800] GC(415) Adaptive IHOP information (value update), threshold: 107689302B (94.39), internal target occupancy: 114085068B, occupancy: 108064184B, additional buffer size: 6291456B, predicted old gen allocation rate: 355630.17B/s, predicted marking phase length: 293.31ms, prediction active: true
[2024-10-12T11:44:39.864+0800] GC(416) Basic information (value update), threshold: 107692198B (80.24), target occupancy: 134217728B, current occupancy: 112023480B, recent allocation size: 2064B, recent allocation duration: 102.69ms, recent old gen allocation rate: 20099.51B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:39.864+0800] GC(416) Adaptive IHOP information (value update), threshold: 107692198B (94.40), internal target occupancy: 114085068B, occupancy: 112023480B, additional buffer size: 6291456B, predicted old gen allocation rate: 345758.45B/s, predicted marking phase length: 293.31ms, prediction active: true
[2024-10-12T11:44:39.967+0800] GC(417) Basic information (value update), threshold: 107694715B (80.24), target occupancy: 134217728B, current occupancy: 115751864B, recent allocation size: 4128B, recent allocation duration: 102.27ms, recent old gen allocation rate: 40364.33B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:39.967+0800] GC(417) Adaptive IHOP information (value update), threshold: 107694715B (94.40), internal target occupancy: 114085068B, occupancy: 115751864B, additional buffer size: 6291456B, predicted old gen allocation rate: 337174.99B/s, predicted marking phase length: 293.31ms, prediction active: true
[2024-10-12T11:44:40.122+0800] GC(419) Basic information (value update), threshold: 113988799B (84.93), target occupancy: 134217728B, current occupancy: 116193792B, recent allocation size: 4128B, recent allocation duration: 151.78ms, recent old gen allocation rate: 27198.15B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:40.122+0800] GC(419) Adaptive IHOP information (value update), threshold: 113988799B (99.92), internal target occupancy: 114085068B, occupancy: 116193792B, additional buffer size: 0B, predicted old gen allocation rate: 328217.07B/s, predicted marking phase length: 293.31ms, prediction active: true
[2024-10-12T11:44:40.227+0800] GC(420) Basic information (value update), threshold: 113989146B (84.93), target occupancy: 134217728B, current occupancy: 113164288B, recent allocation size: 20640B, recent allocation duration: 151.78ms, recent old gen allocation rate: 135990.77B/s, recent marking phase length: 254.00ms
[2024-10-12T11:44:40.227+0800] GC(420) Adaptive IHOP information (value update), threshold: 113989146B (99.92), internal target occupancy: 114085068B, occupancy: 113164288B, additional buffer size: 0B, predicted old gen allocation rate: 328217.07B/s, predicted marking phase length: 292.25ms, prediction active: true
[2024-10-12T11:44:40.756+0800] GC(425) Basic information (value update), threshold: 107699760B (80.24), target occupancy: 134217728B, current occupancy: 109902336B, recent allocation size: 2103344B, recent allocation duration: 103.22ms, recent old gen allocation rate: 20377339.00B/s, recent marking phase length: 254.00ms
[2024-10-12T11:44:40.756+0800] GC(425) Adaptive IHOP information (value update), threshold: 107699760B (94.40), internal target occupancy: 114085068B, occupancy: 109902336B, additional buffer size: 6291456B, predicted old gen allocation rate: 321135.65B/s, predicted marking phase length: 292.25ms, prediction active: true
[2024-10-12T11:44:40.859+0800] GC(426) Basic information (value update), threshold: 107701764B (80.24), target occupancy: 134217728B, current occupancy: 114096640B, recent allocation size: 6192B, recent allocation duration: 102.23ms, recent old gen allocation rate: 60567.17B/s, recent marking phase length: 254.00ms
[2024-10-12T11:44:40.859+0800] GC(426) Adaptive IHOP information (value update), threshold: 107701764B (94.40), internal target occupancy: 114085068B, occupancy: 114096640B, additional buffer size: 6291456B, predicted old gen allocation rate: 314276.56B/s, predicted marking phase length: 292.25ms, prediction active: true
[2024-10-12T11:44:40.963+0800] GC(427) Basic information (value update), threshold: 107704006B (80.25), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 4128B, recent allocation duration: 102.79ms, recent old gen allocation rate: 40160.93B/s, recent marking phase length: 254.00ms
[2024-10-12T11:44:40.963+0800] GC(427) Adaptive IHOP information (value update), threshold: 107704006B (94.41), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 6291456B, predicted old gen allocation rate: 306604.63B/s, predicted marking phase length: 292.25ms, prediction active: true
[2024-10-12T11:44:41.118+0800] GC(429) Basic information (value update), threshold: 113997819B (84.93), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 4128B, recent allocation duration: 151.56ms, recent old gen allocation rate: 27237.23B/s, recent marking phase length: 254.00ms
[2024-10-12T11:44:41.118+0800] GC(429) Adaptive IHOP information (value update), threshold: 113997819B (99.92), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 0B, predicted old gen allocation rate: 298540.32B/s, predicted marking phase length: 292.25ms, prediction active: true
[2024-10-12T11:44:41.182+0800] GC(430) Basic information (value update), threshold: 113998637B (84.94), target occupancy: 134217728B, current occupancy: 109440560B, recent allocation size: 49536B, recent allocation duration: 151.56ms, recent old gen allocation rate: 326846.80B/s, recent marking phase length: 213.59ms
[2024-10-12T11:44:41.182+0800] GC(430) Adaptive IHOP information (value update), threshold: 113998637B (99.92), internal target occupancy: 114085068B, occupancy: 109440560B, additional buffer size: 0B, predicted old gen allocation rate: 298540.32B/s, predicted marking phase length: 289.51ms, prediction active: true
[2024-10-12T11:44:41.711+0800] GC(435) Basic information (value update), threshold: 107708973B (80.25), target occupancy: 134217728B, current occupancy: 105242112B, recent allocation size: 6192B, recent allocation duration: 102.43ms, recent old gen allocation rate: 60448.62B/s, recent marking phase length: 213.59ms
[2024-10-12T11:44:41.711+0800] GC(435) Adaptive IHOP information (value update), threshold: 107708973B (94.41), internal target occupancy: 114085068B, occupancy: 105242112B, additional buffer size: 6291456B, predicted old gen allocation rate: 292348.53B/s, predicted marking phase length: 289.51ms, prediction active: true
[2024-10-12T11:44:41.815+0800] GC(436) Basic information (value update), threshold: 107710720B (80.25), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.68ms, recent old gen allocation rate: 60306.43B/s, recent marking phase length: 213.59ms
[2024-10-12T11:44:41.816+0800] GC(436) Adaptive IHOP information (value update), threshold: 107710720B (94.41), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 286314.58B/s, predicted marking phase length: 289.51ms, prediction active: true
[2024-10-12T11:44:41.919+0800] GC(437) Basic information (value update), threshold: 107712704B (80.25), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 4128B, recent allocation duration: 102.32ms, recent old gen allocation rate: 40343.83B/s, recent marking phase length: 213.59ms
[2024-10-12T11:44:41.919+0800] GC(437) Adaptive IHOP information (value update), threshold: 107712704B (94.41), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 279461.03B/s, predicted marking phase length: 289.51ms, prediction active: true
[2024-10-12T11:44:42.074+0800] GC(439) Basic information (value update), threshold: 114006269B (84.94), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 4128B, recent allocation duration: 151.84ms, recent old gen allocation rate: 27187.18B/s, recent marking phase length: 213.59ms
[2024-10-12T11:44:42.074+0800] GC(439) Adaptive IHOP information (value update), threshold: 114006269B (99.93), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 0B, predicted old gen allocation rate: 272177.47B/s, predicted marking phase length: 289.51ms, prediction active: true
[2024-10-12T11:44:42.138+0800] GC(440) Basic information (value update), threshold: 114006989B (84.94), target occupancy: 134217728B, current occupancy: 109442624B, recent allocation size: 26832B, recent allocation duration: 151.84ms, recent old gen allocation rate: 176716.68B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:42.138+0800] GC(440) Adaptive IHOP information (value update), threshold: 114006989B (99.93), internal target occupancy: 114085068B, occupancy: 109442624B, additional buffer size: 0B, predicted old gen allocation rate: 272177.47B/s, predicted marking phase length: 286.87ms, prediction active: true
[2024-10-12T11:44:42.666+0800] GC(445) Basic information (value update), threshold: 107717090B (80.26), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 6192B, recent allocation duration: 102.28ms, recent old gen allocation rate: 60540.03B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:42.666+0800] GC(445) Adaptive IHOP information (value update), threshold: 107717090B (94.42), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 266752.07B/s, predicted marking phase length: 286.87ms, prediction active: true
[2024-10-12T11:44:42.770+0800] GC(446) Basic information (value update), threshold: 107718893B (80.26), target occupancy: 134217728B, current occupancy: 111533568B, recent allocation size: 4128B, recent allocation duration: 102.57ms, recent old gen allocation rate: 40246.69B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:42.770+0800] GC(446) Adaptive IHOP information (value update), threshold: 107718893B (94.42), internal target occupancy: 114085068B, occupancy: 111533568B, additional buffer size: 6291456B, predicted old gen allocation rate: 260468.15B/s, predicted marking phase length: 286.87ms, prediction active: true
[2024-10-12T11:44:42.874+0800] GC(447) Basic information (value update), threshold: 107720356B (80.26), target occupancy: 134217728B, current occupancy: 115031040B, recent allocation size: 6192B, recent allocation duration: 102.39ms, recent old gen allocation rate: 60477.25B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:42.874+0800] GC(447) Adaptive IHOP information (value update), threshold: 107720356B (94.42), internal target occupancy: 114085068B, occupancy: 115031040B, additional buffer size: 6291456B, predicted old gen allocation rate: 255367.51B/s, predicted marking phase length: 286.87ms, prediction active: true
[2024-10-12T11:44:43.030+0800] GC(449) Basic information (value update), threshold: 114013517B (84.95), target occupancy: 134217728B, current occupancy: 116894720B, recent allocation size: 2103344B, recent allocation duration: 152.27ms, recent old gen allocation rate: 13813283.16B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:43.030+0800] GC(449) Adaptive IHOP information (value update), threshold: 114013517B (99.94), internal target occupancy: 114085068B, occupancy: 116894720B, additional buffer size: 0B, predicted old gen allocation rate: 249421.36B/s, predicted marking phase length: 286.87ms, prediction active: true
[2024-10-12T11:44:43.134+0800] GC(450) Basic information (value update), threshold: 114013708B (84.95), target occupancy: 134217728B, current occupancy: 108743680B, recent allocation size: 41280B, recent allocation duration: 152.27ms, recent old gen allocation rate: 271097.99B/s, recent marking phase length: 254.52ms
[2024-10-12T11:44:43.135+0800] GC(450) Adaptive IHOP information (value update), threshold: 114013708B (99.94), internal target occupancy: 114085068B, occupancy: 108743680B, additional buffer size: 0B, predicted old gen allocation rate: 249421.36B/s, predicted marking phase length: 286.11ms, prediction active: true
[2024-10-12T11:44:43.662+0800] GC(455) Basic information (value update), threshold: 107723909B (80.26), target occupancy: 134217728B, current occupancy: 106173952B, recent allocation size: 4128B, recent allocation duration: 102.61ms, recent old gen allocation rate: 40228.36B/s, recent marking phase length: 254.52ms
[2024-10-12T11:44:43.662+0800] GC(455) Adaptive IHOP information (value update), threshold: 107723909B (94.42), internal target occupancy: 114085068B, occupancy: 106173952B, additional buffer size: 6291456B, predicted old gen allocation rate: 243629.67B/s, predicted marking phase length: 286.11ms, prediction active: true
[2024-10-12T11:44:43.766+0800] GC(456) Basic information (value update), threshold: 107725515B (80.26), target occupancy: 134217728B, current occupancy: 110601216B, recent allocation size: 4128B, recent allocation duration: 102.35ms, recent old gen allocation rate: 40330.64B/s, recent marking phase length: 254.52ms
[2024-10-12T11:44:43.766+0800] GC(456) Adaptive IHOP information (value update), threshold: 107725515B (94.43), internal target occupancy: 114085068B, occupancy: 110601216B, additional buffer size: 6291456B, predicted old gen allocation rate: 238014.02B/s, predicted marking phase length: 286.11ms, prediction active: true
